cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,p6_days_diluted,p6_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-1__H60__S3__P1__E2_B6,v6-1,60,S3,P1,E2_B6,E2,3405,752,742,2602,4,0,47,0,7,3,74,10,82,0,0,0,0,0,229,372,141,0,0,0,0,0,0,0,1101,62,40,,,,,0.220852,0.653417,1975790.844743,2692413.897384,0.048273,0.070974,0.031245,0.017028,0.039730,0.026061,0.060803,0.303599,0.360155,-0.408032,-0.582383,1.237372,False,0.144000
v6-1__H60__S3__P1__E2_B7,v6-1,60,S3,P1,E2_B7,E2,3405,735,725,2618,5,0,47,0,7,3,70,10,91,0,0,0,0,0,209,363,153,0,0,0,0,0,0,0,1101,62,40,,,,,0.215859,0.662956,2200304.248816,2899169.841055,0.056113,0.076474,0.031245,0.024868,0.045230,0.037511,0.068224,0.337379,0.377744,-0.408032,-0.592128,1.478640,False,0.153000
v6-1__H60__S3__P1__E2_B8,v6-1,60,S3,P1,E2_B8,E2,3405,719,709,2626,3,0,57,0,7,3,73,10,92,0,0,0,0,0,211,350,148,0,0,0,0,0,0,0,1101,62,40,,,,,0.211160,0.651737,2005547.516777,2671520.672554,0.049358,0.070397,0.031245,0.018114,0.039152,0.027793,0.060074,0.305640,0.356048,-0.439341,-0.577236,1.187991,False,0.204000
v6-1__H60__S3__P1__E2_B9,v6-1,60,S3,P1,E2_B9,E2,3405,760,753,2603,4,0,38,0,5,2,74,7,82,0,0,0,0,0,250,370,133,0,0,0,0,0,0,0,1101,62,40,,,,,0.223201,0.641483,1524932.703160,1787690.696471,0.029643,0.041038,0.031245,-0.001602,0.009793,-0.002497,0.015266,0.249898,0.286476,-0.432907,-0.633040,1.128655,False,0.309000
v6-1__H60__S3__P1__E3,v6-1,60,S3,P1,E3,E3,3405,1096,1088,2281,6,0,22,0,2,6,2387,8,0,0,0,0,0,0,0,0,7,1081,0,0,0,0,0,0,1101,62,40,,,,,0.321880,0.554042,1095839.295340,1402659.800693,0.006356,0.023702,0.031245,-0.024888,-0.007542,-0.044921,-0.013613,0.120474,0.217606,-0.394746,-0.644885,0.229411,False,0.180000
v6-1__H60__S3__P1__E4,v6-1,60,S3,P1,E4,E4,3405,468,771,2935,2,0,0,0,0,10,1361,10,0,0,0,1,0,0,0,0,162,296,313,0,0,0,0,0,1101,62,40,,,,,0.137445,0.585259,1210960.228264,1441421.809184,0.013340,0.025636,0.031245,-0.017905,-0.005609,-0.030593,-0.009583,0.166437,0.225815,-0.403696,-0.619495,7.361334,False,0.114000
v6-1__H60__S3__P1__E5,v6-1,60,S3,P1,E5,E5,3405,737,727,2631,4,0,33,0,3,7,3404,10,0,0,0,0,0,0,0,0,149,0,0,578,0,0,0,0,1101,62,40,,,,,0.216446,0.767541,906202.258485,1001175.250649,-0.006796,0.000081,0.031245,-0.038040,-0.031163,-0.049561,-0.040601,0.057293,0.121993,-0.524577,-0.641875,-0.041967,False,0.216000
v6-1__H60__S3__P1__E6,v6-1,60,S3,P1,E6,E6,3405,798,788,2565,5,0,37,0,3,7,170,10,0,0,0,0,0,0,0,0,288,0,0,0,500,0,0,0,1101,62,40,,,,,0.234361,0.709020,1165499.823683,1482692.087761,0.010659,0.027642,0.031245,-0.020585,-0.003602,-0.029034,-0.005081,0.151443,0.234386,-0.474739,-0.654472,0.486652,False,0.100000
v6-1__H60__S3__P1__E7,v6-1,60,S3,P1,E7,E7,3405,646,636,2696,4,0,59,0,3,7,2476,10,0,0,0,0,0,0,0,0,71,0,0,0,0,565,0,0,1101,62,40,,,,,0.189721,0.733334,849129.279261,1052464.189178,-0.011258,0.003546,0.031245,-0.042503,-0.027698,-0.057959,-0.037770,0.038223,0.135461,-0.610031,-0.682545,-0.138661,False,0.233000
v6-1__H60__S3__P2__E0,v6-1,60,S3,P2,E0,E0,3405,354,339,2934,2,0,115,0,10,5,5,15,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,1101,62,40,,,,,0.103965,0.823206,2309447.548842,3696821.783524,0.059659,0.094741,0.031245,0.028414,0.063496,0.034516,0.077133,0.296278,0.383717,-0.498109,-0.617773,1.191227,False,0.181000
v6-1__H60__S3__P2__E1_A1,v6-1,60,S3,P2,E1_A1,E1,3405,913,902,2393,4,0,95,0,11,0,58,11,0,0,0,0,0,0,348,498,56,0,0,0,0,0,0,0,1101,62,40,,,,,0.268135,0.627745,2500100.637322,3389758.582929,0.065494,0.088188,0.031245,0.034249,0.056944,0.054559,0.090711,0.516599,0.480013,-0.366030,-0.552510,2.661317,False,0.233000
v6-1__H60__S3__P2__E1_A10,v6-1,60,S3,P2,E1_A10,E1,3405,645,638,1871,4,0,885,0,5,2,65,7,0,0,0,0,0,0,109,408,121,0,0,0,0,0,0,0,1101,62,40,,,,,0.189427,0.575616,399545.622534,722642.478065,-0.061539,-0.022238,0.031245,-0.092784,-0.053483,-0.161190,-0.092913,-0.156403,0.044778,-0.791105,-0.783147,-0.005094,False,0.151000
v6-1__H60__S3__P2__E1_A11,v6-1,60,S3,P2,E1_A11,E1,3405,628,616,2652,2,0,123,0,11,1,57,12,0,0,0,0,0,0,138,317,161,0,0,0,0,0,0,0,1101,62,40,,,,,0.184435,0.757173,2828460.955711,4397544.014618,0.074635,0.107975,0.031245,0.043391,0.076730,0.057306,0.101338,0.341586,0.413566,-0.408715,-0.631845,1.741708,False,0.131000
v6-1__H60__S3__P2__E1_A12,v6-1,60,S3,P2,E1_A12,E1,3405,532,520,2762,2,0,109,0,9,3,47,12,0,0,0,0,0,0,127,211,182,0,0,0,0,0,0,0,1101,62,40,,,,,0.156241,0.774758,2856037.205409,4271040.119900,0.075358,0.105738,0.031245,0.044113,0.074494,0.056938,0.096151,0.339430,0.402920,-0.460324,-0.594631,1.822382,False,0.126000
v6-1__H60__S3__P2__E1_A2,v6-1,60,S3,P2,E1_A2,E1,3405,769,759,2539,2,0,95,0,10,0,53,10,0,0,0,0,0,0,339,343,77,0,0,0,0,0,0,0,1101,62,40,,,,,0.225844,0.645886,2380399.712003,3182000.088666,0.061881,0.083434,0.031245,0.030636,0.052189,0.047433,0.080802,0.470829,0.456950,-0.317048,-0.581309,2.601945,False,0.191000
v6-1__H60__S3__P2__E1_A3,v6-1,60,S3,P2,E1_A3,E1,3405,641,631,2676,2,0,86,0,8,2,46,10,0,0,0,0,0,0,306,227,98,0,0,0,0,0,0,0,1101,62,40,,,,,0.188253,0.680263,2201520.817485,2751247.918457,0.056153,0.072578,0.031245,0.024909,0.041334,0.036616,0.060761,0.421665,0.412098,-0.437319,-0.523759,2.515225,False,0.183000
v6-1__H60__S3__P2__E1_A4,v6-1,60,S3,P2,E1_A4,E1,3405,818,808,2464,2,0,121,0,9,1,62,10,0,0,0,0,0,0,239,474,95,0,0,0,0,0,0,0,1101,62,40,,,,,0.240235,0.663797,2039007.218222,2801873.722266,0.050561,0.073933,0.031245,0.019317,0.042689,0.029100,0.064310,0.379762,0.417174,-0.397042,-0.564142,2.147478,False,0.241000
v6-1__H60__S3__P2__E1_A5,v6-1,60,S3,P2,E1_A5,E1,3405,695,686,2594,2,0,114,0,8,1,59,9,0,0,0,0,0,0,239,330,117,0,0,0,0,0,0,0,1101,62,40,,,,,0.204112,0.688586,3201164.405459,4778637.939569,0.083884,0.114368,0.031245,0.052640,0.083124,0.076446,0.120717,0.396436,0.454922,-0.385322,-0.574914,2.266466,False,0.127000
v6-1__H60__S3__P2__E1_A6,v6-1,60,S3,P2,E1_A6,E1,3405,579,571,2712,2,0,112,0,5,3,69,8,0,0,0,0,0,0,218,217,136,0,0,0,0,0,0,0,1101,62,40,,,,,0.170044,0.706283,3190705.783861,4350142.501850,0.083639,0.107144,0.031245,0.052394,0.075899,0.074183,0.107463,0.347638,0.391200,-0.434767,-0.545275,2.348805,False,0.121000
v6-1__H60__S3__P2__E1_A7,v6-1,60,S3,P2,E1_A7,E1,3405,595,585,1749,5,0,1056,0,7,3,66,10,0,0,0,0,0,0,116,366,103,0,0,0,0,0,0,0,1101,62,40,,,,,0.174743,0.519564,541603.030484,790213.153723,-0.041565,-0.016168,0.031245,-0.072810,-0.047413,-0.140136,-0.091255,-0.053039,0.072772,-0.688220,-0.741753,0.004936,False,0.186000
v6-1__H60__S3__P2__E1_A8,v6-1,60,S3,P2,E1_A8,E1,3405,664,656,2616,2,0,123,0,7,1,61,8,0,0,0,0,0,0,183,332,141,0,0,0,0,0,0,0,1101,62,40,,,,,0.195007,0.716680,2663456.096613,4213300.207750,0.070173,0.104697,0.031245,0.038928,0.073452,0.054318,0.102490,0.324187,0.403657,-0.405728,-0.622491,1.893487,False,0.092000
v6-1__H60__S3__P2__E1_A9,v6-1,60,S3,P2,E1_A9,E1,3405,559,550,2716,2,0,128,0,7,2,51,9,0,0,0,0,0,0,167,226,157,0,0,0,0,0,0,0,1101,62,40,,,,,0.164170,0.733621,2564886.710795,3805867.351116,0.067383,0.096946,0.031245,0.036138,0.065701,0.049260,0.089558,0.301746,0.367030,-0.462149,-0.604111,1.752940,False,0.126000
v6-1__H60__S3__P2__E2_B1,v6-1,60,S3,P2,E2_B1,E2,3405,666,656,2620,3,0,116,0,9,1,59,10,61,0,0,0,0,0,210,315,131,0,0,0,0,0,0,0,1101,62,40,,,,,0.195595,0.720308,3203185.602719,4709477.207773,0.083932,0.113244,0.031245,0.052687,0.082000,0.073145,0.113840,0.403596,0.455219,-0.355872,-0.581097,2.069969,False,0.305000
v6-1__H60__S3__P2__E2_B10,v6-1,60,S3,P2,E2_B10,E2,3405,754,743,2553,2,0,96,0,11,0,53,11,56,0,0,0,0,0,323,330,90,0,0,0,0,0,0,0,1101,62,40,,,,,0.221439,0.662177,2597802.985389,3441655.965008,0.068325,0.089333,0.031245,0.037081,0.058089,0.055998,0.087724,0.512987,0.479021,-0.340059,-0.586378,2.857340,False,0.223000
v6-1__H60__S3__P2__E2_B11,v6-1,60,S3,P2,E2_B11,E2,3405,641,631,2654,3,0,107,0,9,1,59,10,64,0,0,0,0,0,157,319,155,0,0,0,0,0,0,0,1101,62,40,,,,,0.188253,0.754554,2705908.661882,4094420.113931,0.071345,0.102510,0.031245,0.040101,0.071265,0.053145,0.094447,0.341539,0.410926,-0.355084,-0.615749,1.600889,False,0.338000
v6-1__H60__S3__P2__E2_B12,v6-1,60,S3,P2,E2_B12,E2,3405,619,607,2671,3,0,112,0,11,1,55,12,65,0,0,0,0,0,117,311,179,0,0,0,0,0,0,0,1101,62,40,,,,,0.181791,0.775425,2594732.918958,3988322.184416,0.068238,0.100508,0.031245,0.036993,0.069263,0.047707,0.089323,0.324660,0.397684,-0.388803,-0.620809,1.411997,False,0.194000
v6-1__H60__S3__P2__E2_B13,v6-1,60,S3,P2,E2_B13,E2,3405,786,776,2489,2,0,128,0,8,2,63,10,62,0,0,0,0,0,216,457,103,0,0,0,0,0,0,0,1101,62,40,,,,,0.230837,0.682625,1939559.491487,2699993.689191,0.046931,0.071183,0.031245,0.015686,0.039938,0.022979,0.058507,0.352754,0.407927,-0.403086,-0.585701,2.003783,False,0.280000
v6-1__H60__S3__P2__E2_B14,v6-1,60,S3,P2,E2_B14,E2,3405,580,571,2735,2,0,88,0,7,2,49,9,65,0,0,0,0,0,206,219,146,0,0,0,0,0,0,0,1101,62,40,,,,,0.170338,0.719638,3368233.863504,4653521.258735,0.087708,0.112323,0.031245,0.056464,0.081079,0.078461,0.112666,0.395806,0.436408,-0.403097,-0.569123,2.206236,False,0.279000
v6-1__H60__S3__P2__E2_B18,v6-1,60,S3,P2,E2_B18,E2,3405,670,660,2611,2,0,122,0,9,1,60,10,59,0,0,0,0,0,209,318,133,0,0,0,0,0,0,0,1101,62,40,,,,,0.196769,0.703670,2885440.837482,4375117.448891,0.076120,0.107583,0.031245,0.044876,0.076338,0.063774,0.108486,0.357936,0.425911,-0.385322,-0.575467,1.959221,False,0.286000
v6-1__H60__S3__P2__E2_B19,v6-1,60,S3,P2,E2_B19,E2,3405,608,596,2680,2,0,115,0,10,2,50,12,63,0,0,0,0,0,122,306,168,0,0,0,0,0,0,0,1101,62,40,,,,,0.178561,0.780763,3017688.754131,4560207.853925,0.079464,0.110765,0.031245,0.048220,0.079520,0.061760,0.101849,0.355928,0.420299,-0.408715,-0.616803,1.771220,False,0.293000
v6-1__H60__S3__P2__E2_B2,v6-1,60,S3,P2,E2_B2,E2,3405,675,665,2611,3,0,116,0,9,1,60,10,62,0,0,0,0,0,214,318,133,0,0,0,0,0,0,0,1101,62,40,,,,,0.198238,0.710950,3213146.423372,4600819.584754,0.084165,0.111447,0.031245,0.052920,0.080202,0.074436,0.112810,0.402675,0.447992,-0.355872,-0.576463,2.144991,False,0.224000
