date,long_return,short_return,portfolio_return,cost,net_return,capital,month
2024-07-29,0.14999999999999997,-0.06482,0.10740999999999998,0.0026,0.10480999999999997,491612102478661.0,2024-07
2024-08-01,0.043890000000000005,-0.037309999999999996,0.0406,0.0026,0.038,510293362372850.1,2024-08
2024-08-06,0.05478999999999999,-0.13904,0.096915,0.0026,0.094315,558421680845045.44,2024-08
2024-08-09,0.14999999999999997,-0.09256,0.12127999999999999,0.0026,0.11867999999999998,624695165927735.4,2024-08
2024-08-14,0.14999999999999997,-0.13485,0.14242499999999997,0.0026,0.13982499999999998,712043167503581.0,2024-08
2024-08-19,0.14999999999999997,-0.14855,0.149275,0.0026,0.146675,816482099097168.9,2024-08
2024-08-22,0.14999999999999997,-0.11999,0.13499499999999998,0.0026,0.13239499999999998,924580246607138.6,2024-08
2024-08-27,0.14999999999999997,-0.08195,0.11597499999999998,0.0026,0.11337499999999998,1029404532066223.0,2024-08
2024-08-30,0.031179999999999996,-0.05789999999999999,0.044539999999999996,0.0026,0.04194,1072577758141080.5,2024-08
2024-09-04,0.08327999999999999,-0.07347999999999999,0.07837999999999999,0.0026,0.07577999999999999,1153857700653011.5,2024-09
2024-09-09,0.14999999999999997,-0.13243,0.14121499999999998,0.0026,0.138615,1313799685829028.5,2024-09
2024-09-12,0.14587,-0.10007999999999999,0.122975,0.0026,0.120375,1471948323010697.8,2024-09
2024-09-19,0.08731999999999998,-0.043320000000000004,0.06531999999999999,0.0026,0.06271999999999998,1564268921829928.5,2024-09
2024-09-30,0.14999999999999997,-0.17122999999999997,0.16061499999999995,0.0026,0.15801499999999996,1811446875512884.8,2024-09
2024-10-10,0.03831,-0.00846,0.023385,0.0026,0.020784999999999998,1849097798820420.2,2024-10
2024-10-15,0.12727,-0.035,0.081135,0.0026,0.078535,1994316694450782.0,2024-10
2024-10-31,0.11326,-0.015989999999999997,0.064625,0.0026,0.062025000000000004,2118014187424091.8,2024-10
2024-11-13,0.019200000000000005,-0.09437999999999999,0.05679,0.0026,0.05419,2232789376240603.2,2024-11
2024-11-18,0.14999999999999997,-0.09122999999999999,0.12061499999999997,0.0026,0.11801499999999997,2496292014477638.0,2024-11
2024-11-21,0.04013,-0.07341,0.05677,0.0026,0.05417,2631516152901892.0,2024-11
2024-11-26,0.09698,-0.0007699999999999999,0.048875,0.0026,0.046275000000000004,2753289562877427.0,2024-11
2024-12-04,0.14243999999999998,-0.02311,0.08277499999999999,0.0026,0.08017499999999998,2974034553581124.5,2024-12
2024-12-09,0.09465,-0.04314,0.068895,0.0026,0.06629499999999999,3171198174310785.0,2024-12
2024-12-12,0.0009200000000000004,-0.07200000000000001,0.036460000000000006,0.0026,0.03386000000000001,3278574944492948.0,2024-12
2024-12-17,0.14999999999999997,-0.12598000000000004,0.13799,0.0026,0.13539,3722461206227848.5,2024-12
2024-12-20,0.10651999999999999,-0.15550999999999998,0.131015,0.0026,0.128415,4200481062025597.5,2024-12
2024-12-25,0.11674,-0.12440999999999999,0.12057499999999999,0.0026,0.11797499999999998,4696032815318067.0,2024-12
2024-12-30,0.027430000000000003,-0.18261,0.10502,0.0026,0.10242,5177000496262943.0,2024-12
2025-01-03,0.14999999999999997,-0.07026000000000002,0.11012999999999999,0.0026,0.10752999999999999,5733683359626097.0,2025-01
2025-01-08,0.08509,-0.021800000000000003,0.053445,0.0026,0.050845,6025212490046286.0,2025-01
2025-01-13,0.14999999999999997,-0.026840000000000003,0.08841999999999998,0.0026,0.08581999999999998,6542296225942058.0,2025-01
