horizon,v3_rank_ic,v2_rank_ic,v3_rank_icir,v2_rank_icir,v3_top5_excess,v2_top5_excess,v3_ic_pos_ratio,v2_ic_pos_ratio,icir_improvement,top5_improvement
10d,0.9739184593012981,0.03424874842893919,13.622710493346641,0.16230473967061493,0.14449393662883903,7.267583904894781e-05,1.0,0.5715962441314554,13.460405753676026,0.1444212607897901
30d,0.9579191160305645,0.028177648868439972,12.731447347004437,0.1390982920549577,0.14585448263098397,-0.005780474486816088,1.0,0.574793875147232,12.59234905494948,0.15163495711780006
