cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
ALL__H20__S0__P5__E2_B8,ALL,20,S0,P5,E2_B8,E2,76471,19452,19306,0,461,0,56476,82,129,17,712,146,1013,0,0,0,0,0,1855,3556,13895,0,0,0,0,0,0,0,3395,1706,488,1706,3295,0.254371,0.406585,203436.525509,93430.384036,-0.104384,-0.151355,0.031245,-0.135628,-0.182599,-0.333579,-0.449106,-0.392418,-0.456407,-0.844965,-0.945509,-1.366655,False,4.650000
ALL__H20__S0__P5__E2_B9,ALL,20,S0,P5,E2_B9,E2,76471,20609,20495,0,461,0,55319,82,100,14,693,114,1011,0,0,0,0,0,2624,3768,14103,0,0,0,0,0,0,0,3395,1706,488,1706,3302,0.269501,0.405917,211717.637255,106179.815491,-0.101906,-0.143806,0.031245,-0.133151,-0.175051,-0.328025,-0.431247,-0.339131,-0.393215,-0.826286,-0.933585,-2.575900,False,4.790000
ALL__H20__S0__P5__E3,ALL,20,S0,P5,E3,E3,76471,18686,18628,0,461,0,57242,82,42,16,7448,58,0,0,0,0,0,0,0,0,6167,12461,0,0,0,0,0,0,3395,1706,488,1706,3282,0.244354,0.298428,80346.553995,16806.223877,-0.160173,-0.246388,0.031245,-0.191417,-0.277632,-0.641417,-0.930315,-0.758360,-0.885724,-0.925367,-0.990355,-5.550259,False,1.725000
ALL__H20__S0__P5__E4,ALL,20,S0,P5,E4,E4,76471,24968,30040,0,461,0,50960,82,92,29,4390,121,0,0,0,3514,0,0,0,0,19949,4898,5193,0,0,0,0,0,3395,1706,488,1706,3295,0.326503,0.537543,359919.418291,330695.350195,-0.068301,-0.073747,0.031245,-0.099545,-0.104992,-0.185186,-0.195318,-0.206941,-0.189420,-0.723373,-0.790097,6.391966,False,4.739000
ALL__H20__S0__P5__E5,ALL,20,S0,P5,E5,E5,76471,23622,23495,0,461,0,52306,82,107,20,7620,127,0,0,0,0,0,0,0,0,14890,0,0,8605,0,0,0,0,3395,1706,488,1706,3277,0.308901,0.498751,266851.369192,183162.991307,-0.087401,-0.110869,0.031245,-0.118645,-0.142114,-0.237885,-0.284939,-0.287525,-0.326177,-0.799088,-0.883068,-1.364806,False,4.050000
ALL__H20__S0__P5__E6,ALL,20,S0,P5,E6,E6,76471,22774,22648,0,461,0,53154,82,115,11,4168,126,0,0,0,0,0,0,0,0,7008,0,0,0,15640,0,258,0,3395,1706,488,1706,3162,0.297812,0.574262,191915.271701,-77644.476350,-0.107991,-1.000000,0.031245,-0.139236,-1.031245,-0.242460,-1.795772,-0.267325,,-0.897812,-1.051191,-1.785315,False,3.073000
ALL__H20__S0__P5__E7,ALL,20,S0,P5,E7,E7,76471,26097,25948,0,461,0,49831,82,122,27,7932,149,0,0,0,0,0,0,0,0,15995,0,0,0,0,9953,0,0,3395,1706,488,1706,3241,0.341267,0.753397,401712.914741,426549.597691,-0.061188,-0.057280,0.031245,-0.092432,-0.088525,-0.122687,-0.117501,-0.095946,-0.064629,-0.801958,-0.793439,-1.171154,False,6.906000
ALL__H25__S0__P5__E0,ALL,25,S0,P5,E0,E0,76471,14555,14494,0,461,0,61373,82,37,24,272,61,0,0,0,0,0,14494,0,0,0,0,0,0,0,0,0,0,3395,1706,488,1706,3287,0.190334,0.646142,484194.879855,408632.976129,-0.048971,-0.060077,0.031245,-0.080216,-0.091321,-0.124146,-0.141334,-0.058186,-0.087344,-0.767176,-0.812475,1.872237,False,3.521000
ALL__H25__S0__P5__E1_A1,ALL,25,S0,P5,E1_A1,E1,76471,25743,25479,0,461,0,50185,82,250,14,1134,264,0,0,0,0,0,0,4468,9401,11610,0,0,0,0,0,0,0,3395,1706,488,1706,3261,0.336637,0.584743,363784.924195,159241.024816,-0.067611,-0.119443,0.031245,-0.098856,-0.150687,-0.169059,-0.257698,-0.259237,-0.378391,-0.751659,-0.918504,-1.779083,False,4.677000
ALL__H25__S0__P5__E1_A10,ALL,25,S0,P5,E1_A10,E1,76471,19523,19366,0,461,0,56405,82,141,16,1033,157,0,0,0,0,0,0,1114,7372,10880,0,0,0,0,0,106,0,3395,1706,488,1706,3294,0.255299,0.442918,170360.412004,-31996.867545,-0.115318,-1.000000,0.031245,-0.146563,-1.031245,-0.330903,-2.328296,-0.477233,,-0.873276,-1.026771,-2.701091,False,3.178000
ALL__H25__S0__P5__E1_A11,ALL,25,S0,P5,E1_A11,E1,76471,18538,18329,0,461,0,57390,82,190,19,838,209,0,0,0,0,0,0,1076,4498,12755,0,0,0,0,0,0,0,3395,1706,488,1706,3299,0.242419,0.484692,278463.675754,25062.813816,-0.084705,-0.225246,0.031245,-0.115950,-0.256491,-0.239224,-0.529183,-0.303387,-0.373456,-0.804601,-0.994349,-2.923572,False,5.104000
ALL__H25__S0__P5__E1_A12,ALL,25,S0,P5,E1_A12,E1,76471,17232,17054,0,461,0,58696,82,156,22,701,178,0,0,0,0,0,0,1080,2512,13462,0,0,0,0,0,0,0,3395,1706,488,1706,3324,0.225340,0.462775,273476.452451,101514.734019,-0.085850,-0.146465,0.031245,-0.117094,-0.177710,-0.253026,-0.384008,-0.249094,-0.398285,-0.780551,-0.933173,-1.647119,False,5.519000
ALL__H25__S0__P5__E1_A2,ALL,25,S0,P5,E1_A2,E1,76471,25826,25529,0,461,0,50102,82,280,17,1002,297,0,0,0,0,0,0,4677,5798,15054,0,0,0,0,0,0,0,3395,1706,488,1706,3259,0.337723,0.662353,558362.732656,385272.223419,-0.039541,-0.063900,0.031245,-0.070786,-0.095144,-0.106870,-0.143646,-0.087734,-0.133618,-0.690260,-0.830750,-0.929096,False,5.065000
ALL__H25__S0__P5__E1_A3,ALL,25,S0,P5,E1_A3,E1,76471,27660,27345,0,461,0,48268,82,292,23,931,315,0,0,0,0,0,0,5154,3780,18411,0,0,0,0,0,0,0,3395,1706,488,1706,3241,0.361706,0.803398,704932.062001,390426.281400,-0.023916,-0.063038,0.031245,-0.055161,-0.094283,-0.068659,-0.117355,-0.002786,-0.108861,-0.650521,-0.822411,-0.284253,False,8.552000
ALL__H25__S0__P5__E1_A4,ALL,25,S0,P5,E1_A4,E1,76471,22621,22413,0,461,0,53307,82,192,16,1057,208,0,0,0,0,0,0,2740,8373,11300,0,0,0,0,0,0,0,3395,1706,488,1706,3275,0.295811,0.506830,268587.587839,57617.323129,-0.086991,-0.179285,0.031245,-0.118235,-0.210530,-0.233284,-0.415386,-0.340567,-0.513633,-0.807817,-0.973607,-1.686460,False,4.196000
ALL__H25__S0__P5__E1_A5,ALL,25,S0,P5,E1_A5,E1,76471,22970,22722,0,461,0,52958,82,227,21,913,248,0,0,0,0,0,0,2900,5203,14619,0,0,0,0,0,0,0,3395,1706,488,1706,3281,0.300375,0.591306,461093.900297,230139.166913,-0.052184,-0.096704,0.031245,-0.083429,-0.127948,-0.141093,-0.216383,-0.141361,-0.241337,-0.726524,-0.882606,-1.097770,False,4.514000
ALL__H25__S0__P5__E1_A6,ALL,25,S0,P5,E1_A6,E1,76471,19857,19660,0,461,0,56071,82,173,24,764,197,0,0,0,0,0,0,2482,2826,14352,0,0,0,0,0,152,0,3395,1706,488,1706,3298,0.259667,0.515750,251199.099465,-47153.150217,-0.091212,-1.000000,0.031245,-0.122456,-1.031245,-0.237433,-1.999505,-0.336688,,-0.824375,-1.046956,-1.244786,False,6.334000
ALL__H25__S0__P5__E1_A7,ALL,25,S0,P5,E1_A7,E1,76471,19818,19679,0,461,0,56110,82,125,14,1048,139,0,0,0,0,0,0,1645,7466,10568,0,0,0,0,0,173,0,3395,1706,488,1706,3299,0.259157,0.427398,185720.257956,-33310.440405,-0.110015,-1.000000,0.031245,-0.141260,-1.031245,-0.330511,-2.412846,-0.460345,,-0.852862,-1.030886,-2.379937,False,3.751000
ALL__H25__S0__P5__E1_A8,ALL,25,S0,P5,E1_A8,E1,76471,19408,19190,0,461,0,56520,82,199,19,853,218,0,0,0,0,0,0,1597,4713,12880,0,0,0,0,0,0,0,3395,1706,488,1706,3298,0.253796,0.495293,312362.120235,21351.070787,-0.077397,-0.233796,0.031245,-0.108642,-0.265040,-0.219348,-0.535119,-0.227732,-0.170409,-0.778891,-0.996444,-2.989627,False,6.068000
ALL__H25__S0__P5__E1_A9,ALL,25,S0,P5,E1_A9,E1,76471,18116,17901,0,461,0,57812,82,194,21,666,215,0,0,0,0,0,0,1567,2615,13719,0,0,0,0,0,0,0,3395,1706,488,1706,3307,0.236900,0.469162,260950.188358,39013.944651,-0.088812,-0.201143,0.031245,-0.120057,-0.232387,-0.255897,-0.495325,-0.253309,-0.428568,-0.795057,-0.979313,-1.735184,False,4.029000
ALL__H25__S0__P5__E2_B1,ALL,25,S0,P5,E2_B1,E2,76471,21734,21513,0,461,0,54194,82,200,21,915,221,1251,0,0,0,0,0,2554,4964,13995,0,0,0,0,0,0,0,3395,1706,488,1706,3277,0.284212,0.573799,370097.897844,129841.317252,-0.066500,-0.131798,0.031245,-0.097745,-0.163042,-0.170347,-0.284145,-0.203652,-0.350904,-0.752519,-0.935770,-1.742241,False,5.473000
ALL__H25__S0__P5__E2_B10,ALL,25,S0,P5,E2_B10,E2,76471,24952,24666,0,461,0,50976,82,268,18,969,286,1273,0,0,0,0,0,4459,5531,14676,0,0,0,0,0,0,0,3395,1706,488,1706,3265,0.326294,0.636162,549838.970199,366402.245098,-0.040563,-0.067149,0.031245,-0.071808,-0.098393,-0.112877,-0.154667,-0.098029,-0.152378,-0.712798,-0.850989,-0.887062,False,5.023000
ALL__H25__S0__P5__E2_B11,ALL,25,S0,P5,E2_B11,E2,76471,19769,19543,0,461,0,56159,82,207,19,874,226,1219,0,0,0,0,0,1599,4734,13210,0,0,0,0,0,14,0,3395,1706,488,1706,3296,0.258516,0.498684,294742.478960,8640.370843,-0.081098,-0.280312,0.031245,-0.112343,-0.311556,-0.225278,-0.624756,-0.240174,,-0.792736,-1.006496,-2.968084,False,4.602000
ALL__H25__S0__P5__E2_B12,ALL,25,S0,P5,E2_B12,E2,76471,18553,18352,0,461,0,57375,82,181,20,864,201,1168,0,0,0,0,0,1029,4516,12807,0,0,0,0,0,27,0,3395,1706,488,1706,3296,0.242615,0.486211,265677.893352,287.614267,-0.087679,-0.431356,0.031245,-0.118924,-0.462600,-0.244592,-0.951438,-0.326074,,-0.817471,-1.008179,-2.890865,False,3.686000
ALL__H25__S0__P5__E2_B13,ALL,25,S0,P5,E2_B13,E2,76471,21732,21541,0,461,0,54196,82,176,15,1055,191,1084,0,0,0,0,0,2500,8057,10984,0,0,0,0,0,0,0,3395,1706,488,1706,3282,0.284186,0.482165,239936.456001,69629.051065,-0.094093,-0.168456,0.031245,-0.125338,-0.199700,-0.259948,-0.414174,-0.374199,-0.516591,-0.818430,-0.962965,-2.273098,False,3.976000
ALL__H25__S0__P5__E2_B14,ALL,25,S0,P5,E2_B14,E2,76471,20675,20463,0,461,0,55253,82,188,24,713,212,1193,0,0,0,0,0,2581,2850,15032,0,0,0,0,0,0,0,3395,1706,488,1706,3301,0.270364,0.531985,367185.259220,99135.268868,-0.067011,-0.147866,0.031245,-0.098255,-0.179110,-0.184696,-0.336683,-0.216503,-0.387840,-0.715573,-0.940819,-1.043990,False,4.448000
ALL__H25__S0__P5__E2_B18,ALL,25,S0,P5,E2_B18,E2,76471,21871,21659,0,461,0,54057,82,192,20,894,212,1264,0,0,0,0,0,2588,5030,14041,0,0,0,0,0,0,0,3395,1706,488,1706,3268,0.286004,0.586321,361881.246942,108367.953379,-0.067950,-0.142596,0.031245,-0.099195,-0.173841,-0.169181,-0.296494,-0.215292,-0.384500,-0.768691,-0.950143,-1.948597,False,4.862000
ALL__H25__S0__P5__E2_B19,ALL,25,S0,P5,E2_B19,E2,76471,18249,18044,0,461,0,57679,82,186,19,840,205,1168,0,0,0,0,0,1026,4542,12476,0,0,0,0,0,0,0,3395,1706,488,1706,3297,0.238639,0.485006,279490.121951,23314.353571,-0.084472,-0.229116,0.031245,-0.115717,-0.260360,-0.238589,-0.536819,-0.306668,-0.394171,-0.809700,-0.993816,-3.366747,False,4.972000
ALL__H25__S0__P5__E2_B2,ALL,25,S0,P5,E2_B2,E2,76471,21205,20995,0,461,0,54723,82,191,19,861,210,1228,0,0,0,0,0,2515,4788,13692,0,0,0,0,0,0,0,3395,1706,488,1706,3277,0.277295,0.553944,313202.734607,63906.777620,-0.077225,-0.173378,0.031245,-0.108470,-0.204622,-0.195814,-0.369392,-0.256694,-0.441477,-0.788514,-0.974761,-1.485950,False,6.492000
ALL__H25__S0__P5__E2_B20,ALL,25,S0,P5,E2_B20,E2,76471,21980,21747,0,461,0,53948,82,213,20,865,233,1225,0,0,0,0,0,2734,4961,14052,0,0,0,0,0,0,0,3395,1706,488,1706,3278,0.287429,0.566285,425751.146307,141780.240970,-0.057403,-0.126494,0.031245,-0.088647,-0.157739,-0.156542,-0.278550,-0.161186,-0.303452,-0.730143,-0.924734,-0.952177,False,5.504000
ALL__H25__S0__P5__E2_B3,ALL,25,S0,P5,E2_B3,E2,76471,22098,21883,0,461,0,53830,82,194,21,890,215,1256,0,0,0,0,0,2661,5068,14154,0,0,0,0,0,0,0,3395,1706,488,1706,3271,0.288972,0.593039,399685.144006,147873.134690,-0.061517,-0.123946,0.031245,-0.092761,-0.155191,-0.156416,-0.261687,-0.182007,-0.327277,-0.741761,-0.926685,-1.655394,False,7.619000
ALL__H25__S0__P5__E2_B4,ALL,25,S0,P5,E2_B4,E2,76471,21734,21513,0,461,0,54194,82,200,21,915,221,1251,0,0,0,0,0,2554,4964,13995,0,0,0,0,0,0,0,3395,1706,488,1706,3277,0.284212,0.573799,370097.897844,129841.317252,-0.066500,-0.131798,0.031245,-0.097745,-0.163042,-0.170347,-0.284145,-0.203652,-0.350904,-0.752519,-0.935770,-1.742241,False,6.334000
ALL__H25__S0__P5__E2_B5,ALL,25,S0,P5,E2_B5,E2,76471,21734,21513,0,461,0,54194,82,200,21,915,221,1251,0,0,0,0,0,2554,4964,13995,0,0,0,0,0,0,0,3395,1706,488,1706,3277,0.284212,0.573799,370097.897844,129841.317252,-0.066500,-0.131798,0.031245,-0.097745,-0.163042,-0.170347,-0.284145,-0.203652,-0.350904,-0.752519,-0.935770,-1.742241,False,4.939000
ALL__H25__S0__P5__E2_B6,ALL,25,S0,P5,E2_B6,E2,76471,22698,22466,0,461,0,53230,82,211,21,910,232,1229,0,0,0,0,0,2812,5188,14466,0,0,0,0,0,0,0,3395,1706,488,1706,3272,0.296818,0.588391,467717.171407,211389.603717,-0.051248,-0.102003,0.031245,-0.082493,-0.133247,-0.140200,-0.226460,-0.132191,-0.242465,-0.706929,-0.888446,-1.273007,False,5.847000
ALL__H25__S0__P5__E2_B7,ALL,25,S0,P5,E2_B7,E2,76471,21522,21299,0,461,0,54406,82,202,21,902,223,1256,0,0,0,0,0,2552,4856,13891,0,0,0,0,0,0,0,3395,1706,488,1706,3273,0.281440,0.561470,322031.200592,55794.868391,-0.075448,-0.181110,0.031245,-0.106692,-0.212354,-0.190023,-0.378211,-0.250490,-0.447618,-0.787753,-0.978131,-1.431819,False,6.519000
ALL__H25__S0__P5__E2_B8,ALL,25,S0,P5,E2_B8,E2,76471,21558,21336,0,461,0,54370,82,201,21,925,222,1213,0,0,0,0,0,2581,4972,13783,0,0,0,0,0,0,0,3395,1706,488,1706,3270,0.281911,0.577128,408846.429851,162771.584233,-0.060043,-0.118105,0.031245,-0.091287,-0.149349,-0.158176,-0.258780,-0.171656,-0.304611,-0.720394,-0.913940,-1.643466,False,5.864000
ALL__H25__S0__P5__E2_B9,ALL,25,S0,P5,E2_B9,E2,76471,23406,23132,0,461,0,52522,82,255,19,909,274,1251,0,0,0,0,0,3776,5291,14065,0,0,0,0,0,0,0,3395,1706,488,1706,3273,0.306077,0.609054,464551.178230,226584.274806,-0.051694,-0.097677,0.031245,-0.082939,-0.128921,-0.136176,-0.211675,-0.143510,-0.250014,-0.721174,-0.887855,-1.339502,False,6.812000
ALL__H25__S0__P5__E3,ALL,25,S0,P5,E3,E3,76471,18153,18084,0,461,0,57775,82,52,17,7799,69,0,0,0,0,0,0,0,0,4362,13722,0,0,0,0,109,0,3395,1706,488,1706,3301,0.237384,0.283279,78911.058205,-16853.180622,-0.161220,-1.000000,0.031245,-0.192465,-1.031245,-0.679416,-3.640380,-0.796462,,-0.924197,-1.020401,-5.936227,False,3.884000
ALL__H25__S0__P5__E4,ALL,25,S0,P5,E4,E4,76471,22425,27293,0,461,0,53503,82,139,36,4674,175,0,0,0,3845,0,0,0,0,16396,5854,5043,0,0,0,0,0,3395,1706,488,1706,3321,0.293248,0.502749,336886.578077,285257.907434,-0.072557,-0.083177,0.031245,-0.103801,-0.114421,-0.206467,-0.227591,-0.194017,-0.202323,-0.718575,-0.794865,5.164949,False,4.572000
ALL__H25__S0__P5__E5,ALL,25,S0,P5,E5,E5,76471,19198,19073,0,461,0,56730,82,105,20,7811,125,0,0,0,0,0,0,0,0,10277,0,0,8796,0,0,0,0,3395,1706,488,1706,3312,0.251049,0.412899,182087.680694,19929.731707,-0.111231,-0.237441,0.031245,-0.142476,-0.268686,-0.345063,-0.650731,-0.468190,-0.650821,-0.853328,-0.988051,-3.880873,False,3.547000
ALL__H25__S0__P5__E6,ALL,25,S0,P5,E6,E6,76471,25310,25185,0,461,0,50618,82,114,11,4775,125,0,0,0,0,0,0,0,0,7982,0,0,0,17203,0,0,0,3395,1706,488,1706,3187,0.330975,0.659931,325083.816798,48991.860017,-0.074844,-0.188448,0.031245,-0.106088,-0.219693,-0.160757,-0.332903,-0.193653,-0.447000,-0.841208,-0.981798,-0.950511,False,2.864000
ALL__H25__S0__P5__E7,ALL,25,S0,P5,E7,E7,76471,23061,22863,0,461,0,52867,82,171,27,7578,198,0,0,0,0,0,0,0,0,11389,0,0,0,0,11474,0,0,3395,1706,488,1706,3284,0.301565,0.622561,332292.428730,137448.029469,-0.073438,-0.128369,0.031245,-0.104683,-0.159614,-0.168148,-0.256382,-0.250347,-0.402188,-0.822412,-0.934033,-3.630295,False,4.336000
v6-1__H10__S0__P5__E0,v6-1,10,S0,P5,E0,E0,3405,2290,2281,0,12,0,1103,0,1,8,38,9,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,1101,62,40,62,320,0.672540,0.499978,1655680.192824,1936292.984664,0.035523,0.046808,0.031245,0.004279,0.015564,0.008558,0.031129,0.305114,0.312811,-0.282059,-0.507481,2.785767,False,0.319000
v6-1__H10__S0__P5__E1_A1,v6-1,10,S0,P5,E1_A1,E1,3405,2328,2323,0,12,0,1065,0,1,4,88,5,0,0,0,0,0,0,251,546,1526,0,0,0,0,0,0,0,1101,62,40,62,312,0.683700,0.388354,1167396.502224,1629432.032946,0.010773,0.034378,0.031245,-0.020472,0.003134,-0.052714,0.008070,0.146510,0.262839,-0.338526,-0.574324,2.401045,False,0.212000
v6-1__H10__S0__P5__E1_A10,v6-1,10,S0,P5,E1_A10,E1,3405,2267,2261,0,12,0,1126,0,1,5,90,6,0,0,0,0,0,0,58,523,1680,0,0,0,0,0,0,0,1101,62,40,62,321,0.665786,0.418581,1170668.382049,1617002.013800,0.010969,0.033830,0.031245,-0.020276,0.002586,-0.048439,0.006177,0.147850,0.260666,-0.332456,-0.577524,2.681569,False,0.210000
v6-1__H10__S0__P5__E1_A11,v6-1,10,S0,P5,E1_A11,E1,3405,2234,2226,0,12,0,1159,0,1,7,88,8,0,0,0,0,0,0,50,281,1895,0,0,0,0,0,0,0,1101,62,40,62,342,0.656094,0.434006,1141808.204640,1520627.576068,0.009223,0.029441,0.031245,-0.022021,-0.001803,-0.050740,-0.004155,0.136035,0.241893,-0.406872,-0.560269,2.329210,False,0.140000
v6-1__H10__S0__P5__E1_A12,v6-1,10,S0,P5,E1_A12,E1,3405,2377,2368,0,12,0,1016,0,1,8,78,9,0,0,0,0,0,0,54,154,2160,0,0,0,0,0,0,0,1101,62,40,62,314,0.698091,0.495628,1556230.491070,1872910.160041,0.031092,0.044399,0.031245,-0.000153,0.013155,-0.000308,0.026542,0.282014,0.304099,-0.299856,-0.508947,3.265118,False,0.336000
v6-1__H10__S0__P5__E1_A2,v6-1,10,S0,P5,E1_A2,E1,3405,2290,2284,0,12,0,1103,0,1,5,79,6,0,0,0,0,0,0,250,293,1741,0,0,0,0,0,0,0,1101,62,40,62,340,0.672540,0.399218,1107359.407666,1508906.638115,0.007085,0.028890,0.031245,-0.024160,-0.002355,-0.060517,-0.005898,0.121595,0.239479,-0.398842,-0.566509,2.262651,False,0.218000
v6-1__H10__S0__P5__E1_A3,v6-1,10,S0,P5,E1_A3,E1,3405,2322,2315,0,12,0,1071,0,1,6,70,7,0,0,0,0,0,0,269,156,1890,0,0,0,0,0,0,0,1101,62,40,62,314,0.681938,0.438658,1476512.393438,1789109.719576,0.027345,0.041095,0.031245,-0.003899,0.009850,-0.008889,0.022455,0.256097,0.289638,-0.318839,-0.527850,2.754736,False,0.321000
v6-1__H10__S0__P5__E1_A4,v6-1,10,S0,P5,E1_A4,E1,3405,2299,2293,0,12,0,1094,0,1,5,90,6,0,0,0,0,0,0,140,537,1616,0,0,0,0,0,0,0,1101,62,40,62,310,0.675184,0.399921,1205891.153359,1695809.413113,0.013046,0.037242,0.031245,-0.018199,0.005997,-0.045506,0.014996,0.162334,0.275108,-0.339466,-0.558677,2.550363,False,0.211000
v6-1__H10__S0__P5__E1_A5,v6-1,10,S0,P5,E1_A5,E1,3405,2230,2223,0,12,0,1163,0,1,6,86,7,0,0,0,0,0,0,129,287,1807,0,0,0,0,0,0,0,1101,62,40,62,333,0.654919,0.413171,1133687.410977,1548592.719427,0.008725,0.030741,0.031245,-0.022520,-0.000504,-0.054505,-0.001219,0.132597,0.247298,-0.411399,-0.543039,2.073918,False,0.311000
v6-1__H10__S0__P5__E1_A6,v6-1,10,S0,P5,E1_A6,E1,3405,2346,2338,0,12,0,1047,0,1,7,72,8,0,0,0,0,0,0,145,153,2040,0,0,0,0,0,0,0,1101,62,40,62,309,0.688987,0.468538,1553514.890723,1904871.939363,0.030967,0.045623,0.031245,-0.000277,0.014379,-0.000592,0.030689,0.281854,0.308849,-0.310285,-0.491284,3.199070,False,0.326000
v6-1__H10__S0__P5__E1_A7,v6-1,10,S0,P5,E1_A7,E1,3405,2292,2286,0,12,0,1101,0,1,5,91,6,0,0,0,0,0,0,84,547,1655,0,0,0,0,0,0,0,1101,62,40,62,304,0.673128,0.406095,1338365.373243,1827065.731954,0.020382,0.042609,0.031245,-0.010862,0.011364,-0.026748,0.027985,0.212103,0.297378,-0.297142,-0.562521,2.464225,False,0.211000
v6-1__H10__S0__P5__E1_A8,v6-1,10,S0,P5,E1_A8,E1,3405,2280,2273,0,12,0,1113,0,1,6,85,7,0,0,0,0,0,0,79,285,1909,0,0,0,0,0,0,0,1101,62,40,62,322,0.669604,0.420824,1304205.991991,1737929.744401,0.018557,0.039005,0.031245,-0.012687,0.007760,-0.030148,0.018441,0.199033,0.281764,-0.377169,-0.547104,2.470171,False,0.315000
v6-1__H10__S0__P5__E1_A9,v6-1,10,S0,P5,E1_A9,E1,3405,2379,2371,0,12,0,1014,0,1,7,77,8,0,0,0,0,0,0,89,158,2124,0,0,0,0,0,0,0,1101,62,40,62,303,0.698678,0.482436,1672127.379473,2027447.472247,0.036232,0.050148,0.031245,0.004988,0.018903,0.010339,0.039183,0.315496,0.327275,-0.284281,-0.491618,3.177900,False,0.336000
v6-1__H10__S0__P5__E2_B1,v6-1,10,S0,P5,E2_B1,E2,3405,2302,2296,0,12,0,1091,0,1,5,80,6,46,0,0,0,0,0,121,275,1900,0,0,0,0,0,0,0,1101,62,40,62,324,0.676065,0.421138,1309088.083348,1717612.639018,0.018821,0.038159,0.031245,-0.012424,0.006915,-0.029500,0.016420,0.200691,0.278139,-0.384429,-0.537716,2.591343,False,0.415000
v6-1__H10__S0__P5__E2_B10,v6-1,10,S0,P5,E2_B10,E2,3405,2316,2310,0,12,0,1077,0,1,5,78,6,43,0,0,0,0,0,246,280,1784,0,0,0,0,0,0,0,1101,62,40,62,317,0.680176,0.416535,1366427.274975,1774077.896047,0.021849,0.040487,0.031245,-0.009395,0.009242,-0.022556,0.022188,0.221117,0.287678,-0.351297,-0.549211,2.779205,False,0.278000
v6-1__H10__S0__P5__E2_B11,v6-1,10,S0,P5,E2_B11,E2,3405,2282,2275,0,12,0,1111,0,1,6,87,7,48,0,0,0,0,0,71,273,1931,0,0,0,0,0,0,0,1101,62,40,62,309,0.670191,0.432277,1551667.846999,1958222.657048,0.030882,0.047625,0.031245,-0.000362,0.016380,-0.000838,0.037893,0.280665,0.316893,-0.311696,-0.535881,2.822321,False,0.272000
v6-1__H10__S0__P5__E2_B12,v6-1,10,S0,P5,E2_B12,E2,3405,2219,2212,0,12,0,1174,0,1,6,80,7,48,0,0,0,0,0,40,262,1910,0,0,0,0,0,0,0,1101,62,40,62,326,0.651689,0.442387,1288257.430208,1630136.044628,0.017690,0.034409,0.031245,-0.013554,0.003165,-0.030639,0.007154,0.193369,0.262706,-0.374222,-0.551774,2.641727,False,0.269000
v6-1__H10__S0__P5__E2_B13,v6-1,10,S0,P5,E2_B13,E2,3405,2315,2309,0,12,0,1078,0,1,5,93,6,45,0,0,0,0,0,132,531,1646,0,0,0,0,0,0,0,1101,62,40,62,310,0.679883,0.402955,1254178.920551,1768168.424798,0.015803,0.040246,0.031245,-0.015442,0.009002,-0.038321,0.022340,0.181105,0.287664,-0.342939,-0.550203,2.595064,False,0.273000
v6-1__H10__S0__P5__E2_B14,v6-1,10,S0,P5,E2_B14,E2,3405,2332,2324,0,12,0,1061,0,1,7,73,8,49,0,0,0,0,0,129,146,2049,0,0,0,0,0,0,0,1101,62,40,62,310,0.684875,0.466558,1596837.442367,1946741.369622,0.032932,0.047199,0.031245,0.001688,0.015954,0.003618,0.034195,0.292817,0.314903,-0.304241,-0.497689,3.235282,False,0.287000
v6-1__H10__S0__P5__E2_B18,v6-1,10,S0,P5,E2_B18,E2,3405,2299,2292,0,12,0,1094,0,1,6,83,7,45,0,0,0,0,0,122,279,1891,0,0,0,0,0,0,0,1101,62,40,62,324,0.675184,0.420025,1276108.105369,1681301.835201,0.017023,0.036625,0.031245,-0.014222,0.005380,-0.033859,0.012810,0.188812,0.271769,-0.395065,-0.535255,2.653570,False,0.200000
v6-1__H10__S0__P5__E2_B19,v6-1,10,S0,P5,E2_B19,E2,3405,2243,2235,0,12,0,1150,0,1,7,86,8,49,0,0,0,0,0,45,266,1924,0,0,0,0,0,0,0,1101,62,40,62,326,0.658737,0.441312,1274237.458354,1644722.333088,0.016919,0.035047,0.031245,-0.014325,0.003803,-0.032460,0.008617,0.188227,0.265429,-0.382425,-0.548097,2.687955,False,0.289000
