predict_date,code,action,reason,suggested_price,current_price,shares,suggested_stop_loss,suggested_take_profit,prediction_probability,required_capital,avg_cost,days_held
2026-03-04,688545.SH,BUY,SIGNAL,54.900001525878906,54.900001525878906,1400,48.312001342773435,71.37000198364258,0.6692192461874362,76860.00213623047,0.0,0
2026-03-04,600561.SH,BUY,SIGNAL,6.920000076293945,6.920000076293945,10100,6.089600067138672,8.99600009918213,0.6644040562574371,69892.00077056885,0.0,0
