predict_date,code,action,reason,suggested_price,current_price,shares,suggested_stop_loss,suggested_take_profit,prediction_probability,required_capital,avg_cost,days_held
2026-03-23,688528.SH,SELL,TIME_EXIT,11.475800000000001,11.71,4500.0,10.3048,15.223,0.0,0.0,11.71,20
2026-03-23,600561.SH,SELL,TIME_EXIT,6.673799999999999,6.81,3400.0,5.9928,8.853,0.0,0.0,6.81,19
2026-03-23,603162.SH,BUY,SIGNAL,12.59000015258789,12.59000015258789,7500.0,11.079200134277343,16.36700019836426,0.5694903452111045,94425.00114440918,0.0,0
