predict_date,code,action,reason,suggested_price,current_price,shares,suggested_stop_loss,suggested_take_profit,prediction_probability,required_capital,avg_cost,days_held
2026-03-25,000790.SZ,BUY,SIGNAL,3.880000114440918,3.880000114440918,8200,3.414400100708008,5.044000148773193,0.6682700748304039,31816.000938415527,0.0,0
2026-03-25,688670.SH,BUY,SIGNAL,17.25,17.25,1700,15.18,22.425,0.6613257291486662,29325.0,0.0,0
2026-03-25,688067.SH,BUY,SIGNAL,26.549999237060547,26.549999237060547,1000,23.363999328613282,34.51499900817871,0.6530323134260088,26549.999237060547,0.0,0
