feature,cn_name,importance,rank,kept
MKT_MA60,"市场状态｜C_idx/Mean(C_idx,60)-1",0.0009442633247118618,18,True
DELTA_HIGH_60,"Delta(H̃,60)/C̃",0.0008319466351520187,19,True
MKT_MEDIAN_RET20,市场宽度｜universe 内 RET20 中位数 (自算),0.0007929380582597153,20,True
rsi_oversold_24_rankpct,相对强弱指标oversold_24｜当日横截面百分位,0.0007892464897033329,21,True
bb_lower,布林带lower,0.0006985304970821741,22,True
MAX_OPEN_60,"Max(Õ,60)/C̃",0.0006488223811163574,23,True
DV_TTM,股息率滚动十二个月值,0.0006301558639981583,24,True
MKT_DOWNLIMIT_Z,市场跌停家数滚动标准化恐慌度,0.0006175612023160574,25,True
LOG_PRICE,"价格水平｜ln(C) (原始价, 除权失真标注: 仅作彩票/退市代理)",0.0005844243077753355,26,True
anchor_close,"锚点收盘价(区间(i1,j]最低收盘价)",0.0004997214008318395,27,True
COV_R_RIDX_20,"Cov(pct_chg/100,R_idx(000001.SH),20)",0.00047988088956240824,28,True
MKT_NH_NL_DIFF,市场二百五十日新高新低家数差占比,0.0004651642447798729,29,True
MKT_LIMITUP_PREM_MA5,昨日涨停股当日平均溢价五日均值,0.00044332677750273067,30,True
LIMITUP_N_MKT,"市场情绪｜全市场涨停家数 (pct_chg>=limit-0.1, 自算)",0.0004173030713661284,31,True
COV_R_RIDX_10,"Cov(pct_chg/100,R_idx(000001.SH),10)",0.00040955690534331024,32,True
REGIME_CODE,"市场状态｜全样本等权日收益累积指数 120 日滚动收益 -> unknown/sideways/up/down = -1/0/1/2 (divergence_lab build_market_regime 口径, universe 剔除 2 只指数文件)",0.00038700252790953353,33,True
event_amount,事件日成交额,0.000384188162620915,34,True
Q80_CF_20,"Quant(CF,20,0.8)/C̃",0.00038414125232376703,35,True
atr,平均真实波幅,0.00036978689475895105,36,True
RET120_20,"动量｜shift(CF,20)/shift(CF,240)-1 (剔除近 1 月的中期动量)",0.00034578018650565403,37,True
CAL_HOLIDAY,"日历｜春节/国庆前 10 个工作日、后 5 个工作日 dummy (静态节假日表+工作日近似, 截断不变)",0.0003407960917879302,38,True
rsi_oversold_6_rankpct,相对强弱指标oversold_6｜当日横截面百分位,0.00033902225491285343,39,True
macd_golden_cross_rankpct,指数平滑异同移动平均线_golden_cross｜当日横截面百分位,0.0003305615102899104,40,True
REF_HIGH_60,"Ref(H̃,60)/C̃",0.0003253262095605012,41,True
BREADTH_ADV5,市场宽度｜universe 内 RET5>0 占比 (自算),0.00032199740761725237,42,True
high_mean_20,20日高点均值,0.00031712723011043337,43,True
close_lag_15,收盘价｜滞后15日,0.00031698014598104476,44,True
AMT20,"流动性｜log(Mean(A,20))",0.00031447724284712177,45,True
REF_LOW_60,"Ref(L̃,60)/C̃",0.0002732336087791646,46,True
amihud_illiq_intraday_z,Amihud非流动性(日内)_illiq_intraday｜当日横截面稳健标准化,0.0002674642831363661,47,True
AMIHUD_TURN20,换手口径 Amihud 非流动性二十日均值,0.0002592044159616449,48,True
macd_golden_cross_z,指数平滑异同移动平均线_golden_cross｜当日横截面稳健标准化,0.0002588748175625992,49,True
rsi_oversold_14_rankpct,相对强弱指标oversold_14｜当日横截面百分位,0.0002538488476507491,50,True
ma_60_rankpct,移动均线60｜当日横截面百分位,0.0002486336221098486,51,True
stoch_oversold_rankpct,随机指标状态oversold｜当日横截面百分位,0.0002307673694224887,52,True
DEA_LIFT_CLOSE_NORM,金叉DEA抬升幅度收盘价归一,0.00022785107890848814,53,True
COV_R_RIDX_60,"Cov(pct_chg/100,R_idx(000001.SH),60)",0.00022361218192181492,54,True
MKT_SZ_AMPLITUDE,市场状态｜深证成指 (H-L)/L,0.00022128358889655442,55,True
ma_arrangement_rankpct,均线排列｜当日横截面百分位,0.00021785854052994765,56,True
rsi_overbought_24_rankpct,相对强弱指标overbought_24｜当日横截面百分位,0.0002150209897703464,57,True
macd_signal_rankpct,指数平滑异同移动平均线信号线｜当日横截面百分位,0.00020578945031611375,58,True
STD_RETID_60,"Std(C/O-1,60)",0.00018152596248608788,59,True
VOL_CONTRACTION60,"波动率｜ATRp/shift(ATRp,60)",0.000172947077924882,60,True
DIF_PREV_CLOSE_NORM,前金叉DIF收盘价归一水平,0.00016841319384337773,61,True
amihud_illiq_intraday_rankpct,Amihud非流动性(日内)_illiq_intraday｜当日横截面百分位,0.0001672959266025684,62,True
high_mean_20_z,20日高点均值｜当日横截面稳健标准化,0.00016146349830224084,63,True
LN_FREE_MV,自由流通市值对数,0.0001596497188952761,64,True
close_lag_30,收盘价｜滞后30日,0.00015856050174985304,65,True
MKT_NH_NL_RATIO,市场二百五十日新高占新高新低家数比,0.00015133518939921037,66,True
ST_STATUS,风险警示状态（3=退市整理期 2=*ST 1=ST 0=正常）,0.00014159267756324025,67,True
macd_zero_cross_rankpct,指数平滑异同移动平均线_zero_cross｜当日横截面百分位,0.00013733532289797129,68,True
COV_CLOSE_LOGV_30,"Cov(C̃,log(V+1),30)",0.00013665297679893722,69,True
macd_zero_cross_up_rankpct,指数平滑异同移动平均线_zero_cross_up｜当日横截面百分位,0.0001273781954091287,70,True
illiq,非流动性,0.00012604691245921378,71,True
price_volume_divergence_rankpct,价量背离标记｜当日横截面百分位,0.00012436390577533554,72,True
MKT_RSI14,"市场状态｜RSI(C_idx,14)",0.00012344797702165927,73,True
day_of_month,月内日序,0.00012282628841365253,74,True
illiq_lag_1_z,非流动性｜滞后1日｜当日横截面稳健标准化,0.00011824174370804967,75,True
VR5_60,"量能｜Mean(V,5)/Mean(V,60)",0.00011773934542396582,76,True
volume_ma_20_z,成交量均线_20｜当日横截面稳健标准化,0.00011311315168009851,77,True
RSQ_HLR_30,"Rsquare(H/L,30)",0.00011304748596042479,78,True
volume_lag_15_rankpct,成交量｜滞后15日｜当日横截面百分位,0.00011274096839136202,79,True
CORR_CLOSE_RIDX_20,"Corr(C̃,R_idx(000001.SH),20)",0.00011150274879331243,80,True
atr_rankpct,平均真实波幅｜当日横截面百分位,0.00011071354559602194,81,True
macd_above_signal_rankpct,指数平滑异同移动平均线_above_signal｜当日横截面百分位,0.00011002261968902266,82,True
CORR_CLOSE_RIDX_60,"Corr(C̃,R_idx(000001.SH),60)",0.0001099615758524285,83,True
MKT_SEAL_RATIO,市场封板率,0.0001098413128600487,84,True
close_lag_15_z,收盘价｜滞后15日｜当日横截面稳健标准化,0.00010807090138535232,85,True
Q80_HLR_30,"Quant(H/L,30,0.8)",0.00010566486750144263,86,True
MKT_RET20,"市场状态｜C_idx/shift(C_idx,20)-1",0.00010475648243039314,87,True
close_lag_15_rankpct,收盘价｜滞后15日｜当日横截面百分位,0.000104256273631586,88,True
obv_rankpct,能量潮｜当日横截面百分位,0.00010171628173726817,89,True
SLOPE_LOW_5,"Slope(L̃,5)/C̃",9.84769755917419e-05,90,True
MED_HLR_5,"Med(H/L,5)",9.735087852751134e-05,91,True
EMA_LOW_60,"EMA(L̃,60)/C̃",9.620132093427855e-05,92,True
vol_gk_lag_10_z,GK波动率｜滞后10日｜当日横截面稳健标准化,9.513624111997413e-05,93,True
MKT_SH_AMPLITUDE,市场状态｜上证指数 (H-L)/L,9.507737698070545e-05,94,True
bb_squeeze_rankpct,布林带squeeze｜当日横截面百分位,9.380018271843819e-05,95,True
volume_lag_15_z,成交量｜滞后15日｜当日横截面稳健标准化,9.36348168912849e-05,96,True
close_lag_30_z,收盘价｜滞后30日｜当日横截面稳健标准化,9.280121532245973e-05,97,True
bb_lower_rankpct,布林带lower｜当日横截面百分位,9.184053990964858e-05,98,True
MED_LOGV_3,"Med(log(V+1),3)",9.174131738789221e-05,99,True
DEA_EVENT_CLOSE_NORM,事件日DEA收盘价归一水平,9.143560667591771e-05,100,True
pv_corr_10_z,量价相关(10日)｜当日横截面稳健标准化,8.701449360183763e-05,101,True
high_mean_20_rankpct,20日高点均值｜当日横截面百分位,8.688271076794896e-05,102,True
close_lag_25,收盘价｜滞后25日,8.528002982736125e-05,103,True
DIST_52W_LOW,"位置｜C~/Min(L~,250)-1",8.024934194409726e-05,104,True
IDXMAX_CF_60,"IdxMax(CF,60)/60",7.785250814457514e-05,105,True
MKT_LIMITUP_PREM,昨日涨停股当日平均溢价,7.592945884780196e-05,106,True
MA200_ABOVE,趋势｜1[C~ > MA200],7.582278619115106e-05,107,True
boxcox_atr,ATR对数变换(log1p),7.26159743078652e-05,108,True
CORR_R_RIDX_5,"Corr(pct_chg/100,R_idx(000001.SH),5)",7.15097225705891e-05,109,True
Q80_HIGH_30,"Quant(H̃,30,0.8)/C̃",6.92013291604762e-05,110,True
MEAN_LOW_30,"Mean(L̃,30)/C̃",6.90360318705928e-05,111,True
SKEW_HLR_60,"Skew(H/L,60)",6.808985293590453e-05,112,True
ma_arrangement_z,均线排列｜当日横截面稳健标准化,6.721904907049427e-05,113,True
RSQ_HLR_3,"Rsquare(H/L,3)",6.588156084291103e-05,114,True
IND_MOM20_EQW,申万一级行业二十日等权动量,6.526188461452823e-05,115,True
Q20_R_30,"Quant(pct_chg/100,30,0.2)",6.473008048476855e-05,116,True
RSQ_CF_60,"Rsquare(CF,60)",6.293584144050171e-05,117,True
COV_R_RIDX_30,"Cov(pct_chg/100,R_idx(000001.SH),30)",6.273727984884373e-05,118,True
SLOPE_OPEN_60,"Slope(Õ,60)/C̃",6.188808856352866e-05,119,True
Q80_LOW_20,"Quant(L̃,20,0.8)/C̃",5.965871774646512e-05,120,True
Q80_RETON_30,"Quant(O/PC-1,30,0.8)",5.9314757280403175e-05,121,True
IND_CAPIT_PCT120,行业内一百二十日新低附近个股占比,5.714675094478734e-05,122,True
KURT_A_60,"Kurt(A,60)",5.60372959128454e-05,123,True
bb_upper,布林带upper,5.586611687962498e-05,124,True
IDXMAX_LOW_10,"IdxMax(L̃,10)/10",5.556463106113128e-05,125,True
SLOPE_CF_60,"Slope(CF,60)/C̃",5.495037621230766e-05,126,True
MKT_SH_SZ_SYNC_STRENGTH,市场状态｜|pc_sh - pc_sz|,5.407939516928177e-05,127,True
CORR_R_RIDX_3,"Corr(pct_chg/100,R_idx(000001.SH),3)",5.289098489133613e-05,128,True
Q80_CF_60,"Quant(CF,60,0.8)/C̃",5.1652906046072187e-05,129,True
volume_lag_10_z,成交量｜滞后10日｜当日横截面稳健标准化,5.057750787408767e-05,130,True
macd_hist_rankpct,指数平滑异同移动平均线柱｜当日横截面百分位,4.9379640921056166e-05,131,True
Q20_OPEN_60,"Quant(Õ,60,0.2)/C̃",4.885099259103737e-05,132,True
BREADTH_ABOVE_MA20,"市场宽度｜universe 内 C~>Mean(C~,20) 占比 (自算)",4.857949167879091e-05,133,True
STD_CF_60,"Std(CF,60)/C̃",4.798536747601876e-05,134,True
macd_hist_amplitude,指数平滑异同移动平均线柱_amplitude,4.793751638351708e-05,135,True
DISPOSAL60,"制度｜C/(Sum(A,60)/Sum(V,60)) - 1 (现价对 60 日 VWAP 成本偏离)",4.7202786260798046e-05,136,True
MAX_HIGH_30,"Max(H̃,30)/C̃",4.7005566805028065e-05,137,True
SKEW_OPEN_20,"Skew(Õ,20)",4.691596249957466e-05,138,True
KURT60,"高阶矩｜Kurt(R,60)",4.690859557946706e-05,139,True
Q80_HIGH_60,"Quant(H̃,60,0.8)/C̃",4.575270174658405e-05,140,True
STD_LOW_10,"Std(L̃,10)/C̃",4.552144144897971e-05,141,True
MKT_SH_VOLUME_RATIO,市场状态｜上证指数量/20 日均量,4.4037305183841244e-05,142,True
macd_robust_rankpct,指数平滑异同移动平均线_robust｜当日横截面百分位,4.3992622060395987e-05,143,True
WMA_RETON_20,"DecayLinear(O/PC-1,20)",4.376634919967405e-05,144,True
rsi_overbought_14_rankpct,相对强弱指标overbought_14｜当日横截面百分位,4.271513888879853e-05,145,True
Q20_RETID_30,"Quant(C/O-1,30,0.2)",4.248075724262195e-05,146,True
Q20_HLR_60,"Quant(H/L,60,0.2)",4.1945810849163054e-05,147,True
macd_death_cross_rankpct,指数平滑异同移动平均线_death_cross｜当日横截面百分位,4.0857089809274484e-05,148,True
Q20_R_60,"Quant(pct_chg/100,60,0.2)",3.9942213577591374e-05,149,True
SKEW_HIGH_60,"Skew(H̃,60)",3.86499447780774e-05,150,True
MIN_R_30,"Min(pct_chg/100,30)",3.856552206617912e-05,151,True
Q80_R_60,"Quant(pct_chg/100,60,0.8)",3.8474435729719136e-05,152,True
Q20_R_20,"Quant(pct_chg/100,20,0.2)",3.789243832409092e-05,153,True
SLOPE_HIGH_5,"Slope(H̃,5)/C̃",3.781780253974766e-05,154,True
IDXMAX_RETON_60,"IdxMax(O/PC-1,60)/60",3.7057624757625436e-05,155,True
volume_lag_20_z,成交量｜滞后20日｜当日横截面稳健标准化,3.671758333079473e-05,156,True
DELTA_A_60,"Delta(A,60)/(x+1)",3.642966523858681e-05,157,True
volume_lag_30_rankpct,成交量｜滞后30日｜当日横截面百分位,3.607365935694004e-05,158,True
STD_CF_30,"Std(CF,30)/C̃",3.5711258214727416e-05,159,True
MED_CF_30,"Med(CF,30)/C̃",3.5317084286586114e-05,160,True
SLOPE_R_3,"Slope(pct_chg/100,3)",3.474504204232934e-05,161,True
IDXMIN_CF_5,"IdxMin(CF,5)/5",3.1907819933247205e-05,162,True
MAX_LOGV_5,"Max(log(V+1),5)",3.114776400789889e-05,163,True
illiq_z,非流动性｜当日横截面稳健标准化,3.074783718769141e-05,164,True
SKEW_V_60,"Skew(V,60)",3.06137059034243e-05,165,True
volume_lag_20_rankpct,成交量｜滞后20日｜当日横截面百分位,3.059477802955634e-05,166,True
Q80_OPEN_30,"Quant(Õ,30,0.8)/C̃",3.0577515369683435e-05,167,True
STD_OPEN_10,"Std(Õ,10)/C̃",3.0010020418959847e-05,168,True
stoch_overbought_rankpct,随机指标状态overbought｜当日横截面百分位,2.8813896727144383e-05,169,True
RESID_MOM60,剔除市场与行业后的六十日残差动量（跳过近五日）,2.7934445432411385e-05,170,True
KURT_A_5,"Kurt(A,5)",2.7889620046907698e-05,171,True
SKEW_RETON_60,"Skew(O/PC-1,60)",2.6945816856884817e-05,172,True
macd_z,指数平滑异同移动平均线｜当日横截面稳健标准化,2.661856555475638e-05,173,True
SKEW_VWAP_10,"Skew(A/V,10)",2.606213384084054e-05,174,True
MIN_HLR_3,"Min(H/L,3)",2.587950023942839e-05,175,True
EMA_LOGV_5,"EMA(log(V+1),5)",2.5458045789959632e-05,176,True
MEAN_HIGH_60,"Mean(H̃,60)/C̃",2.5440524964229975e-05,177,True
bb_upper_z,布林带upper｜当日横截面稳健标准化,2.5149571847495452e-05,178,True
macd_signal,指数平滑异同移动平均线信号线,2.506095559846778e-05,179,True
RESI_HIGH_60,"Resi(H̃,60)/C̃",2.3881166306569645e-05,180,True
STD_OPEN_30,"Std(Õ,30)/C̃",2.3421183298729512e-05,181,True
MAX_V_20,"Max(V,20)/(x+1)",2.3383201560525655e-05,182,True
MKT_SZ_PRICE_CHANGE,市场状态｜深证成指 (C-O)/O,2.2923546433658224e-05,183,True
RET20_CSR,反转×截面｜cs_rank(RET20) 横截面百分位 (全 universe 当日),2.2085034174547228e-05,184,True
MACD_DIF_NORM,技术指标｜DIF/(C~*ATRp),2.0987550911825884e-05,185,True
RESI_HIGH_30,"Resi(H̃,30)/C̃",2.0527560205178194e-05,186,True
DELTA_OPEN_20,"Delta(Õ,20)/C̃",2.006960959458889e-05,187,True
KURT_HLR_5,"Kurt(H/L,5)",1.974407881850149e-05,188,True
price_vs_ma60_rankpct,价格相对均线偏离60｜当日横截面百分位,1.9515103285521976e-05,189,True
ma_60,移动均线60,1.8895465726985736e-05,190,True
KURT_RETON_60,"Kurt(O/PC-1,60)",1.8802334177715723e-05,191,True
MAX_RETID_5,"Max(C/O-1,5)",1.845492054187911e-05,192,True
SKEW_R_30,"Skew(pct_chg/100,30)",1.827710323924509e-05,193,True
STD_LOW_30,"Std(L̃,30)/C̃",1.7747813925562743e-05,194,True
SLOPE_LOW_30,"Slope(L̃,30)/C̃",1.702568277180419e-05,195,True
RSQ_OPEN_30,"Rsquare(Õ,30)",1.6728167117175685e-05,196,True
MAX_LOGV_10,"Max(log(V+1),10)",1.6524300852485702e-05,197,True
MKT_SZ_VOLUME_RATIO,市场状态｜深证成指量/20 日均量,1.6521059360611373e-05,198,True
MED_R_10,"Med(pct_chg/100,10)",1.5226603188388087e-05,199,True
RSQ_HIGH_60,"Rsquare(H̃,60)",1.5167922813836331e-05,200,True
MED_RETID_10,"Med(C/O-1,10)",1.5054919234297734e-05,201,True
illiq_rankpct,非流动性｜当日横截面百分位,1.503800589222479e-05,202,True
RSQ_LOW_60,"Rsquare(L̃,60)",1.4915873841366629e-05,203,True
rsi_overbought_6_rankpct,相对强弱指标overbought_6｜当日横截面百分位,1.4064694027291172e-05,204,True
volume_lag_3_z,成交量｜滞后3日｜当日横截面稳健标准化,1.3930174648324378e-05,205,True
KURT_R_30,"Kurt(pct_chg/100,30)",1.2056671797254874e-05,206,True
KURT_R_60,"Kurt(pct_chg/100,60)",1.1936443824873206e-05,207,True
KURT_RETON_20,"Kurt(O/PC-1,20)",1.1813040568875069e-05,208,True
Q20_CF_20,"Quant(CF,20,0.2)/C̃",1.166039827647983e-05,209,True
REF_VWAP_30,"Ref(A/V,30)/C",1.1556537484495315e-05,210,True
DELTA_OPEN_5,"Delta(Õ,5)/C̃",1.140702565100877e-05,211,True
volatility_10d,滚动波动率10d,1.1271838397206634e-05,212,True
SLOPE_OPEN_3,"Slope(Õ,3)/C̃",1.1035218083697775e-05,213,True
KURT_VWAP_20,"Kurt(A/V,20)",1.1031062489609771e-05,214,True
volume_lag_3_rankpct,成交量｜滞后3日｜当日横截面百分位,1.0924543946833694e-05,215,True
MED_HLR_60,"Med(H/L,60)",9.918997510719526e-06,216,True
price_vs_ma60,价格相对均线偏离60,9.707348065656049e-06,217,True
smart_money_diff_lag_5,聪明钱差值｜滞后5日,8.684992776316552e-06,218,True
Q80_CF_30,"Quant(CF,30,0.8)/C̃",8.526211867246872e-06,219,True
Q20_R_10,"Quant(pct_chg/100,10,0.2)",8.463977553317877e-06,220,True
ABN_TURN_21_252,异常换手率（短期对长期中枢比值）,0.0,221,False
AMIHUD_INTRADAY,流动性｜abs(C/O-1)/(V*C) (日内口径),0.0,222,False
AMP1,波动率｜(H-L)/PC,0.0,223,False
AMP20,"波动率｜Mean((H-L)/PC, 20)",0.0,224,False
AMT_SHRINK_PEAK,"量能｜Mean(A,5)/Max(Mean(A,5),120)",0.0,225,False
ANCHOR_BREAK_DEPTH,区间新低下破深度,0.0,226,False
ANCHOR_DIST_BARS,锚点距事件日交易日数,0.0,227,False
ANCHOR_REL_POS,锚点在后区间内相对位置,0.0,228,False
ATRN,"波动率｜ATR14(H~,L~,C~)/C~ (Wilder 14)",0.0,229,False
BBW_PCTILE250,"波动率｜pct_ts(4*Std(C~,20)/Mean(C~,20), 250)",0.0,230,False
BIAS20,"技术指标｜C~/Mean(C~,20)-1",0.0,231,False
BIAS60,"技术指标｜C~/Mean(C~,60)-1",0.0,232,False
BODY_STRENGTH,K线形态｜(C-O)/(H-L+1e-12),0.0,233,False
BOLL_SQUEEZE,"技术指标｜1[(4*Std(C~,20))/Mean(C~,20) < 0.05]",0.0,234,False
BOUNCE,信号日相对锚点已弹幅度,0.0,235,False
BOUNCE_MAX_GIVEBACK,反弹途中最大回吐幅度,0.0,236,False
BOUNCE_UP_DAY_SHARE,反弹段上涨日占比,0.0,237,False
BOUNCE_VOL_RATIO,反弹段均量对锚点前基线量比,0.0,238,False
BP_IND_Z,账面市值比行业内标准化值,0.0,239,False
BREADTH_NEWLOW,"市场宽度｜universe 内 L~=Min(L~,250) 占比 (自算)",0.0,240,False
CAL_DOW_0,日历｜信号日星期 one-hot (0=Mon..4=Fri),0.0,241,False
CAL_DOW_1,日历｜信号日星期 one-hot (0=Mon..4=Fri),0.0,242,False
CAL_DOW_2,日历｜信号日星期 one-hot (0=Mon..4=Fri),0.0,243,False
CAL_DOW_3,日历｜信号日星期 one-hot (0=Mon..4=Fri),0.0,244,False
CAL_DOW_4,日历｜信号日星期 one-hot (0=Mon..4=Fri),0.0,245,False
CAL_MONTH_1,日历｜月份 one-hot,0.0,246,False
CAL_MONTH_10,日历｜月份 one-hot,0.0,247,False
CAL_MONTH_11,日历｜月份 one-hot,0.0,248,False
CAL_MONTH_12,日历｜月份 one-hot,0.0,249,False
CAL_MONTH_2,日历｜月份 one-hot,0.0,250,False
CAL_MONTH_3,日历｜月份 one-hot,0.0,251,False
CAL_MONTH_4,日历｜月份 one-hot,0.0,252,False
CAL_MONTH_5,日历｜月份 one-hot,0.0,253,False
CAL_MONTH_6,日历｜月份 one-hot,0.0,254,False
CAL_MONTH_7,日历｜月份 one-hot,0.0,255,False
CAL_MONTH_8,日历｜月份 one-hot,0.0,256,False
CAL_MONTH_9,日历｜月份 one-hot,0.0,257,False
CAL_MONTH_POS,"日历｜距月末交易日数 (同月内之后的工作日数, 静态工作日近似, 截断不变)",0.0,258,False
CLOSE_VS_HIGH,"K线形态｜(H-C)/(H-L), 一字板置 0.5",0.0,259,False
CNTD20,"技术指标｜(Count(R>0,20)-Count(R<0,20))/20",0.0,260,False
CONSEC_LIMITUP,个股连续涨停天数,0.0,261,False
CONSEC_SUSP_GAP,连板跨越停牌缺口标记,0.0,262,False
CORR_CLOSE_A_10,"Corr(C̃,A,10)",0.0,263,False
CORR_CLOSE_A_20,"Corr(C̃,A,20)",0.0,264,False
CORR_CLOSE_A_3,"Corr(C̃,A,3)",0.0,265,False
CORR_CLOSE_A_30,"Corr(C̃,A,30)",0.0,266,False
CORR_CLOSE_A_5,"Corr(C̃,A,5)",0.0,267,False
CORR_CLOSE_A_60,"Corr(C̃,A,60)",0.0,268,False
CORR_CLOSE_RIDX_10,"Corr(C̃,R_idx(000001.SH),10)",0.0,269,False
CORR_CLOSE_RIDX_3,"Corr(C̃,R_idx(000001.SH),3)",0.0,270,False
CORR_CLOSE_RIDX_30,"Corr(C̃,R_idx(000001.SH),30)",0.0,271,False
CORR_CLOSE_RIDX_5,"Corr(C̃,R_idx(000001.SH),5)",0.0,272,False
CORR_CLOSE_V_3,"Corr(C̃,V,3)",0.0,273,False
CORR_CLOSE_V_30,"Corr(C̃,V,30)",0.0,274,False
CORR_CLOSE_V_5,"Corr(C̃,V,5)",0.0,275,False
CORR_CLOSE_V_60,"Corr(C̃,V,60)",0.0,276,False
CORR_HLR_V_20,"Corr(H/L,V,20)",0.0,277,False
CORR_HLR_V_3,"Corr(H/L,V,3)",0.0,278,False
CORR_HLR_V_30,"Corr(H/L,V,30)",0.0,279,False
CORR_HLR_V_5,"Corr(H/L,V,5)",0.0,280,False
CORR_HLR_V_60,"Corr(H/L,V,60)",0.0,281,False
CORR_R_A_10,"Corr(pct_chg/100,A,10)",0.0,282,False
CORR_R_A_20,"Corr(pct_chg/100,A,20)",0.0,283,False
CORR_R_A_3,"Corr(pct_chg/100,A,3)",0.0,284,False
CORR_R_A_30,"Corr(pct_chg/100,A,30)",0.0,285,False
CORR_R_A_5,"Corr(pct_chg/100,A,5)",0.0,286,False
CORR_R_A_60,"Corr(pct_chg/100,A,60)",0.0,287,False
CORR_R_RIDX_10,"Corr(pct_chg/100,R_idx(000001.SH),10)",0.0,288,False
CORR_R_RIDX_20,"Corr(pct_chg/100,R_idx(000001.SH),20)",0.0,289,False
CORR_R_RIDX_30,"Corr(pct_chg/100,R_idx(000001.SH),30)",0.0,290,False
CORR_R_RIDX_60,"Corr(pct_chg/100,R_idx(000001.SH),60)",0.0,291,False
CORR_R_V_10,"Corr(pct_chg/100,V,10)",0.0,292,False
CORR_R_V_20,"Corr(pct_chg/100,V,20)",0.0,293,False
CORR_R_V_3,"Corr(pct_chg/100,V,3)",0.0,294,False
CORR_R_V_30,"Corr(pct_chg/100,V,30)",0.0,295,False
CORR_R_V_5,"Corr(pct_chg/100,V,5)",0.0,296,False
CORR_R_V_60,"Corr(pct_chg/100,V,60)",0.0,297,False
CORR_VWAP_V_20,"Corr(A/V,V,20)",0.0,298,False
CORR_VWAP_V_3,"Corr(A/V,V,3)",0.0,299,False
CORR_VWAP_V_30,"Corr(A/V,V,30)",0.0,300,False
CORR_VWAP_V_5,"Corr(A/V,V,5)",0.0,301,False
CORR_VWAP_V_60,"Corr(A/V,V,60)",0.0,302,False
COUNT_RETID_10,"Count(C/O-1>0,10)/10",0.0,303,False
COUNT_RETID_20,"Count(C/O-1>0,20)/20",0.0,304,False
COUNT_RETID_3,"Count(C/O-1>0,3)/3",0.0,305,False
COUNT_RETID_30,"Count(C/O-1>0,30)/30",0.0,306,False
COUNT_RETID_5,"Count(C/O-1>0,5)/5",0.0,307,False
COUNT_RETID_60,"Count(C/O-1>0,60)/60",0.0,308,False
COUNT_RETON_10,"Count(O/PC-1>0,10)/10",0.0,309,False
COUNT_RETON_20,"Count(O/PC-1>0,20)/20",0.0,310,False
COUNT_RETON_3,"Count(O/PC-1>0,3)/3",0.0,311,False
COUNT_RETON_30,"Count(O/PC-1>0,30)/30",0.0,312,False
COUNT_RETON_5,"Count(O/PC-1>0,5)/5",0.0,313,False
COUNT_RETON_60,"Count(O/PC-1>0,60)/60",0.0,314,False
COUNT_R_10,"Count(pct_chg/100>0,10)/10",0.0,315,False
COUNT_R_20,"Count(pct_chg/100>0,20)/20",0.0,316,False
COUNT_R_3,"Count(pct_chg/100>0,3)/3",0.0,317,False
COUNT_R_30,"Count(pct_chg/100>0,30)/30",0.0,318,False
COUNT_R_5,"Count(pct_chg/100>0,5)/5",0.0,319,False
COUNT_R_60,"Count(pct_chg/100>0,60)/60",0.0,320,False
COV_CLOSE_LOGV_10,"Cov(C̃,log(V+1),10)",0.0,321,False
COV_CLOSE_LOGV_20,"Cov(C̃,log(V+1),20)",0.0,322,False
COV_CLOSE_LOGV_3,"Cov(C̃,log(V+1),3)",0.0,323,False
COV_CLOSE_LOGV_5,"Cov(C̃,log(V+1),5)",0.0,324,False
COV_CLOSE_LOGV_60,"Cov(C̃,log(V+1),60)",0.0,325,False
COV_HLR_LOGV_3,"Cov(H/L,log(V+1),3)",0.0,326,False
COV_HLR_LOGV_30,"Cov(H/L,log(V+1),30)",0.0,327,False
COV_HLR_LOGV_60,"Cov(H/L,log(V+1),60)",0.0,328,False
COV_R_LOGV_20,"Cov(pct_chg/100,log(V+1),20)",0.0,329,False
COV_R_LOGV_3,"Cov(pct_chg/100,log(V+1),3)",0.0,330,False
COV_R_LOGV_30,"Cov(pct_chg/100,log(V+1),30)",0.0,331,False
COV_R_LOGV_60,"Cov(pct_chg/100,log(V+1),60)",0.0,332,False
COV_R_RIDX_3,"Cov(pct_chg/100,R_idx(000001.SH),3)",0.0,333,False
COV_R_RIDX_5,"Cov(pct_chg/100,R_idx(000001.SH),5)",0.0,334,False
CPV10,"量价相关｜Corr(C~, V, 10)",0.0,335,False
CPV20,"量价相关｜Corr(C~, V, 20)",0.0,336,False
CPV_TREND,"量价相关｜Slope(Corr(C~,V,10), 10)",0.0,337,False
CPV_VWAP10,"量价相关｜-Corr(A/V, V, 10)",0.0,338,False
CUMID20,"隔夜/日内｜Sum(log1p(RET_ID), 20)",0.0,339,False
CUMON20,"隔夜/日内｜Sum(log1p(RET_ON), 20)",0.0,340,False
DAYS_BELOW_PAR,连续低于面值天数,0.0,341,False
DD20,前二十交易日最大收盘回撤,0.0,342,False
DD20_AVG_SPEED,急跌段平均跌速,0.0,343,False
DD20_DOWN_DAY_SHARE,急跌窗口下跌日占比,0.0,344,False
DD20_LOCAL_LOW_COUNT,急跌窗口内局部低点次数,0.0,345,False
DD20_MAX_DAY_DROP,急跌窗口最大单日跌幅,0.0,346,False
DD20_PATH_EFFICIENCY,急跌路径效率系数,0.0,347,False
