name,method,price,order,pct,min_sep,indicator,min_change,below_zero,min_decline,lookback,volume_confirm,multi,entry,regime_filter,ma200_filter,sample,n_events,n_event_stocks,freq_per_stock_year,elapsed_s,r5_e_win,r5_e_exc1,r5_e_pmw1,r5_v_win,r5_v_exc1,r5_v_pmw1,r10_e_win,r10_e_exc1,r10_e_pmw1,r10_v_win,r10_v_exc1,r10_v_pmw1,r30_e_win,r30_e_exc1,r30_e_pmw1,r30_v_win,r30_v_exc1,r30_v_pmw1,dyn_e_win,dyn_e_exc1,dyn_e_pmw1,dyn_v_win,dyn_v_exc1,dyn_v_pmw1,hit_e_win,hit_e_exc1,hit_e_pmw1,hit_v_win,hit_v_exc1,hit_v_pmw1,mfe_e_win,mfe_e_exc1,mfe_e_pmw1,mfe_v_win,mfe_v_exc1,mfe_v_pmw1
r_frac_all,fractal,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,all,,0,135776,5768,1.819,11.3,0.5159,0.0029,0.0,0.4437,-0.0043,0.0,0.52,0.0054,0.0,0.4993,0.0011,0.0,0.495,0.0007,0.0,0.4997,0.0082,0.0,,,,,,,0.5468,0.0452,0.0,0.5239,0.03,0.0,,,,,,
r_frac_up,fractal,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,up,,0,46811,5586,0.6271,7.9,0.5299,0.0113,0.0,0.4469,-0.0036,0.0,0.5704,0.0181,0.0,0.5036,0.003,0.0,0.549,0.0282,0.0,0.5049,0.0022,0.0,,,,,,,0.6,0.0984,0.0,0.5387,0.0449,0.0,,,,,,
r_frac_ma200,fractal,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,all,True,0,18041,5013,0.2417,6.4,0.5052,0.0035,0.0132,0.437,-0.0059,0.0,0.5362,0.0077,0.0,0.5068,0.0053,0.0037,0.4941,0.0077,0.043,0.5013,0.0073,0.0,,,,,,,0.5784,0.0768,0.0,0.5399,0.0461,0.0,,,,,,
r_frac_up_ma200,fractal,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,up,True,0,10550,4263,0.1413,6.0,0.5073,0.0053,0.0019,0.4364,-0.0065,0.0,0.5463,0.0107,0.0,0.5032,0.0052,0.0163,0.5119,0.02,0.0,0.5012,0.0093,0.0,,,,,,,0.5954,0.0938,0.0,0.5444,0.0506,0.0,,,,,,
r_zz_all,zigzag,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,all,,0,154835,5794,2.0744,13.0,0.4926,0.0019,0.5981,0.5176,0.0103,0.0,0.5181,0.0026,0.0,0.5278,0.0073,0.0,0.5128,0.0096,0.0,0.5129,0.0153,0.0,,,,,,,0.5383,0.0331,0.0,0.5586,0.0622,0.0,,,,,,
r_zz_up,zigzag,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,up,,0,50745,5575,0.6799,8.0,0.5148,0.0062,0.0,0.529,0.0051,0.0,0.5312,0.0094,0.0,0.5412,0.0073,0.0,0.5863,0.0447,0.0,0.511,0.0015,0.0,,,,,,,0.5624,0.0572,0.0,0.5612,0.0649,0.0,,,,,,
r_zz_ma200,zigzag,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,all,True,0,17983,4934,0.2409,6.4,0.5205,0.0057,0.0,0.4985,0.0027,0.0044,0.5292,0.0072,0.0,0.4907,0.0013,0.2961,0.5261,0.0197,0.0,0.4688,-0.0036,0.0225,,,,,,,0.5552,0.05,0.0,0.5359,0.0395,0.0,,,,,,
r_zz_up_ma200,zigzag,close,10,0.05,10,dif,0.001,False,0.0,2,False,1,close_T,up,True,0,11142,4251,0.1493,6.3,0.5281,0.0074,0.0,0.5001,0.0029,0.0056,0.544,0.0116,0.0,0.5036,0.0049,0.0011,0.5417,0.0301,0.0,0.4661,-0.0047,0.0653,,,,,,,0.5631,0.0579,0.0,0.5511,0.0548,0.0,,,,,,
