feature,importance,rank,kept
COUNT_R_5,0.0,583,False
COUNT_R_60,0.0,584,False
COV_CLOSE_LOGV_3,0.0,585,False
COV_CLOSE_LOGV_5,0.0,586,False
COV_CLOSE_LOGV_60,0.0,587,False
COV_HLR_LOGV_10,0.0,588,False
COV_HLR_LOGV_3,0.0,589,False
COV_HLR_LOGV_30,0.0,590,False
COV_HLR_LOGV_5,0.0,591,False
COV_HLR_LOGV_60,0.0,592,False
COV_R_LOGV_10,0.0,593,False
COV_R_LOGV_20,0.0,594,False
COV_R_LOGV_30,0.0,595,False
COV_R_LOGV_5,0.0,596,False
CPV10,0.0,597,False
CPV20,0.0,598,False
CPV_TREND,0.0,599,False
CPV_VWAP10,0.0,600,False
CUMID20,0.0,601,False
CUMON20,0.0,602,False
DAYS_BELOW_PAR,0.0,603,False
DAYS_SINCE_L2,0.0,604,False
DELTA_A_10,0.0,605,False
DELTA_A_20,0.0,606,False
DELTA_A_3,0.0,607,False
DELTA_A_30,0.0,608,False
DELTA_A_5,0.0,609,False
DELTA_CF_10,0.0,610,False
DELTA_CF_20,0.0,611,False
DELTA_CF_3,0.0,612,False
DELTA_CF_30,0.0,613,False
DELTA_CF_5,0.0,614,False
DELTA_CF_60,0.0,615,False
DELTA_HIGH_10,0.0,616,False
DELTA_HIGH_20,0.0,617,False
DELTA_HIGH_3,0.0,618,False
DELTA_HIGH_30,0.0,619,False
DELTA_HIGH_60,0.0,620,False
DELTA_HLR_10,0.0,621,False
DELTA_HLR_30,0.0,622,False
DELTA_HLR_5,0.0,623,False
DELTA_LOGV_10,0.0,624,False
DELTA_LOGV_20,0.0,625,False
DELTA_LOGV_3,0.0,626,False
DELTA_LOGV_30,0.0,627,False
DELTA_LOGV_5,0.0,628,False
DELTA_LOGV_60,0.0,629,False
DELTA_LOW_10,0.0,630,False
DELTA_LOW_20,0.0,631,False
DELTA_LOW_3,0.0,632,False
DELTA_LOW_30,0.0,633,False
DELTA_LOW_5,0.0,634,False
DELTA_LOW_60,0.0,635,False
DELTA_OPEN_10,0.0,636,False
DELTA_OPEN_3,0.0,637,False
DELTA_OPEN_5,0.0,638,False
DELTA_RETID_10,0.0,639,False
DELTA_RETID_5,0.0,640,False
DELTA_RETON_10,0.0,641,False
DELTA_RETON_20,0.0,642,False
DELTA_RETON_30,0.0,643,False
DELTA_RETON_5,0.0,644,False
DELTA_RETON_60,0.0,645,False
DELTA_R_10,0.0,646,False
DELTA_R_20,0.0,647,False
DELTA_R_3,0.0,648,False
DELTA_R_30,0.0,649,False
DELTA_R_5,0.0,650,False
DELTA_R_60,0.0,651,False
DELTA_VWAP_10,0.0,652,False
DELTA_VWAP_3,0.0,653,False
DELTA_VWAP_30,0.0,654,False
DELTA_VWAP_5,0.0,655,False
DELTA_VWAP_60,0.0,656,False
DELTA_V_10,0.0,657,False
DELTA_V_20,0.0,658,False
DELTA_V_3,0.0,659,False
DELTA_V_30,0.0,660,False
DELTA_V_5,0.0,661,False
DIST_HIGH60,0.0,662,False
DIST_LIMIT,0.0,663,False
DIST_RESIST20,0.0,664,False
DIST_SUPPORT20,0.0,665,False
DIV_COUNT_120,0.0,666,False
DIV_DIF_SLOPE,0.0,667,False
DIV_GOLDEN_CROSS_STATE,0.0,668,False
DIV_HIST_AREA_SHRINK,0.0,669,False
DIV_HIST_TROUGH_SHRINK,0.0,670,False
DIV_SPAN_BARS,0.0,671,False
DIV_SPAN_VS_CYCLE,0.0,672,False
DOJI,0.0,673,False
DOWNLIMIT_UNSEALED,0.0,674,False
DOWN_DAY_PCT10,0.0,675,False
DOWN_STREAK,0.0,676,False
DSR20,0.0,677,False
DV_TTM,0.0,678,False
EFF_RATIO10,0.0,679,False
EMA_A_10,0.0,680,False
EMA_A_20,0.0,681,False
EMA_A_3,0.0,682,False
EMA_A_30,0.0,683,False
EMA_A_5,0.0,684,False
EMA_A_60,0.0,685,False
EMA_CF_10,0.0,686,False
EMA_CF_20,0.0,687,False
EMA_CF_3,0.0,688,False
EMA_CF_30,0.0,689,False
EMA_CF_5,0.0,690,False
EMA_CF_60,0.0,691,False
EMA_HIGH_10,0.0,692,False
EMA_HIGH_20,0.0,693,False
EMA_HIGH_3,0.0,694,False
EMA_HIGH_30,0.0,695,False
EMA_HIGH_5,0.0,696,False
EMA_HLR_10,0.0,697,False
EMA_HLR_20,0.0,698,False
EMA_HLR_3,0.0,699,False
EMA_HLR_30,0.0,700,False
EMA_HLR_5,0.0,701,False
EMA_LOGV_10,0.0,702,False
EMA_LOGV_20,0.0,703,False
EMA_LOGV_3,0.0,704,False
EMA_LOGV_30,0.0,705,False
EMA_LOGV_5,0.0,706,False
EMA_LOGV_60,0.0,707,False
EMA_LOW_20,0.0,708,False
EMA_LOW_3,0.0,709,False
EMA_LOW_30,0.0,710,False
EMA_OPEN_10,0.0,711,False
EMA_OPEN_20,0.0,712,False
EMA_OPEN_3,0.0,713,False
EMA_OPEN_5,0.0,714,False
EMA_RETID_10,0.0,715,False
EMA_RETID_20,0.0,716,False
EMA_RETID_3,0.0,717,False
EMA_RETID_30,0.0,718,False
EMA_RETID_5,0.0,719,False
EMA_RETON_10,0.0,720,False
EMA_RETON_20,0.0,721,False
EMA_RETON_3,0.0,722,False
EMA_RETON_30,0.0,723,False
EMA_RETON_5,0.0,724,False
EMA_R_10,0.0,725,False
EMA_R_20,0.0,726,False
EMA_R_3,0.0,727,False
EMA_R_30,0.0,728,False
EMA_R_5,0.0,729,False
EMA_VWAP_10,0.0,730,False
EMA_VWAP_20,0.0,731,False
EMA_VWAP_30,0.0,732,False
EMA_VWAP_5,0.0,733,False
EMA_V_10,0.0,734,False
EMA_V_20,0.0,735,False
EMA_V_3,0.0,736,False
EMA_V_30,0.0,737,False
EMA_V_5,0.0,738,False
EMA_V_60,0.0,739,False
ENGULFING,0.0,740,False
GAP_MEAN20,0.0,741,False
GK_VOL,0.0,742,False
GK_VOL_RATIO,0.0,743,False
HAMMER,0.0,744,False
HAMMER_L2,0.0,745,False
HLV_DIV10,0.0,746,False
HL_SPREAD,0.0,747,False
IDXMAX_A_10,0.0,748,False
IDXMAX_A_20,0.0,749,False
IDXMAX_A_3,0.0,750,False
IDXMAX_A_30,0.0,751,False
IDXMAX_A_5,0.0,752,False
IDXMAX_A_60,0.0,753,False
IDXMAX_CF_10,0.0,754,False
IDXMAX_CF_20,0.0,755,False
IDXMAX_CF_3,0.0,756,False
IDXMAX_CF_5,0.0,757,False
IDXMAX_CF_60,0.0,758,False
IDXMAX_HIGH_10,0.0,759,False
IDXMAX_HIGH_20,0.0,760,False
IDXMAX_HIGH_3,0.0,761,False
IDXMAX_HIGH_30,0.0,762,False
IDXMAX_HIGH_5,0.0,763,False
IDXMAX_HIGH_60,0.0,764,False
IDXMAX_HLR_10,0.0,765,False
IDXMAX_HLR_20,0.0,766,False
IDXMAX_HLR_3,0.0,767,False
IDXMAX_HLR_5,0.0,768,False
IDXMAX_HLR_60,0.0,769,False
IDXMAX_LOGV_10,0.0,770,False
IDXMAX_LOGV_20,0.0,771,False
IDXMAX_LOGV_3,0.0,772,False
IDXMAX_LOGV_30,0.0,773,False
IDXMAX_LOGV_5,0.0,774,False
IDXMAX_LOGV_60,0.0,775,False
IDXMAX_LOW_10,0.0,776,False
IDXMAX_LOW_3,0.0,777,False
IDXMAX_LOW_5,0.0,778,False
IDXMAX_LOW_60,0.0,779,False
IDXMAX_OPEN_10,0.0,780,False
IDXMAX_OPEN_20,0.0,781,False
IDXMAX_OPEN_3,0.0,782,False
IDXMAX_OPEN_30,0.0,783,False
IDXMAX_OPEN_5,0.0,784,False
IDXMAX_RETID_10,0.0,785,False
IDXMAX_RETID_20,0.0,786,False
IDXMAX_RETID_3,0.0,787,False
IDXMAX_RETID_30,0.0,788,False
IDXMAX_RETID_5,0.0,789,False
IDXMAX_RETID_60,0.0,790,False
IDXMAX_RETON_10,0.0,791,False
IDXMAX_RETON_20,0.0,792,False
IDXMAX_RETON_3,0.0,793,False
IDXMAX_RETON_30,0.0,794,False
IDXMAX_RETON_5,0.0,795,False
IDXMAX_R_10,0.0,796,False
IDXMAX_R_20,0.0,797,False
IDXMAX_R_3,0.0,798,False
IDXMAX_R_30,0.0,799,False
IDXMAX_R_5,0.0,800,False
IDXMAX_R_60,0.0,801,False
IDXMAX_VWAP_10,0.0,802,False
IDXMAX_VWAP_20,0.0,803,False
IDXMAX_VWAP_3,0.0,804,False
IDXMAX_VWAP_30,0.0,805,False
IDXMAX_VWAP_5,0.0,806,False
IDXMAX_VWAP_60,0.0,807,False
IDXMIN_A_10,0.0,808,False
IDXMIN_A_20,0.0,809,False
IDXMIN_A_3,0.0,810,False
IDXMIN_A_30,0.0,811,False
IDXMIN_A_5,0.0,812,False
IDXMIN_CF_10,0.0,813,False
IDXMIN_CF_20,0.0,814,False
IDXMIN_CF_3,0.0,815,False
IDXMIN_CF_30,0.0,816,False
IDXMIN_CF_5,0.0,817,False
IDXMIN_HIGH_20,0.0,818,False
IDXMIN_HIGH_3,0.0,819,False
IDXMIN_HIGH_30,0.0,820,False
IDXMIN_HIGH_5,0.0,821,False
IDXMIN_HIGH_60,0.0,822,False
IDXMIN_HLR_10,0.0,823,False
IDXMIN_HLR_20,0.0,824,False
IDXMIN_HLR_3,0.0,825,False
IDXMIN_HLR_30,0.0,826,False
IDXMIN_HLR_5,0.0,827,False
IDXMIN_HLR_60,0.0,828,False
IDXMIN_LOGV_10,0.0,829,False
IDXMIN_LOGV_20,0.0,830,False
IDXMIN_LOGV_3,0.0,831,False
IDXMIN_LOGV_30,0.0,832,False
IDXMIN_LOGV_5,0.0,833,False
IDXMIN_LOGV_60,0.0,834,False
IDXMIN_LOW_10,0.0,835,False
IDXMIN_LOW_3,0.0,836,False
IDXMIN_LOW_30,0.0,837,False
IDXMIN_LOW_5,0.0,838,False
IDXMIN_OPEN_10,0.0,839,False
IDXMIN_OPEN_20,0.0,840,False
IDXMIN_OPEN_3,0.0,841,False
IDXMIN_OPEN_30,0.0,842,False
IDXMIN_OPEN_5,0.0,843,False
IDXMIN_OPEN_60,0.0,844,False
IDXMIN_RETID_10,0.0,845,False
IDXMIN_RETID_20,0.0,846,False
IDXMIN_RETID_3,0.0,847,False
IDXMIN_RETID_30,0.0,848,False
IDXMIN_RETID_5,0.0,849,False
IDXMIN_RETID_60,0.0,850,False
IDXMIN_RETON_10,0.0,851,False
IDXMIN_RETON_20,0.0,852,False
IDXMIN_RETON_3,0.0,853,False
IDXMIN_RETON_5,0.0,854,False
IDXMIN_RETON_60,0.0,855,False
IDXMIN_R_10,0.0,856,False
IDXMIN_R_20,0.0,857,False
IDXMIN_R_3,0.0,858,False
IDXMIN_R_5,0.0,859,False
IDXMIN_VWAP_10,0.0,860,False
IDXMIN_VWAP_3,0.0,861,False
IDXMIN_VWAP_5,0.0,862,False
IDXMIN_VWAP_60,0.0,863,False
IMIN20,0.0,864,False
IMXD20,0.0,865,False
INFO_DISC20,0.0,866,False
JUMPFREQ60,0.0,867,False
KBAR_KLEN,0.0,868,False
KBAR_KLOW,0.0,869,False
KBAR_KLOW2,0.0,870,False
KDJ_J,0.0,871,False
KDJ_K,0.0,872,False
KURT_A_20,0.0,873,False
KURT_A_3,0.0,874,False
KURT_A_30,0.0,875,False
KURT_A_5,0.0,876,False
KURT_A_60,0.0,877,False
KURT_CF_10,0.0,878,False
KURT_CF_3,0.0,879,False
KURT_CF_30,0.0,880,False
KURT_CLOSE_3,0.0,881,False
KURT_HIGH_10,0.0,882,False
KURT_HIGH_20,0.0,883,False
KURT_HIGH_3,0.0,884,False
KURT_HIGH_5,0.0,885,False
KURT_HLR_10,0.0,886,False
KURT_HLR_20,0.0,887,False
KURT_HLR_3,0.0,888,False
KURT_HLR_30,0.0,889,False
KURT_HLR_5,0.0,890,False
KURT_HLR_60,0.0,891,False
KURT_LOGV_20,0.0,892,False
KURT_LOGV_3,0.0,893,False
KURT_LOW_3,0.0,894,False
KURT_LOW_30,0.0,895,False
KURT_LOW_5,0.0,896,False
KURT_OPEN_10,0.0,897,False
KURT_OPEN_3,0.0,898,False
KURT_RETID_10,0.0,899,False
KURT_RETID_20,0.0,900,False
KURT_RETID_3,0.0,901,False
KURT_RETID_30,0.0,902,False
KURT_RETID_5,0.0,903,False
KURT_RETID_60,0.0,904,False
KURT_RETON_10,0.0,905,False
KURT_RETON_3,0.0,906,False
KURT_RETON_5,0.0,907,False
KURT_R_10,0.0,908,False
KURT_R_20,0.0,909,False
KURT_R_3,0.0,910,False
KURT_R_30,0.0,911,False
KURT_VWAP_10,0.0,912,False
KURT_VWAP_20,0.0,913,False
KURT_VWAP_3,0.0,914,False
KURT_VWAP_5,0.0,915,False
KURT_V_10,0.0,916,False
KURT_V_20,0.0,917,False
KURT_V_3,0.0,918,False
KURT_V_30,0.0,919,False
KURT_V_5,0.0,920,False
KURT_V_60,0.0,921,False
LIMITCNT20,0.0,922,False
LIMITDOWN_CNT20,0.0,923,False
LIMITUP_SEALED_EXACT,0.0,924,False
LIMITUP_SEALED_SRC,0.0,925,False
LIST_AGE,0.0,926,False
LOWER_SHADOW_L2,0.0,927,False
MA200_ABOVE,0.0,928,False
MACD_GOLDEN_CROSS,0.0,929,False
MACD_HIST_SLOPE5,0.0,930,False
MACD_ZERO_CROSS,0.0,931,False
MAX20,0.0,932,False
MAX_A_10,0.0,933,False
MAX_A_20,0.0,934,False
MAX_A_30,0.0,935,False
MAX_A_60,0.0,936,False
MAX_CF_10,0.0,937,False
MAX_CF_3,0.0,938,False
MAX_CF_30,0.0,939,False
MAX_CF_5,0.0,940,False
MAX_CF_60,0.0,941,False
MAX_HIGH_10,0.0,942,False
MAX_HIGH_3,0.0,943,False
MAX_HIGH_30,0.0,944,False
MAX_HIGH_5,0.0,945,False
MAX_HIGH_60,0.0,946,False
MAX_HLR_10,0.0,947,False
MAX_HLR_20,0.0,948,False
MAX_HLR_3,0.0,949,False
MAX_HLR_30,0.0,950,False
MAX_HLR_60,0.0,951,False
MAX_LOGV_3,0.0,952,False
MAX_LOGV_60,0.0,953,False
MAX_LOW_10,0.0,954,False
MAX_LOW_20,0.0,955,False
MAX_LOW_3,0.0,956,False
MAX_LOW_30,0.0,957,False
MAX_LOW_5,0.0,958,False
MAX_LOW_60,0.0,959,False
MAX_OPEN_10,0.0,960,False
MAX_OPEN_20,0.0,961,False
MAX_OPEN_3,0.0,962,False
MAX_OPEN_30,0.0,963,False
MAX_OPEN_5,0.0,964,False
MAX_OPEN_60,0.0,965,False
MAX_RETID_10,0.0,966,False
MAX_RETID_20,0.0,967,False
MAX_RETID_3,0.0,968,False
MAX_RETID_5,0.0,969,False
MAX_RETID_60,0.0,970,False
MAX_RETON_10,0.0,971,False
MAX_RETON_20,0.0,972,False
MAX_RETON_3,0.0,973,False
MAX_RETON_30,0.0,974,False
MAX_RETON_5,0.0,975,False
MAX_R_10,0.0,976,False
MAX_R_3,0.0,977,False
MAX_R_30,0.0,978,False
MAX_R_5,0.0,979,False
MAX_VWAP_10,0.0,980,False
MAX_VWAP_20,0.0,981,False
MAX_VWAP_3,0.0,982,False
MAX_VWAP_30,0.0,983,False
MAX_VWAP_5,0.0,984,False
MAX_VWAP_60,0.0,985,False
MAX_V_10,0.0,986,False
MAX_V_3,0.0,987,False
MAX_V_30,0.0,988,False
MAX_V_5,0.0,989,False
MAX_V_60,0.0,990,False
MA_STACK,0.0,991,False
MEAN_A_10,0.0,992,False
MEAN_A_20,0.0,993,False
MEAN_A_3,0.0,994,False
MEAN_A_5,0.0,995,False
MEAN_A_60,0.0,996,False
MEAN_CF_10,0.0,997,False
MEAN_CF_20,0.0,998,False
MEAN_CF_3,0.0,999,False
MEAN_CF_30,0.0,1000,False
MEAN_CF_5,0.0,1001,False
MEAN_CF_60,0.0,1002,False
MEAN_HIGH_10,0.0,1003,False
MEAN_HIGH_20,0.0,1004,False
MEAN_HIGH_3,0.0,1005,False
MEAN_HIGH_30,0.0,1006,False
MEAN_HIGH_5,0.0,1007,False
MEAN_HIGH_60,0.0,1008,False
MEAN_HLR_20,0.0,1009,False
MEAN_HLR_3,0.0,1010,False
MEAN_HLR_60,0.0,1011,False
MEAN_LOGV_10,0.0,1012,False
MEAN_LOGV_20,0.0,1013,False
MEAN_LOGV_3,0.0,1014,False
MEAN_LOGV_30,0.0,1015,False
MEAN_LOGV_5,0.0,1016,False
MEAN_LOGV_60,0.0,1017,False
MEAN_LOW_10,0.0,1018,False
MEAN_LOW_20,0.0,1019,False
MEAN_LOW_3,0.0,1020,False
MEAN_LOW_60,0.0,1021,False
MEAN_OPEN_10,0.0,1022,False
MEAN_OPEN_20,0.0,1023,False
MEAN_OPEN_3,0.0,1024,False
MEAN_OPEN_30,0.0,1025,False
MEAN_OPEN_5,0.0,1026,False
MEAN_RETID_10,0.0,1027,False
MEAN_RETID_3,0.0,1028,False
MEAN_RETID_5,0.0,1029,False
MEAN_RETID_60,0.0,1030,False
MEAN_RETON_10,0.0,1031,False
MEAN_RETON_3,0.0,1032,False
MEAN_RETON_30,0.0,1033,False
MEAN_RETON_5,0.0,1034,False
MEAN_R_10,0.0,1035,False
MEAN_R_20,0.0,1036,False
MEAN_R_3,0.0,1037,False
MEAN_R_30,0.0,1038,False
MEAN_R_5,0.0,1039,False
MEAN_VWAP_10,0.0,1040,False
MEAN_VWAP_20,0.0,1041,False
MEAN_VWAP_30,0.0,1042,False
MEAN_VWAP_5,0.0,1043,False
MEAN_VWAP_60,0.0,1044,False
MEAN_V_10,0.0,1045,False
MEAN_V_20,0.0,1046,False
MEAN_V_3,0.0,1047,False
MEAN_V_30,0.0,1048,False
MEAN_V_5,0.0,1049,False
MEAN_V_60,0.0,1050,False
MED_A_10,0.0,1051,False
MED_A_3,0.0,1052,False
MED_A_30,0.0,1053,False
MED_A_5,0.0,1054,False
MED_A_60,0.0,1055,False
MED_CF_10,0.0,1056,False
MED_CF_20,0.0,1057,False
MED_CF_30,0.0,1058,False
MED_CF_5,0.0,1059,False
MED_HIGH_10,0.0,1060,False
MED_HIGH_20,0.0,1061,False
MED_HIGH_3,0.0,1062,False
MED_HIGH_30,0.0,1063,False
MED_HIGH_5,0.0,1064,False
MED_HLR_10,0.0,1065,False
MED_HLR_20,0.0,1066,False
MED_HLR_3,0.0,1067,False
MED_HLR_30,0.0,1068,False
MED_HLR_5,0.0,1069,False
MED_HLR_60,0.0,1070,False
MED_LOGV_10,0.0,1071,False
MED_LOGV_20,0.0,1072,False
MED_LOGV_30,0.0,1073,False
MED_LOGV_5,0.0,1074,False
MED_LOW_10,0.0,1075,False
MED_LOW_20,0.0,1076,False
MED_LOW_3,0.0,1077,False
MED_LOW_30,0.0,1078,False
MED_LOW_5,0.0,1079,False
MED_OPEN_10,0.0,1080,False
MED_OPEN_20,0.0,1081,False
MED_OPEN_3,0.0,1082,False
MED_OPEN_30,0.0,1083,False
MED_OPEN_5,0.0,1084,False
MED_RETID_20,0.0,1085,False
MED_RETID_5,0.0,1086,False
MED_RETID_60,0.0,1087,False
MED_RETON_10,0.0,1088,False
MED_RETON_20,0.0,1089,False
MED_RETON_3,0.0,1090,False
MED_RETON_30,0.0,1091,False
MED_RETON_5,0.0,1092,False
MED_RETON_60,0.0,1093,False
MED_R_10,0.0,1094,False
MED_R_20,0.0,1095,False
MED_R_3,0.0,1096,False
MED_R_30,0.0,1097,False
MED_R_5,0.0,1098,False
MED_R_60,0.0,1099,False
MED_VWAP_10,0.0,1100,False
MED_VWAP_3,0.0,1101,False
MED_VWAP_30,0.0,1102,False
MED_VWAP_5,0.0,1103,False
MED_VWAP_60,0.0,1104,False
MED_V_10,0.0,1105,False
MED_V_3,0.0,1106,False
MED_V_30,0.0,1107,False
MED_V_5,0.0,1108,False
MED_V_60,0.0,1109,False
MIN20,0.0,1110,False
MIN_A_20,0.0,1111,False
MIN_A_3,0.0,1112,False
MIN_A_30,0.0,1113,False
MIN_A_5,0.0,1114,False
MIN_A_60,0.0,1115,False
MIN_CF_10,0.0,1116,False
MIN_CF_20,0.0,1117,False
MIN_CF_3,0.0,1118,False
MIN_CF_30,0.0,1119,False
MIN_HIGH_20,0.0,1120,False
MIN_HIGH_3,0.0,1121,False
MIN_HIGH_30,0.0,1122,False
MIN_HIGH_5,0.0,1123,False
MIN_HLR_10,0.0,1124,False
MIN_HLR_20,0.0,1125,False
MIN_HLR_3,0.0,1126,False
MIN_HLR_30,0.0,1127,False
MIN_HLR_5,0.0,1128,False
MIN_LOGV_10,0.0,1129,False
MIN_LOGV_20,0.0,1130,False
MIN_LOGV_3,0.0,1131,False
MIN_LOGV_30,0.0,1132,False
MIN_LOGV_60,0.0,1133,False
MIN_LOW_10,0.0,1134,False
MIN_LOW_3,0.0,1135,False
MIN_LOW_5,0.0,1136,False
MIN_OPEN_10,0.0,1137,False
MIN_OPEN_20,0.0,1138,False
MIN_OPEN_3,0.0,1139,False
MIN_OPEN_30,0.0,1140,False
MIN_OPEN_5,0.0,1141,False
MIN_RETID_10,0.0,1142,False
MIN_RETID_20,0.0,1143,False
MIN_RETID_5,0.0,1144,False
MIN_RETON_10,0.0,1145,False
MIN_RETON_20,0.0,1146,False
MIN_RETON_3,0.0,1147,False
MIN_RETON_30,0.0,1148,False
MIN_RETON_5,0.0,1149,False
MIN_RETON_60,0.0,1150,False
MIN_R_30,0.0,1151,False
MIN_R_60,0.0,1152,False
MIN_VWAP_10,0.0,1153,False
MIN_VWAP_20,0.0,1154,False
MIN_VWAP_3,0.0,1155,False
MIN_VWAP_30,0.0,1156,False
MIN_VWAP_5,0.0,1157,False
MIN_VWAP_60,0.0,1158,False
MIN_V_20,0.0,1159,False
MIN_V_3,0.0,1160,False
MIN_V_30,0.0,1161,False
MIN_V_5,0.0,1162,False
MKT_NH_NL_RATIO,0.0,1163,False
MKT_SENTIMENT,0.0,1164,False
MKT_SH_PRICE_CHANGE,0.0,1165,False
MKT_SH_SENTIMENT,0.0,1166,False
MKT_SH_SZ_SYNC_DIRECTION,0.0,1167,False
MKT_SH_VOLUME_SIGNAL,0.0,1168,False
MKT_SZ_SENTIMENT,0.0,1169,False
MKT_SZ_VOLUME_SIGNAL,0.0,1170,False
NEW_LISTING,0.0,1171,False
OBV_DIV,0.0,1172,False
OBV_TREND,0.0,1173,False
ONEWORD_LIMITUP,0.0,1174,False
PARK20,0.0,1175,False
PCTB,0.0,1176,False
PRICE_IMPACT,0.0,1177,False
PRICE_TREND5,0.0,1178,False
PVR20,0.0,1179,False
Q20_A_10,0.0,1180,False
Q20_A_20,0.0,1181,False
Q20_A_3,0.0,1182,False
Q20_A_30,0.0,1183,False
Q20_A_5,0.0,1184,False
Q20_A_60,0.0,1185,False
Q20_CF_10,0.0,1186,False
Q20_CF_20,0.0,1187,False
Q20_CF_3,0.0,1188,False
Q20_CF_30,0.0,1189,False
Q20_CF_5,0.0,1190,False
Q20_CF_60,0.0,1191,False
Q20_HIGH_10,0.0,1192,False
Q20_HIGH_20,0.0,1193,False
Q20_HIGH_3,0.0,1194,False
Q20_HIGH_30,0.0,1195,False
Q20_HIGH_5,0.0,1196,False
Q20_HIGH_60,0.0,1197,False
Q20_HLR_10,0.0,1198,False
Q20_HLR_20,0.0,1199,False
Q20_HLR_30,0.0,1200,False
Q20_HLR_5,0.0,1201,False
Q20_HLR_60,0.0,1202,False
Q20_LOGV_10,0.0,1203,False
Q20_LOGV_20,0.0,1204,False
Q20_LOGV_3,0.0,1205,False
Q20_LOGV_30,0.0,1206,False
Q20_LOGV_5,0.0,1207,False
Q20_LOGV_60,0.0,1208,False
Q20_LOW_20,0.0,1209,False
Q20_LOW_3,0.0,1210,False
Q20_LOW_30,0.0,1211,False
Q20_LOW_5,0.0,1212,False
Q20_LOW_60,0.0,1213,False
Q20_OPEN_10,0.0,1214,False
Q20_OPEN_20,0.0,1215,False
Q20_OPEN_3,0.0,1216,False
Q20_OPEN_30,0.0,1217,False
Q20_OPEN_5,0.0,1218,False
Q20_OPEN_60,0.0,1219,False
Q20_RETID_3,0.0,1220,False
Q20_RETID_30,0.0,1221,False
Q20_RETID_60,0.0,1222,False
Q20_RETON_20,0.0,1223,False
Q20_RETON_3,0.0,1224,False
Q20_RETON_5,0.0,1225,False
Q20_RETON_60,0.0,1226,False
Q20_R_10,0.0,1227,False
Q20_R_20,0.0,1228,False
Q20_R_30,0.0,1229,False
Q20_R_5,0.0,1230,False
Q20_VWAP_10,0.0,1231,False
Q20_VWAP_20,0.0,1232,False
Q20_VWAP_3,0.0,1233,False
Q20_VWAP_30,0.0,1234,False
Q20_V_10,0.0,1235,False
Q20_V_20,0.0,1236,False
Q20_V_3,0.0,1237,False
Q20_V_30,0.0,1238,False
Q20_V_5,0.0,1239,False
Q20_V_60,0.0,1240,False
Q80_A_10,0.0,1241,False
Q80_A_3,0.0,1242,False
Q80_A_30,0.0,1243,False
Q80_A_5,0.0,1244,False
Q80_A_60,0.0,1245,False
Q80_CF_10,0.0,1246,False
Q80_CF_20,0.0,1247,False
Q80_CF_3,0.0,1248,False
Q80_CF_30,0.0,1249,False
Q80_CF_5,0.0,1250,False
Q80_CF_60,0.0,1251,False
Q80_HIGH_10,0.0,1252,False
Q80_HIGH_20,0.0,1253,False
Q80_HIGH_3,0.0,1254,False
Q80_HIGH_30,0.0,1255,False
Q80_HIGH_5,0.0,1256,False
Q80_HIGH_60,0.0,1257,False
Q80_HLR_10,0.0,1258,False
Q80_HLR_20,0.0,1259,False
Q80_HLR_30,0.0,1260,False
Q80_HLR_60,0.0,1261,False
Q80_LOGV_10,0.0,1262,False
Q80_LOGV_20,0.0,1263,False
Q80_LOGV_3,0.0,1264,False
Q80_LOGV_30,0.0,1265,False
Q80_LOGV_5,0.0,1266,False
Q80_LOGV_60,0.0,1267,False
Q80_LOW_10,0.0,1268,False
Q80_LOW_20,0.0,1269,False
Q80_LOW_3,0.0,1270,False
Q80_LOW_30,0.0,1271,False
Q80_LOW_5,0.0,1272,False
Q80_LOW_60,0.0,1273,False
Q80_OPEN_10,0.0,1274,False
Q80_OPEN_20,0.0,1275,False
Q80_OPEN_3,0.0,1276,False
Q80_OPEN_30,0.0,1277,False
Q80_OPEN_5,0.0,1278,False
Q80_RETID_10,0.0,1279,False
Q80_RETID_20,0.0,1280,False
Q80_RETID_3,0.0,1281,False
Q80_RETID_30,0.0,1282,False
Q80_RETID_5,0.0,1283,False
Q80_RETON_20,0.0,1284,False
Q80_RETON_3,0.0,1285,False
Q80_RETON_30,0.0,1286,False
Q80_RETON_5,0.0,1287,False
Q80_RETON_60,0.0,1288,False
Q80_R_10,0.0,1289,False
Q80_R_20,0.0,1290,False
Q80_R_3,0.0,1291,False
Q80_R_30,0.0,1292,False
Q80_R_5,0.0,1293,False
Q80_R_60,0.0,1294,False
Q80_VWAP_20,0.0,1295,False
Q80_VWAP_3,0.0,1296,False
Q80_VWAP_30,0.0,1297,False
Q80_VWAP_5,0.0,1298,False
Q80_VWAP_60,0.0,1299,False
Q80_V_10,0.0,1300,False
Q80_V_20,0.0,1301,False
Q80_V_3,0.0,1302,False
Q80_V_5,0.0,1303,False
Q80_V_60,0.0,1304,False
REF_HIGH_10,0.0,1305,False
REF_HIGH_20,0.0,1306,False
REF_HIGH_30,0.0,1307,False
REF_HIGH_5,0.0,1308,False
REF_HLR_10,0.0,1309,False
REF_HLR_20,0.0,1310,False
REF_HLR_3,0.0,1311,False
REF_HLR_30,0.0,1312,False
REF_HLR_5,0.0,1313,False
REF_HLR_60,0.0,1314,False
REF_LOGV_20,0.0,1315,False
REF_LOGV_3,0.0,1316,False
REF_LOGV_60,0.0,1317,False
REF_LOW_10,0.0,1318,False
REF_LOW_20,0.0,1319,False
REF_LOW_3,0.0,1320,False
REF_LOW_30,0.0,1321,False
