,selection_rate,sign_consistency,mean_abs_coef,std_abs_coef,strength_stability
illiq_lag_3_z,0.08333333333333333,1.0,0.0002452359877431975,0.0008495233812311133,0.28867479478646735
dist_to_high_60_rankpct,0.08333333333333333,1.0,0.0002297511350236854,0.000795882277915281,0.2886747718839665
illiq_lag_5,0.08333333333333333,1.0,0.00022849474702605436,0.0007915300222234476,0.2886747698895882
macd_hist_acceleration_z,0.08333333333333333,1.0,0.00020324237788651002,0.0007040532495010971,0.28867472457591903
macd_increase_pct,0.08333333333333333,1.0,0.00020181998000616202,0.0006991259187064152,0.2886747216861696
ret_overnight_lag_1_rankpct,0.08333333333333333,1.0,0.00019570438551427114,0.0006779408779495284,0.288674708783147
volatility_25d_z,0.08333333333333333,1.0,0.00018421627683428232,0.000638144902116301,0.28867468222869097
volume_lag_15_rankpct,0.08333333333333333,1.0,0.00015781587758255419,0.0005466912364281081,0.2886746065542749
ret_overnight_lag_5,0.08333333333333333,1.0,0.00015367493090675012,0.0005323465763602559,0.28867459232564574
open_lag_20_rankpct,0.08333333333333333,1.0,0.00015262632806957812,0.0005287141095783704,0.2886745886000506
upper_shadow_ratio,0.08333333333333333,1.0,0.0001436987260786623,0.0004977879891023319,0.2886745546789834
smart_money_diff_lag_1_rankpct,0.08333333333333333,1.0,0.00013504086760858673,0.00046779628759250903,0.2886745174989909
volume_lag_25_rankpct,0.08333333333333333,1.0,0.00012221729479339142,0.0004233741282915543,0.28867445275075276
doji_pattern_z,0.08333333333333333,1.0,9.55887240377895e-05,0.0003311300533282638,0.2886742628070313
low_lag_20_rankpct,0.08333333333333333,1.0,8.71474595223776e-05,0.00030188865528662037,0.28867417836433007
macd_golden_cross_z,0.08333333333333333,1.0,7.576048654139128e-05,0.00026244302379165567,0.288674034641267
macd_signal_cross_z,0.08333333333333333,1.0,7.576048654139128e-05,0.00026244302379165567,0.288674034641267
vol_gk_ratio_lag_5_z,0.08333333333333333,1.0,7.240143012460911e-05,0.0002508069110329417,0.2886739836092463
ret_intraday_z,0.08333333333333333,1.0,4.7726573783555496e-05,0.0001653307013286058,0.2886733885480577
return_lag_20_rankpct,0.08333333333333333,1.0,3.3115245614412066e-05,0.0001147155758185683,0.28867261815245066
volume,0.0,,0.0,1e-09,0.0
macd_hist,0.0,,0.0,1e-09,0.0
rsi_6,0.0,,0.0,1e-09,0.0
rsi_14,0.0,,0.0,1e-09,0.0
ma_5,0.0,,0.0,1e-09,0.0
ma_20,0.0,,0.0,1e-09,0.0
ma_60,0.0,,0.0,1e-09,0.0
bb_upper,0.0,,0.0,1e-09,0.0
bb_middle,0.0,,0.0,1e-09,0.0
bb_lower,0.0,,0.0,1e-09,0.0
volume_ma_20,0.0,,0.0,1e-09,0.0
price_vs_ma5,0.0,,0.0,1e-09,0.0
price_vs_ma20,0.0,,0.0,1e-09,0.0
rsi_overbought_6,0.0,,0.0,1e-09,0.0
macd_signal_distance,0.0,,0.0,1e-09,0.0
macd_golden_cross,0.0,,0.0,1e-09,0.0
volume_ma20,0.0,,0.0,1e-09,0.0
doji_pattern,0.0,,0.0,1e-09,0.0
volatility_5d,0.0,,0.0,1e-09,0.0
volatility_15d,0.0,,0.0,1e-09,0.0
volatility_20d,0.0,,0.0,1e-09,0.0
volatility_25d,0.0,,0.0,1e-09,0.0
volatility_30d,0.0,,0.0,1e-09,0.0
close_vs_high,0.0,,0.0,1e-09,0.0
volume_trend_10,0.0,,0.0,1e-09,0.0
macd_death_cross,0.0,,0.0,1e-09,0.0
macd_signal_cross,0.0,,0.0,1e-09,0.0
macd_zero_cross_up,0.0,,0.0,1e-09,0.0
macd_zero_cross_down,0.0,,0.0,1e-09,0.0
macd_zero_cross,0.0,,0.0,1e-09,0.0
macd_hist_direction,0.0,,0.0,1e-09,0.0
macd_hist_acceleration,0.0,,0.0,1e-09,0.0
macd_signal_convergence,0.0,,0.0,1e-09,0.0
pct_change,0.0,,0.0,1e-09,0.0
body_strength,0.0,,0.0,1e-09,0.0
rank_return,0.0,,0.0,1e-09,0.0
signed_vol_strength,0.0,,0.0,1e-09,0.0
vol_gk,0.0,,0.0,1e-09,0.0
illiq,0.0,,0.0,1e-09,0.0
ret_overnight,0.0,,0.0,1e-09,0.0
high_mean_20,0.0,,0.0,1e-09,0.0
low_mean_20,0.0,,0.0,1e-09,0.0
macd_robust,0.0,,0.0,1e-09,0.0
close_lag_3,0.0,,0.0,1e-09,0.0
open_lag_3,0.0,,0.0,1e-09,0.0
high_lag_3,0.0,,0.0,1e-09,0.0
low_lag_3,0.0,,0.0,1e-09,0.0
close_lag_5,0.0,,0.0,1e-09,0.0
open_lag_5,0.0,,0.0,1e-09,0.0
high_lag_5,0.0,,0.0,1e-09,0.0
low_lag_5,0.0,,0.0,1e-09,0.0
close_lag_10,0.0,,0.0,1e-09,0.0
open_lag_10,0.0,,0.0,1e-09,0.0
high_lag_10,0.0,,0.0,1e-09,0.0
low_lag_10,0.0,,0.0,1e-09,0.0
close_lag_15,0.0,,0.0,1e-09,0.0
open_lag_15,0.0,,0.0,1e-09,0.0
high_lag_15,0.0,,0.0,1e-09,0.0
low_lag_15,0.0,,0.0,1e-09,0.0
close_lag_20,0.0,,0.0,1e-09,0.0
open_lag_20,0.0,,0.0,1e-09,0.0
high_lag_20,0.0,,0.0,1e-09,0.0
low_lag_20,0.0,,0.0,1e-09,0.0
close_lag_25,0.0,,0.0,1e-09,0.0
open_lag_25,0.0,,0.0,1e-09,0.0
high_lag_25,0.0,,0.0,1e-09,0.0
low_lag_25,0.0,,0.0,1e-09,0.0
close_lag_30,0.0,,0.0,1e-09,0.0
open_lag_30,0.0,,0.0,1e-09,0.0
high_lag_30,0.0,,0.0,1e-09,0.0
low_lag_30,0.0,,0.0,1e-09,0.0
volume_lag_3,0.0,,0.0,1e-09,0.0
volume_lag_5,0.0,,0.0,1e-09,0.0
volume_lag_10,0.0,,0.0,1e-09,0.0
volume_lag_20,0.0,,0.0,1e-09,0.0
volume_lag_25,0.0,,0.0,1e-09,0.0
daily_return,0.0,,0.0,1e-09,0.0
return_lag_1,0.0,,0.0,1e-09,0.0
return_lag_3,0.0,,0.0,1e-09,0.0
return_lag_5,0.0,,0.0,1e-09,0.0
amplitude,0.0,,0.0,1e-09,0.0
amplitude_lag_5,0.0,,0.0,1e-09,0.0
vol_gk_ratio_lag_1,0.0,,0.0,1e-09,0.0
vol_gk_lag_5,0.0,,0.0,1e-09,0.0
illiq_lag_1,0.0,,0.0,1e-09,0.0
illiq_lag_3,0.0,,0.0,1e-09,0.0
ret_overnight_lag_1,0.0,,0.0,1e-09,0.0
smart_money_diff_lag_3,0.0,,0.0,1e-09,0.0
ret_overnight_lag_3,0.0,,0.0,1e-09,0.0
ret_intraday_lag_3,0.0,,0.0,1e-09,0.0
smart_money_diff_lag_5,0.0,,0.0,1e-09,0.0
ret_intraday_lag_5,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_3,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_5,0.0,,0.0,1e-09,0.0
sh_price_change,0.0,,0.0,1e-09,0.0
market_avg_amplitude,0.0,,0.0,1e-09,0.0
macd_rankpct,0.0,,0.0,1e-09,0.0
rsi_6_rankpct,0.0,,0.0,1e-09,0.0
ma_5_rankpct,0.0,,0.0,1e-09,0.0
ma_20_rankpct,0.0,,0.0,1e-09,0.0
ma_60_rankpct,0.0,,0.0,1e-09,0.0
bb_upper_rankpct,0.0,,0.0,1e-09,0.0
bb_middle_rankpct,0.0,,0.0,1e-09,0.0
bb_lower_rankpct,0.0,,0.0,1e-09,0.0
slowk_rankpct,0.0,,0.0,1e-09,0.0
slowd_rankpct,0.0,,0.0,1e-09,0.0
price_vs_ma5_rankpct,0.0,,0.0,1e-09,0.0
price_vs_ma60_rankpct,0.0,,0.0,1e-09,0.0
rsi_overbought_14_rankpct,0.0,,0.0,1e-09,0.0
volume_ratio_rankpct,0.0,,0.0,1e-09,0.0
volume_spike_rankpct,0.0,,0.0,1e-09,0.0
volume_dryup_rankpct,0.0,,0.0,1e-09,0.0
stoch_overbought_rankpct,0.0,,0.0,1e-09,0.0
volatility_3d_rankpct,0.0,,0.0,1e-09,0.0
volatility_5d_rankpct,0.0,,0.0,1e-09,0.0
volatility_10d_rankpct,0.0,,0.0,1e-09,0.0
volatility_15d_rankpct,0.0,,0.0,1e-09,0.0
volatility_20d_rankpct,0.0,,0.0,1e-09,0.0
volatility_30d_rankpct,0.0,,0.0,1e-09,0.0
engulfing_pattern_rankpct,0.0,,0.0,1e-09,0.0
signed_volume_strength_rankpct,0.0,,0.0,1e-09,0.0
rsi_turning_simple_rankpct,0.0,,0.0,1e-09,0.0
rsi_turning_rankpct,0.0,,0.0,1e-09,0.0
volume_trend_5_rankpct,0.0,,0.0,1e-09,0.0
macd_zero_cross_up_rankpct,0.0,,0.0,1e-09,0.0
macd_hist_amplitude_rankpct,0.0,,0.0,1e-09,0.0
macd_signal_convergence_trend_rankpct,0.0,,0.0,1e-09,0.0
pct_change_rankpct,0.0,,0.0,1e-09,0.0
clv_rankpct,0.0,,0.0,1e-09,0.0
upper_shadow_ratio_rankpct,0.0,,0.0,1e-09,0.0
body_strength_rankpct,0.0,,0.0,1e-09,0.0
rank_return_rankpct,0.0,,0.0,1e-09,0.0
signed_vol_strength_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_ratio_rankpct,0.0,,0.0,1e-09,0.0
illiq_rankpct,0.0,,0.0,1e-09,0.0
efficiency_ratio_rankpct,0.0,,0.0,1e-09,0.0
intraday_pos_rankpct,0.0,,0.0,1e-09,0.0
ret_intraday_rankpct,0.0,,0.0,1e-09,0.0
high_mean_20_rankpct,0.0,,0.0,1e-09,0.0
low_mean_20_rankpct,0.0,,0.0,1e-09,0.0
support_resistance_ratio_rankpct,0.0,,0.0,1e-09,0.0
close_lag_3_rankpct,0.0,,0.0,1e-09,0.0
open_lag_3_rankpct,0.0,,0.0,1e-09,0.0
high_lag_3_rankpct,0.0,,0.0,1e-09,0.0
low_lag_3_rankpct,0.0,,0.0,1e-09,0.0
close_lag_5_rankpct,0.0,,0.0,1e-09,0.0
open_lag_5_rankpct,0.0,,0.0,1e-09,0.0
high_lag_5_rankpct,0.0,,0.0,1e-09,0.0
low_lag_5_rankpct,0.0,,0.0,1e-09,0.0
close_lag_10_rankpct,0.0,,0.0,1e-09,0.0
open_lag_10_rankpct,0.0,,0.0,1e-09,0.0
high_lag_10_rankpct,0.0,,0.0,1e-09,0.0
low_lag_10_rankpct,0.0,,0.0,1e-09,0.0
close_lag_15_rankpct,0.0,,0.0,1e-09,0.0
open_lag_15_rankpct,0.0,,0.0,1e-09,0.0
high_lag_15_rankpct,0.0,,0.0,1e-09,0.0
low_lag_15_rankpct,0.0,,0.0,1e-09,0.0
close_lag_20_rankpct,0.0,,0.0,1e-09,0.0
close_lag_25_rankpct,0.0,,0.0,1e-09,0.0
open_lag_25_rankpct,0.0,,0.0,1e-09,0.0
low_lag_25_rankpct,0.0,,0.0,1e-09,0.0
close_lag_30_rankpct,0.0,,0.0,1e-09,0.0
low_lag_30_rankpct,0.0,,0.0,1e-09,0.0
volume_lag_3_rankpct,0.0,,0.0,1e-09,0.0
daily_return_rankpct,0.0,,0.0,1e-09,0.0
return_lag_1_rankpct,0.0,,0.0,1e-09,0.0
return_lag_3_rankpct,0.0,,0.0,1e-09,0.0
return_lag_5_rankpct,0.0,,0.0,1e-09,0.0
amplitude_rankpct,0.0,,0.0,1e-09,0.0
amplitude_lag_1_rankpct,0.0,,0.0,1e-09,0.0
amplitude_lag_3_rankpct,0.0,,0.0,1e-09,0.0
amplitude_lag_5_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_lag_1_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_lag_3_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_ratio_lag_3_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_lag_5_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_lag_10_rankpct,0.0,,0.0,1e-09,0.0
vol_gk_ratio_lag_10_rankpct,0.0,,0.0,1e-09,0.0
illiq_lag_5_rankpct,0.0,,0.0,1e-09,0.0
efficiency_ratio_lag_3_rankpct,0.0,,0.0,1e-09,0.0
efficiency_ratio_lag_5_rankpct,0.0,,0.0,1e-09,0.0
intraday_pos_lag_1_rankpct,0.0,,0.0,1e-09,0.0
intraday_pos_lag_2_rankpct,0.0,,0.0,1e-09,0.0
intraday_pos_lag_3_rankpct,0.0,,0.0,1e-09,0.0
smart_money_diff_lag_5_rankpct,0.0,,0.0,1e-09,0.0
ret_overnight_lag_5_rankpct,0.0,,0.0,1e-09,0.0
ret_intraday_lag_5_rankpct,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_3_rankpct,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_5_rankpct,0.0,,0.0,1e-09,0.0
volume_z,0.0,,0.0,1e-09,0.0
macd_signal_z,0.0,,0.0,1e-09,0.0
rsi_6_z,0.0,,0.0,1e-09,0.0
rsi_14_z,0.0,,0.0,1e-09,0.0
rsi_24_z,0.0,,0.0,1e-09,0.0
ma_5_z,0.0,,0.0,1e-09,0.0
ma_20_z,0.0,,0.0,1e-09,0.0
ma_60_z,0.0,,0.0,1e-09,0.0
bb_upper_z,0.0,,0.0,1e-09,0.0
bb_middle_z,0.0,,0.0,1e-09,0.0
bb_lower_z,0.0,,0.0,1e-09,0.0
volume_ma_20_z,0.0,,0.0,1e-09,0.0
obv_z,0.0,,0.0,1e-09,0.0
slowk_z,0.0,,0.0,1e-09,0.0
price_vs_ma20_z,0.0,,0.0,1e-09,0.0
price_vs_ma60_z,0.0,,0.0,1e-09,0.0
bb_position_z,0.0,,0.0,1e-09,0.0
rsi_oversold_24_z,0.0,,0.0,1e-09,0.0
rsi_overbought_14_z,0.0,,0.0,1e-09,0.0
rsi_overbought_24_z,0.0,,0.0,1e-09,0.0
volume_ratio_z,0.0,,0.0,1e-09,0.0
atr_ratio_z,0.0,,0.0,1e-09,0.0
hammer_pattern_z,0.0,,0.0,1e-09,0.0
distance_to_resistance_z,0.0,,0.0,1e-09,0.0
stoch_overbought_z,0.0,,0.0,1e-09,0.0
volatility_10d_z,0.0,,0.0,1e-09,0.0
volatility_30d_z,0.0,,0.0,1e-09,0.0
engulfing_pattern_z,0.0,,0.0,1e-09,0.0
close_vs_high_z,0.0,,0.0,1e-09,0.0
rsi_momentum_z,0.0,,0.0,1e-09,0.0
volume_trend_10_z,0.0,,0.0,1e-09,0.0
price_trend_5_z,0.0,,0.0,1e-09,0.0
volume_consistency_z,0.0,,0.0,1e-09,0.0
macd_hist_trend_5_z,0.0,,0.0,1e-09,0.0
macd_death_cross_z,0.0,,0.0,1e-09,0.0
macd_zero_cross_down_z,0.0,,0.0,1e-09,0.0
macd_zero_cross_z,0.0,,0.0,1e-09,0.0
macd_hist_amplitude_z,0.0,,0.0,1e-09,0.0
clv_z,0.0,,0.0,1e-09,0.0
body_strength_z,0.0,,0.0,1e-09,0.0
rank_return_z,0.0,,0.0,1e-09,0.0
vol_divergence_z,0.0,,0.0,1e-09,0.0
intraday_pos_z,0.0,,0.0,1e-09,0.0
smart_money_diff_z,0.0,,0.0,1e-09,0.0
high_mean_20_z,0.0,,0.0,1e-09,0.0
low_mean_20_z,0.0,,0.0,1e-09,0.0
boxcox_atr_z,0.0,,0.0,1e-09,0.0
rsi_robust_z,0.0,,0.0,1e-09,0.0
close_lag_3_z,0.0,,0.0,1e-09,0.0
open_lag_3_z,0.0,,0.0,1e-09,0.0
high_lag_3_z,0.0,,0.0,1e-09,0.0
low_lag_3_z,0.0,,0.0,1e-09,0.0
close_lag_5_z,0.0,,0.0,1e-09,0.0
open_lag_5_z,0.0,,0.0,1e-09,0.0
high_lag_5_z,0.0,,0.0,1e-09,0.0
low_lag_5_z,0.0,,0.0,1e-09,0.0
close_lag_10_z,0.0,,0.0,1e-09,0.0
open_lag_10_z,0.0,,0.0,1e-09,0.0
high_lag_10_z,0.0,,0.0,1e-09,0.0
low_lag_10_z,0.0,,0.0,1e-09,0.0
close_lag_15_z,0.0,,0.0,1e-09,0.0
open_lag_15_z,0.0,,0.0,1e-09,0.0
high_lag_15_z,0.0,,0.0,1e-09,0.0
low_lag_15_z,0.0,,0.0,1e-09,0.0
close_lag_20_z,0.0,,0.0,1e-09,0.0
open_lag_20_z,0.0,,0.0,1e-09,0.0
high_lag_20_z,0.0,,0.0,1e-09,0.0
low_lag_20_z,0.0,,0.0,1e-09,0.0
close_lag_25_z,0.0,,0.0,1e-09,0.0
open_lag_25_z,0.0,,0.0,1e-09,0.0
high_lag_25_z,0.0,,0.0,1e-09,0.0
low_lag_25_z,0.0,,0.0,1e-09,0.0
close_lag_30_z,0.0,,0.0,1e-09,0.0
open_lag_30_z,0.0,,0.0,1e-09,0.0
high_lag_30_z,0.0,,0.0,1e-09,0.0
low_lag_30_z,0.0,,0.0,1e-09,0.0
volume_lag_5_z,0.0,,0.0,1e-09,0.0
return_lag_3_z,0.0,,0.0,1e-09,0.0
return_lag_5_z,0.0,,0.0,1e-09,0.0
return_lag_10_z,0.0,,0.0,1e-09,0.0
return_lag_20_z,0.0,,0.0,1e-09,0.0
amplitude_lag_1_z,0.0,,0.0,1e-09,0.0
amplitude_lag_3_z,0.0,,0.0,1e-09,0.0
vol_gk_lag_1_z,0.0,,0.0,1e-09,0.0
vol_gk_lag_3_z,0.0,,0.0,1e-09,0.0
vol_gk_lag_5_z,0.0,,0.0,1e-09,0.0
efficiency_ratio_lag_1_z,0.0,,0.0,1e-09,0.0
smart_money_diff_lag_1_z,0.0,,0.0,1e-09,0.0
ret_overnight_lag_1_z,0.0,,0.0,1e-09,0.0
ret_intraday_lag_1_z,0.0,,0.0,1e-09,0.0
ret_overnight_lag_3_z,0.0,,0.0,1e-09,0.0
ret_intraday_lag_3_z,0.0,,0.0,1e-09,0.0
ret_overnight_lag_5_z,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_1_z,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_3_z,0.0,,0.0,1e-09,0.0
support_resistance_ratio_lag_5_z,0.0,,0.0,1e-09,0.0
sh_price_change_z,0.0,,0.0,1e-09,0.0
sh_amplitude_z,0.0,,0.0,1e-09,0.0
sh_volume_ratio_z,0.0,,0.0,1e-09,0.0
sh_price_change_abs_z,0.0,,0.0,1e-09,0.0
sh_price_wave_abs_z,0.0,,0.0,1e-09,0.0
sh_sentiment_z,0.0,,0.0,1e-09,0.0
sh_volume_signal_z,0.0,,0.0,1e-09,0.0
sz_price_change_z,0.0,,0.0,1e-09,0.0
sz_amplitude_z,0.0,,0.0,1e-09,0.0
sz_volume_ratio_z,0.0,,0.0,1e-09,0.0
sz_price_change_abs_z,0.0,,0.0,1e-09,0.0
sz_price_wave_abs_z,0.0,,0.0,1e-09,0.0
sz_sentiment_z,0.0,,0.0,1e-09,0.0
sz_volume_signal_z,0.0,,0.0,1e-09,0.0
sh_sz_sync_direction_z,0.0,,0.0,1e-09,0.0
sh_sz_sync_strength_z,0.0,,0.0,1e-09,0.0
market_sentiment_z,0.0,,0.0,1e-09,0.0
market_avg_change_z,0.0,,0.0,1e-09,0.0
market_avg_amplitude_z,0.0,,0.0,1e-09,0.0
market_sync_score_z,0.0,,0.0,1e-09,0.0
compare_rank,0.0,,0.0,1e-09,0.0
close_current,0.0,,0.0,1e-09,0.0
close_previous,0.0,,0.0,1e-09,0.0
divergence_magnitude,0.0,,0.0,1e-09,0.0
v2j2_macd_increase_pct,0.0,,0.0,1e-09,0.0
