,selection_rate,sign_consistency,mean_abs_coef,std_abs_coef,strength_stability
vol_gk_ratio_lag_5_rankpct,0.08333333333333333,1.0,0.001021357579988224,0.003538087442470394,0.2886750530040837
ret_overnight_z,0.08333333333333333,1.0,0.0009768425583049915,0.0033838828839596173,0.28867504928596965
distance_to_resistance_rankpct,0.08333333333333333,1.0,0.0008687899624815288,0.0030095777122477333,0.28867503867599564
slowk,0.08333333333333333,1.0,0.0008572713518554347,0.002969676074573737,0.2886750373871959
volume_ma20_rankpct,0.08333333333333333,1.0,0.0008403313567150322,0.002910994210047444,0.28867503542761647
macd_hist_acceleration_rankpct,0.08333333333333333,1.0,0.0006333406822223337,0.002193957480218833,0.2886750030174523
volatility_20d_z,0.08333333333333333,1.0,0.0006048691477611316,0.002095329191706333,0.2886749968240341
vol_gk_ratio_lag_3_z,0.08333333333333333,1.0,0.0005809724799204921,0.0020125487060431635,0.28867499115722367
atr_z,0.08333333333333333,1.0,0.0005453561177576647,0.001889170008349582,0.2886749817895421
obv_rankpct,0.08333333333333333,1.0,0.0005208424667450035,0.0018042522302836987,0.28867497459770736
volume_dryup,0.08333333333333333,1.0,0.0004802284653786682,0.00166356120255337,0.28867496106640034
volume_lag_30_z,0.08333333333333333,1.0,0.000382109810285083,0.0013236682109685368,0.28867491650758215
return_lag_2_z,0.08333333333333333,1.0,0.0003354125255303245,0.0011619040714270304,0.28867488614475434
sh_sz_sync_direction,0.08333333333333333,1.0,0.00029581737759668214,0.0010247424555184818,0.28867485288975314
formation_period,0.08333333333333333,1.0,0.00027315648580378645,0.0009462428236582497,0.28867482951970175
volume_lag_3_z,0.08333333333333333,1.0,0.000245764380059185,0.0008513537859063518,0.288674795517053
