candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_n_days,train_oof_n_selected,train_oof_top5_net_dayavg,train_oof_top5_net_cluster_t,train_oof_top5_hit_eventavg,train_oof_top5_hit_dayavg,train_oof_base_rate,train_oof_average_precision,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_n_days,val_n_selected,val_top5_net_dayavg,val_top5_net_cluster_t,val_top5_hit_eventavg,val_top5_hit_dayavg,val_base_rate,val_average_precision,val_precision_at_5_dayavg,val_precision_at_5_eventavg
net_pos_10d,0,15,50,0.05,0.6,"1,3,113,12,9",28,-1.5730035056708789,3.1856225031224077,0.02886906359440031,44522,2980,11043,-0.0014119838587013716,-0.3904423134682849,0.48012315493978086,0.4741610738255034,0.5072548403036701,0.5615484428661333,0.4741610738255034,0.48012315493978086,24284,901,4233,-0.005472009866911507,-2.736078227890904,0.4370422867942358,0.43440621531631524,0.48253994399604677,0.5433657981054385,0.43440621531631524,0.4370422867942358
net_pos_10d,1,15,50,0.05,0.8,"3,2,151,38,6",40,-1.4437347982171267,2.3115296023611975,0.17174759356859015,44522,2980,11043,-0.0018179472914737198,-0.6955995428972965,0.47686317123969935,0.471744966442953,0.5072548403036701,0.5482891251387293,0.471744966442953,0.47686317123969935,24284,901,4233,-0.0037570514142154228,-1.8265077632663766,0.443656980864635,0.4406215316315205,0.48253994399604677,0.5334327340628788,0.4406215316315205,0.443656980864635
net_pos_10d,2,15,50,0.1,0.6,"1,3,124,21,8",31,-1.2079965350627229,2.268533175947009,0.06860988252494911,44522,2980,11043,-0.0015402697809135263,-0.48409704769285644,0.4792176039119804,0.473489932885906,0.5072548403036701,0.5473796469657446,0.473489932885906,0.4792176039119804,24284,901,4233,-0.0047162826491958425,-2.451939880927411,0.44153082919914954,0.43862375138734744,0.48253994399604677,0.5278220969656131,0.43862375138734744,0.44153082919914954
net_pos_10d,3,15,50,0.1,0.8,"6,2,80,7,55",30,0.9933840560295863,1.0600530102071783,-0.6422400738708613,44522,2980,11043,-0.000711250895007723,0.14230829971470008,0.4853753509010233,0.47805369127516784,0.5072548403036701,0.5704051715064746,0.47805369127516784,0.4853753509010233,24284,901,4233,-0.0038696712144617915,-1.935204413367472,0.44814552326954876,0.4448390677025527,0.48253994399604677,0.5254432344270963,0.4448390677025527,0.44814552326954876
net_pos_10d,4,15,100,0.05,0.6,"1,1,7,47,55",22,-2.402711324377543,6.314183702308309,-0.20926522557812335,44522,2980,11043,-0.0018267860254368347,-0.7016962689107107,0.4787648283980802,0.47315436241610737,0.5072548403036701,0.5865377268542624,0.47315436241610737,0.4787648283980802,24284,901,4233,-0.0049320045322504115,-2.381978651842021,0.44034963382943537,0.43751387347391785,0.48253994399604677,0.5506378533200039,0.43751387347391785,0.44034963382943537
net_pos_10d,5,15,100,0.05,0.8,"1,2,78,58,3",28,0.2944833545805572,0.4110940500774216,-0.2063255925075098,44522,2980,11043,-0.0018342195978033214,-0.7190368256242508,0.47785927737027983,0.47248322147651006,0.5072548403036701,0.5468806909816983,0.47248322147651006,0.47785927737027983,24284,901,4233,-0.005486481802982765,-2.6158326921903137,0.43538861327663597,0.4328523862375139,0.48253994399604677,0.5407884926359163,0.4328523862375139,0.43538861327663597
net_pos_10d,6,15,100,0.1,0.6,"1,1,7,18,26",11,-2.9985350696962363,6.412603291965193,-0.0002958011256438426,44522,2980,11043,-0.0016871855555437847,-0.598706209400146,0.48148148148148145,0.47516778523489933,0.5072548403036701,0.5910674989804918,0.47516778523489933,0.48148148148148145,24284,901,4233,-0.004949723876844359,-2.4391963885645405,0.4398771556815497,0.43706992230854613,0.48253994399604677,0.520458609367448,0.43706992230854613,0.4398771556815497
net_pos_10d,7,15,100,0.1,0.8,"1,2,97,5,28",27,2.7573863028439916,-0.7885341941170941,-1.0780409793334158,44522,2980,11043,-0.0014579216024209482,-0.4263241400964688,0.4823870325092819,0.47583892617449663,0.5072548403036701,0.5654017382974984,0.47583892617449663,0.4823870325092819,24284,901,4233,-0.0044605078544062765,-2.2194418349608145,0.44294826364280654,0.43995560488346286,0.48253994399604677,0.5451091207391686,0.43995560488346286,0.44294826364280654
net_pos_10d,8,15,200,0.05,0.6,"9,13,455,21,65",113,0.6642434864207399,0.8048866137871561,-0.4862873686857054,44522,2980,11043,-0.0011795518226291495,-0.2237479425585343,0.4864620121343838,0.47885906040268456,0.5072548403036701,0.5605122198980882,0.47885906040268456,0.4864620121343838,24284,901,4233,-0.0026790835802891536,-1.3548130007086987,0.46420978029766125,0.4599334073251943,0.48253994399604677,0.5507274016296251,0.4599334073251943,0.46420978029766125
net_pos_10d,9,15,200,0.05,0.8,"4,4,76,2,3",18,-1.677674307175641,2.321245221706895,0.275979466083281,44522,2980,11043,-0.002002071120915459,-0.8455390665160911,0.4765009508285792,0.4714765100671141,0.5072548403036701,0.5354335149621091,0.4714765100671141,0.4765009508285792,24284,901,4233,-0.004447650677328675,-2.1525216750424745,0.4434207417906922,0.44039955604883463,0.48253994399604677,0.5298248087118209,0.44039955604883463,0.4434207417906922
