candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_n_days,train_oof_n_selected,train_oof_top5_net_dayavg,train_oof_top5_net_cluster_t,train_oof_top5_hit_eventavg,train_oof_top5_hit_dayavg,train_oof_base_rate,train_oof_average_precision,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_n_days,val_n_selected,val_top5_net_dayavg,val_top5_net_cluster_t,val_top5_hit_eventavg,val_top5_hit_dayavg,val_base_rate,val_average_precision,val_precision_at_5_dayavg,val_precision_at_5_eventavg
net_ret_20d,0,15,50,0.05,0.6,"3,3,14,7,8",7,,,,44514,2980,11042,0.0036794732166230597,1.9897752202718264,0.4836080420213729,0.48003355704697986,0.01626429614719985,,,,24279,901,4233,-0.0013948310756369778,-0.40985483379939835,0.445074415308292,0.4424528301886792,0.005052203599069011,,,
net_ret_20d,1,15,50,0.05,0.8,"1,4,26,7,4",8,,,,44514,2980,11042,0.0038044652071156544,2.017830517330766,0.481072269516392,0.4781543624161074,0.01626429614719985,,,,24279,901,4233,-4.426889927879378e-05,0.08443171498507203,0.4538152610441767,0.4506659267480577,0.005052203599069011,,,
net_ret_20d,2,15,50,0.1,0.6,"3,3,5,7,7",5,,,,44514,2980,11042,0.0035849879186218374,1.9482327791815706,0.48179677594638654,0.4786912751677853,0.01626429614719985,,,,24279,901,4233,0.0014998868886281964,0.6473712188682752,0.45759508622726197,0.4542175360710322,0.005052203599069011,,,
net_ret_20d,3,15,50,0.1,0.8,"1,3,3,6,3",3,,,,44514,2980,11042,0.002641213240530285,1.54276806801773,0.4813439594276399,0.47835570469798655,0.01626429614719985,,,,24279,901,4233,0.0006759817915405485,0.35485091404145874,0.45192534845263405,0.44889012208657053,0.005052203599069011,,,
net_ret_20d,4,15,100,0.05,0.6,"2,5,31,1,4",9,,,,44514,2980,11042,0.003851471641561644,2.03080342692139,0.48152508603513855,0.478489932885906,0.01626429614719985,,,,24279,901,4233,0.0019989225655927313,0.8315292140395043,0.45759508622726197,0.4542175360710322,0.005052203599069011,,,
net_ret_20d,5,15,100,0.05,0.8,"1,6,15,1,2",5,,,,44514,2980,11042,0.003058511246551205,1.7620829068570856,0.4803477630863974,0.4776174496644296,0.01626429614719985,,,,24279,901,4233,0.0019158823370035052,0.787379986697185,0.45901252067091897,0.4555493895671476,0.005052203599069011,,,
net_ret_20d,6,15,100,0.1,0.6,"2,4,6,1,4",3,,,,44514,2980,11042,0.0042678378829722275,2.2313046697565055,0.4811628328201413,0.4782214765100671,0.01626429614719985,,,,24279,901,4233,-0.0002362690162743054,0.011107892820730653,0.4460193716040633,0.4433407325194229,0.005052203599069011,,,
net_ret_20d,7,15,100,0.1,0.8,"1,3,8,1,2",3,,,,44514,2980,11042,0.0037227930194286265,1.9842401631501685,0.4812533961238906,0.4782885906040269,0.01626429614719985,,,,24279,901,4233,0.0014559878947572884,0.6230626174332448,0.4568863690054335,0.45355160932297445,0.005052203599069011,,,
net_ret_20d,8,15,200,0.05,0.6,"1,7,30,9,8",11,,,,44514,2980,11042,0.0030691326941311757,1.7880947880884819,0.4838797319326209,0.48023489932885904,0.01626429614719985,,,,24279,901,4233,-9.650173303442411e-05,0.0605850441240754,0.44861800141743446,0.4457824639289678,0.005052203599069011,,,
net_ret_20d,9,15,200,0.05,0.8,"1,3,30,2,1",7,,,,44514,2980,11042,0.003331149008214179,1.7936820780419254,0.480800579605144,0.47795302013422825,0.01626429614719985,,,,24279,901,4233,0.0008727102432828634,0.42533098268300196,0.45570517363571933,0.4524417314095449,0.005052203599069011,,,
net_ret_20d,10,15,200,0.1,0.6,"1,1,24,2,2",6,,,,44514,2980,11042,0.0029110901726806374,1.7200464023495607,0.48433254845136753,0.4805704697986577,0.01626429614719985,,,,24279,901,4233,-0.001095384706404499,-0.2915126050804015,0.442239546420978,0.4397891231964484,0.005052203599069011,,,
net_ret_20d,11,15,200,0.1,0.8,"1,1,14,2,1",4,,,,44514,2980,11042,0.003165215360325216,1.7260038166817542,0.47898931353015756,0.47661073825503364,0.01626429614719985,,,,24279,901,4233,0.003952392183476298,1.4726140561788208,0.4571226080793763,0.4537735849056604,0.005052203599069011,,,
net_ret_20d,12,31,50,0.05,0.6,"3,4,17,6,7",7,,,,44514,2980,11042,0.0030085486834745827,1.7132661183422357,0.4798949465676508,0.47728187919463083,0.01626429614719985,,,,24279,901,4233,-0.0011618241916642419,-0.32438112801569263,0.4467280888258918,0.4440066592674805,0.005052203599069011,,,
net_ret_20d,13,31,50,0.05,0.8,"1,4,9,7,3",5,,,,44514,2980,11042,0.00321748453359042,1.8254998922800667,0.480528889693896,0.47775167785234895,0.01626429614719985,,,,24279,901,4233,0.0015674410007966697,0.6842544261099573,0.45263406567446257,0.4495560488346282,0.005052203599069011,,,
net_ret_20d,14,31,50,0.1,0.6,"3,1,3,6,7",4,,,,44514,2980,11042,0.002701075608104325,1.584886436633329,0.47898931353015756,0.47661073825503364,0.01626429614719985,,,,24279,901,4233,-5.596243310359717e-05,0.07723714545384178,0.44720056697377747,0.44445061043285244,0.005052203599069011,,,
net_ret_20d,15,31,50,0.1,0.8,"1,1,5,6,2",3,,,,44514,2980,11042,0.00324167616291787,1.846186129613564,0.4834269154138743,0.4798993288590604,0.01626429614719985,,,,24279,901,4233,0.0012431316517421025,0.5678746193039651,0.4540515001181195,0.4508879023307436,0.005052203599069011,,,
net_ret_20d,16,31,100,0.05,0.6,"2,6,30,1,4",9,,,,44514,2980,11042,0.003274337762218926,1.9088701195553732,0.48406085854011954,0.4803691275167785,0.01626429614719985,,,,24279,901,4233,0.0006506954870592994,0.3300616857689411,0.45192534845263405,0.44889012208657053,0.005052203599069011,,,
net_ret_20d,17,31,100,0.05,0.8,"1,5,14,1,1",4,,,,44514,2980,11042,0.0022825433521256326,1.3729204081181847,0.48061945299764536,0.4778187919463088,0.01626429614719985,,,,24279,901,4233,0.0034194009139906036,1.2963097317522008,0.4606661941885188,0.457103218645949,0.005052203599069011,,,
net_ret_20d,18,31,100,0.1,0.6,"2,1,7,1,1",2,,,,44514,2980,11042,0.0018088620973507395,1.1569351282219402,0.4795326933526535,0.47701342281879194,0.01626429614719985,,,,24279,901,4233,0.0004927222159881562,0.2804265776071474,0.45357902197023386,0.45044395116537184,0.005052203599069011,,,
net_ret_20d,19,31,100,0.1,0.8,"1,2,6,2,1",2,,,,44514,2980,11042,0.0022426208009351184,1.3461125879382771,0.4781742437964137,0.476006711409396,0.01626429614719985,,,,24279,901,4233,0.0015355628736260563,0.6794530066815246,0.4545239782660052,0.4513318534961154,0.005052203599069011,,,
net_ret_20d,20,31,200,0.05,0.6,"1,4,4,2,6",3,,,,44514,2980,11042,0.0035085143354854657,2.033543885038187,0.48496649157761273,0.4810402684563758,0.01626429614719985,,,,24279,901,4233,-0.0003058111440052801,-0.013637904670365193,0.4474368060477203,0.4446725860155383,0.005052203599069011,,,
net_ret_20d,21,31,200,0.05,0.8,"1,3,1,2,1",2,,,,44514,2980,11042,0.0027977314972318285,1.6343437041633064,0.48016663647889873,0.4774832214765101,0.01626429614719985,,,,24279,901,4233,0.0018404663841277867,0.8146958943993103,0.4542877391920624,0.45110987791342955,0.005052203599069011,,,
net_ret_20d,22,31,200,0.1,0.6,"1,1,3,2,1",2,,,,44514,2980,11042,0.0021766176808887517,1.3492950461377529,0.48089114290889334,0.4780201342281879,0.01626429614719985,,,,24279,901,4233,0.001518541042414663,0.6782003390443833,0.45216158752657687,0.44911209766925636,0.005052203599069011,,,
net_ret_20d,23,31,200,0.1,0.8,"1,1,1,2,1",1,,,,44514,2980,11042,0.0026167380694979733,1.5499510600858128,0.48016663647889873,0.4774832214765101,0.01626429614719985,,,,24279,901,4233,0.0018404663841277867,0.8146958943993103,0.4542877391920624,0.45110987791342955,0.005052203599069011,,,
net_ret_20d,24,63,50,0.05,0.6,"1,4,57,6,7",15,,,,44514,2980,11042,0.004699485133334535,2.4624798974453412,0.4870494475638471,0.48258389261744966,0.01626429614719985,,,,24279,901,4233,0.002285285305777976,0.9033776777400708,0.4571226080793763,0.45377358490566033,0.005052203599069011,,,
net_ret_20d,25,63,50,0.05,0.8,"1,4,9,7,1",4,,,,44514,2980,11042,0.003488675073666545,1.9853470820042884,0.4825212823763811,0.47922818791946303,0.01626429614719985,,,,24279,901,4233,0.0012253815046662734,0.5580180163780878,0.4502716749350342,0.4473362930077691,0.005052203599069011,,,
net_ret_20d,26,63,50,0.1,0.6,"1,1,5,6,3",3,,,,44514,2980,11042,0.00328018536684933,1.8764268286865449,0.48541930809635936,0.48137583892617447,0.01626429614719985,,,,24279,901,4233,-0.0013838273612075912,-0.4219409441195443,0.44956295771320576,0.44667036625971146,0.005052203599069011,,,
net_ret_20d,27,63,50,0.1,0.8,"1,1,3,6,2",3,,,,44514,2980,11042,0.003340889440257959,1.889322148896912,0.4816156493388879,0.47855704697986573,0.01626429614719985,,,,24279,901,4233,0.00025696625762111126,0.1972158770281515,0.4497991967871486,0.4468923418423974,0.005052203599069011,,,
net_ret_20d,28,63,100,0.05,0.6,"2,5,13,1,4",5,,,,44514,2980,11042,0.0031335739153433334,1.8440265070582917,0.483336352110125,0.4798322147651007,0.01626429614719985,,,,24279,901,4233,-0.004261074763095432,-1.4469958710138875,0.4247578549492086,0.42336293007769144,0.005052203599069011,,,
net_ret_20d,29,63,100,0.05,0.8,"1,6,18,1,1",5,,,,44514,2980,11042,0.0027715035938496507,1.62288024596753,0.483064662198877,0.47963087248322156,0.01626429614719985,,,,24279,901,4233,-0.00022662084599259986,0.015198190276220517,0.4453106543822348,0.4426748057713652,0.005052203599069011,,,
net_ret_20d,30,63,100,0.1,0.6,"2,1,7,1,4",3,,,,44514,2980,11042,0.0025199482054788285,1.52315139307298,0.4816156493388879,0.47855704697986573,0.01626429614719985,,,,24279,901,4233,-0.0007712830366667053,-0.17865042916097962,0.4434207417906922,0.4408990011098779,0.005052203599069011,,,
net_ret_20d,31,63,100,0.1,0.8,"1,3,3,2,1",2,,,,44514,2980,11042,0.0020155757806175007,1.2339474667608137,0.4790798768339069,0.4766778523489933,0.01626429614719985,,,,24279,901,4233,0.00015830617538019752,0.16662690814945222,0.4514528703047484,0.4484461709211987,0.005052203599069011,,,
