candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_n_days,train_oof_n_selected,train_oof_top5_net_dayavg,train_oof_top5_net_cluster_t,train_oof_top5_hit_eventavg,train_oof_top5_hit_dayavg,train_oof_base_rate,train_oof_average_precision,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_n_days,val_n_selected,val_top5_net_dayavg,val_top5_net_cluster_t,val_top5_hit_eventavg,val_top5_hit_dayavg,val_base_rate,val_average_precision,val_precision_at_5_dayavg,val_precision_at_5_eventavg
net_pos_25d,0,15,50,0.05,0.6,"1,1,107,4,203",63,3.711027590865448,-1.8800050452445118,-1.2022787794435912,44511,2980,11042,0.004580782138085985,2.5011380158704326,0.4813439594276399,0.47451342281879194,0.5123901956819663,0.583268774971717,0.47451342281879194,0.4813439594276399,24276,901,4233,0.000541478386352966,0.43709226855113636,0.46444601937160407,0.46109877913429526,0.4925852694018784,0.5090662779895001,0.46109877913429526,0.46444601937160407
net_pos_25d,1,15,50,0.05,0.8,"1,1,95,4,196",59,2.736522524647524,-0.19961033134349807,-1.1109150043486238,44511,2980,11042,0.00414110145744607,2.30607021044261,0.4787176236189096,0.47256711409395974,0.5123901956819663,0.6068334629685878,0.47256711409395974,0.4787176236189096,24276,901,4233,0.004315666421372685,1.591071215662461,0.47200566973777464,0.4682019977802442,0.4925852694018784,0.5152759982426575,0.4682019977802442,0.47200566973777464
net_pos_25d,2,15,50,0.1,0.6,"1,1,37,107,93",48,3.539294335976696,-1.519979676853223,-1.1460938381727503,44511,2980,11042,0.005149440079358946,2.7491244871377454,0.4816156493388879,0.4747147651006712,0.5123901956819663,0.5968782053774428,0.4747147651006712,0.4816156493388879,24276,901,4233,0.0020750581768864827,0.9369042865605761,0.46917080085046065,0.46553829078801334,0.4925852694018784,0.5225425237462917,0.46553829078801334,0.46917080085046065
net_pos_25d,3,15,50,0.1,0.8,"1,1,78,5,97",36,2.807977863206847,-0.5779925279408631,-1.090038879219808,44511,2980,11042,0.003348037465120088,1.9277011426173074,0.47636297772142727,0.4708221476510068,0.5123901956819663,0.6056928381974155,0.4708221476510068,0.47636297772142727,24276,901,4233,-0.0010345656218613234,-0.07057747940755951,0.4609024332624616,0.4577691453940067,0.4925852694018784,0.516784704441613,0.4577691453940067,0.4609024332624616
net_pos_25d,4,15,100,0.05,0.6,"11,54,73,181,9",66,0.4990725902352816,0.6986808210345875,-0.40921820116424423,44511,2980,11042,0.005152442601789533,2.759206812861118,0.4865060677413512,0.47833892617449664,0.5123901956819663,0.5703595615480528,0.47833892617449664,0.4865060677413512,24276,901,4233,0.002240524232231459,1.0043787743510664,0.4717694306638318,0.46798002219755824,0.4925852694018784,0.5136927534102906,0.46798002219755824,0.4717694306638318
net_pos_25d,5,15,100,0.05,0.8,"9,64,22,312,21",86,0.48689697841295687,0.6855221049953635,-0.41963094302196297,44511,2980,11042,0.004433485114828022,2.435037497409785,0.480528889693896,0.47390939597315435,0.5123901956819663,0.5658530823574975,0.47390939597315435,0.480528889693896,24276,901,4233,0.0021356662922580177,0.972957754945132,0.46657217103708953,0.4630965593784684,0.4925852694018784,0.5174307462618831,0.4630965593784684,0.46657217103708953
net_pos_25d,6,15,100,0.1,0.6,"10,8,30,202,84",67,-0.12776920807456313,1.8823676485715084,-0.3529469919875513,44511,2980,11042,0.005838464407961817,3.100767386941914,0.48831733381633763,0.4796812080536913,0.5123901956819663,0.5986243362514403,0.4796812080536913,0.48831733381633763,24276,901,4233,0.0009689596179925973,0.5983165798430271,0.46562721474131824,0.4622086570477248,0.4925852694018784,0.5089039363270762,0.4622086570477248,0.46562721474131824
net_pos_25d,7,15,100,0.1,0.8,"9,6,50,104,100",54,0.8520986543071525,0.9782857461298353,-0.5933889760127177,44511,2980,11042,0.005098033222521345,2.7481459879585732,0.4860532512226046,0.47800335570469793,0.5123901956819663,0.6111640573292483,0.47800335570469793,0.4860532512226046,24276,901,4233,-0.001677140961623386,-0.2913074368428148,0.46562721474131824,0.4622086570477248,0.4925852694018784,0.5030244676627365,0.4622086570477248,0.46562721474131824
net_pos_25d,8,15,200,0.05,0.6,"31,1,98,5,194",66,2.8269885308668674,-0.9460886736693453,-1.0173764436623445,44511,2980,11042,0.00471789054648918,2.5649389808220153,0.48659663104510054,0.4784060402684564,0.5123901956819663,0.5919313367790587,0.4784060402684564,0.48659663104510054,24276,901,4233,-0.0008593883989670799,-0.013987242861880122,0.4578313253012048,0.4548834628190899,0.4925852694018784,0.5103919641667592,0.4548834628190899,0.4578313253012048
net_pos_25d,9,15,200,0.05,0.8,"15,5,68,2,194",57,2.214304563077827,-0.3972835045656248,-0.9061451340911552,44511,2980,11042,0.005388894691280573,2.9093289813902428,0.48768339069009237,0.4792114093959731,0.5123901956819663,0.5869762134822649,0.4792114093959731,0.48768339069009237,24276,901,4233,0.0011723114459429008,0.6243580866502035,0.4583038034490905,0.4553274139844617,0.4925852694018784,0.5154635426364971,0.4553274139844617,0.4583038034490905
net_pos_25d,10,15,200,0.1,0.6,"2,1,30,5,164",40,3.2291195155095105,-1.0383802881372326,-1.2036641326464648,44511,2980,11042,0.003237868113893132,1.9089313141299575,0.47808368049266436,0.47209731543624167,0.5123901956819663,0.5976150676662912,0.47209731543624167,0.47808368049266436,24276,901,4233,-0.001104257333389595,-0.09706351634357471,0.4566501299314907,0.45377358490566033,0.4925852694018784,0.5069611799950065,0.45377358490566033,0.4566501299314907
net_pos_25d,11,15,200,0.1,0.8,"10,45,115,3,100",55,3.137738448195462,-1.8184026578833152,-0.9944563008283764,44511,2980,11042,0.0044306385305487445,2.4509012113844255,0.4825212823763811,0.4753859060402685,0.5123901956819663,0.5593931697137247,0.4753859060402685,0.4825212823763811,24276,901,4233,-0.0033506260091921685,-0.8764026179475772,0.46444601937160407,0.4610987791342952,0.4925852694018784,0.5061999430878289,0.4610987791342952,0.46444601937160407
net_pos_25d,12,31,50,0.05,0.6,"1,1,128,291,18",88,-2.1371806737111636,3.716794977262167,0.14924454541606313,44511,2980,11042,0.004715675270178902,2.5364624853717186,0.4829740988951277,0.47572147651006713,0.5123901956819663,0.5803436886254552,0.47572147651006713,0.4829740988951277,24276,901,4233,0.0003099624270348969,0.3737449448105551,0.4646822584455469,0.4613207547169811,0.4925852694018784,0.5255733601805752,0.4613207547169811,0.4646822584455469
net_pos_25d,13,31,50,0.05,0.8,"1,1,22,108,244",75,1.49406794704587,0.5608850585822271,-0.7294226162745038,44511,2980,11042,0.004964670933724893,2.662503302994972,0.48433254845136753,0.47672818791946314,0.5123901956819663,0.597103720031569,0.47672818791946314,0.48433254845136753,24276,901,4233,-0.0004393995252864123,0.13017429617373918,0.467280888258918,0.4637624861265261,0.4925852694018784,0.5305291930584954,0.4637624861265261,0.467280888258918
net_pos_25d,14,31,50,0.1,0.6,"1,1,44,105,80",46,1.4268501296379885,0.37843076801737374,-0.6688015350495505,44511,2980,11042,0.004474918441689408,2.47294555258919,0.4825212823763811,0.4753859060402685,0.5123901956819663,0.596165561844568,0.4753859060402685,0.4825212823763811,24276,901,4233,0.0018604588709289836,0.9059564899669267,0.47342310418143163,0.4695338512763596,0.4925852694018784,0.517275554066192,0.4695338512763596,0.47342310418143163
net_pos_25d,15,31,50,0.1,0.8,"1,1,18,118,69",41,2.0486393480715726,-0.30251887411195355,-0.8020996313785229,44511,2980,11042,0.0036818898252443484,2.0985513148063264,0.4811628328201413,0.4743791946308725,0.5123901956819663,0.5968191935914624,0.4743791946308725,0.4811628328201413,24276,901,4233,0.0002082656303002202,0.34558774842871415,0.470115757146232,0.46642619311875694,0.4925852694018784,0.5264808108008856,0.46642619311875694,0.470115757146232
net_pos_25d,16,31,100,0.05,0.6,"11,17,97,268,8",80,-2.7303071240900847,4.421499682082676,0.22095721847656657,44511,2980,11042,0.0040786209439721685,2.2774663923958607,0.4835174787176236,0.4761241610738255,0.5123901956819663,0.5938324249648592,0.4761241610738255,0.4835174787176236,24276,901,4233,-0.00016775471174296913,0.222252938052125,0.4649184975194897,0.4615427302996671,0.4925852694018784,0.5309201492799602,0.4615427302996671,0.4649184975194897
net_pos_25d,17,31,100,0.05,0.8,"9,1,85,372,7",95,-2.776333048758556,4.8444907363345315,0.17104969794304398,44511,2980,11042,0.003498465332473516,2.0220589695752333,0.47898931353015756,0.472768456375839,0.5123901956819663,0.6019785269166352,0.472768456375839,0.47898931353015756,24276,901,4233,0.00040286401174333987,0.4165621525809181,0.46964327899834635,0.46598224195338517,0.4925852694018784,0.536772047026935,0.46598224195338517,0.46964327899834635
net_pos_25d,18,31,100,0.1,0.6,"10,43,42,238,75",82,1.3498747141842495,-0.2355535117063326,-0.5488850252776244,44511,2980,11042,0.006216709870290682,3.2320716495968247,0.490128599891324,0.4810234899328859,0.5123901956819663,0.5729326777607646,0.4810234899328859,0.490128599891324,24276,901,4233,0.0015664966142814893,0.8102142042553447,0.4738955823293173,0.4699778024417314,0.4925852694018784,0.5047054382198175,0.4699778024417314,0.4738955823293173
net_pos_25d,19,31,100,0.1,0.8,"9,71,32,278,98",98,1.9251161879618488,-0.6375152947773212,-0.7050428598604283,44511,2980,11042,0.005065121454602475,2.7400893988603703,0.4860532512226046,0.478003355704698,0.5123901956819663,0.5798080977659348,0.478003355704698,0.4860532512226046,24276,901,4233,0.0012578023498587593,0.7107928092403343,0.46917080085046065,0.4655382907880133,0.4925852694018784,0.5211467188261265,0.4655382907880133,0.46917080085046065
net_pos_25d,20,31,200,0.05,0.6,"35,1,50,2,35",25,0.48376520022477637,0.6393556478394442,-0.35921163605904766,44511,2980,11042,0.004193865394874039,2.3024543606878423,0.481072269516392,0.4743120805369127,0.5123901956819663,0.5629311373566158,0.4743120805369127,0.481072269516392,24276,901,4233,-0.0017159473969537023,-0.2994958780267062,0.4606661941885188,0.45754716981132076,0.4925852694018784,0.5277569004933353,0.45754716981132076,0.4606661941885188
net_pos_25d,21,31,200,0.05,0.8,"15,1,100,2,5",25,-0.78773165880117,2.475831843800326,-0.20048143643637914,44511,2980,11042,0.00426472418781573,2.3462557713037087,0.4795326933526535,0.4731711409395973,0.5123901956819663,0.5671751030133184,0.4731711409395973,0.4795326933526535,24276,901,4233,0.0008928574516209312,0.5406518640827135,0.45570517363571933,0.4528856825749168,0.4925852694018784,0.5218265544694024,0.4528856825749168,0.45570517363571933
