column,source,cn_name,status
IDXMAX_OPEN_60,s2,"IdxMax(Õ,60)/60",kept
IDXMAX_RETID_10,s2,"IdxMax(C/O-1,10)/10",kept
IDXMAX_RETID_20,s2,"IdxMax(C/O-1,20)/20",kept
IDXMAX_RETID_3,s2,"IdxMax(C/O-1,3)/3",kept
IDXMAX_RETID_30,s2,"IdxMax(C/O-1,30)/30",kept
IDXMAX_RETID_5,s2,"IdxMax(C/O-1,5)/5",kept
IDXMAX_RETID_60,s2,"IdxMax(C/O-1,60)/60",kept
IDXMAX_RETON_10,s2,"IdxMax(O/PC-1,10)/10",kept
IDXMAX_RETON_20,s2,"IdxMax(O/PC-1,20)/20",kept
IDXMAX_RETON_3,s2,"IdxMax(O/PC-1,3)/3",kept
IDXMAX_RETON_30,s2,"IdxMax(O/PC-1,30)/30",kept
IDXMAX_RETON_5,s2,"IdxMax(O/PC-1,5)/5",kept
IDXMAX_RETON_60,s2,"IdxMax(O/PC-1,60)/60",kept
IDXMAX_R_10,s2,"IdxMax(pct_chg/100,10)/10",kept
IDXMAX_R_20,s2,"IdxMax(pct_chg/100,20)/20",kept
IDXMAX_R_3,s2,"IdxMax(pct_chg/100,3)/3",kept
IDXMAX_R_30,s2,"IdxMax(pct_chg/100,30)/30",kept
IDXMAX_R_5,s2,"IdxMax(pct_chg/100,5)/5",kept
IDXMAX_R_60,s2,"IdxMax(pct_chg/100,60)/60",kept
IDXMAX_VWAP_10,s2,"IdxMax(A/V,10)/10",kept
IDXMAX_VWAP_20,s2,"IdxMax(A/V,20)/20",kept
IDXMAX_VWAP_3,s2,"IdxMax(A/V,3)/3",kept
IDXMAX_VWAP_30,s2,"IdxMax(A/V,30)/30",kept
IDXMAX_VWAP_5,s2,"IdxMax(A/V,5)/5",kept
IDXMAX_VWAP_60,s2,"IdxMax(A/V,60)/60",kept
IDXMAX_V_10,s2,"IdxMax(V,10)/10","dropped_dedup(anchor=IDXMAX_LOGV_10, rho=1.000000)"
IDXMAX_V_20,s2,"IdxMax(V,20)/20","dropped_dedup(anchor=IDXMAX_LOGV_20, rho=1.000000)"
IDXMAX_V_3,s2,"IdxMax(V,3)/3","dropped_dedup(anchor=IDXMAX_LOGV_3, rho=1.000000)"
IDXMAX_V_30,s2,"IdxMax(V,30)/30","dropped_dedup(anchor=IDXMAX_LOGV_30, rho=1.000000)"
IDXMAX_V_5,s2,"IdxMax(V,5)/5","dropped_dedup(anchor=IDXMAX_LOGV_5, rho=1.000000)"
IDXMAX_V_60,s2,"IdxMax(V,60)/60","dropped_dedup(anchor=IDXMAX_LOGV_60, rho=1.000000)"
IDXMIN_A_10,s2,"IdxMin(A,10)/10",kept
IDXMIN_A_20,s2,"IdxMin(A,20)/20",kept
IDXMIN_A_3,s2,"IdxMin(A,3)/3",kept
IDXMIN_A_30,s2,"IdxMin(A,30)/30",kept
IDXMIN_A_5,s2,"IdxMin(A,5)/5",kept
IDXMIN_A_60,s2,"IdxMin(A,60)/60",kept
IDXMIN_CF_10,s2,"IdxMin(CF,10)/10",kept
IDXMIN_CF_20,s2,"IdxMin(CF,20)/20",kept
IDXMIN_CF_3,s2,"IdxMin(CF,3)/3",kept
IDXMIN_CF_30,s2,"IdxMin(CF,30)/30",kept
IDXMIN_CF_5,s2,"IdxMin(CF,5)/5",kept
IDXMIN_CF_60,s2,"IdxMin(CF,60)/60",kept
IDXMIN_CLOSE_10,s2,"IdxMin(C̃,10)/10","dropped_dedup(anchor=IDXMIN_CF_10, rho=1.000000)"
IDXMIN_CLOSE_20,s2,"IdxMin(C̃,20)/20","dropped_dedup(anchor=IDXMIN_CF_20, rho=1.000000)"
IDXMIN_CLOSE_3,s2,"IdxMin(C̃,3)/3","dropped_dedup(anchor=IDXMIN_CF_3, rho=1.000000)"
IDXMIN_CLOSE_30,s2,"IdxMin(C̃,30)/30","dropped_dedup(anchor=IDXMIN_CF_30, rho=1.000000)"
IDXMIN_CLOSE_5,s2,"IdxMin(C̃,5)/5","dropped_dedup(anchor=IDXMIN_CF_5, rho=1.000000)"
IDXMIN_CLOSE_60,s2,"IdxMin(C̃,60)/60","dropped_dedup(anchor=IDXMIN_CF_60, rho=1.000000)"
IDXMIN_HIGH_10,s2,"IdxMin(H̃,10)/10",kept
IDXMIN_HIGH_20,s2,"IdxMin(H̃,20)/20",kept
IDXMIN_HIGH_3,s2,"IdxMin(H̃,3)/3",kept
IDXMIN_HIGH_30,s2,"IdxMin(H̃,30)/30",kept
IDXMIN_HIGH_5,s2,"IdxMin(H̃,5)/5",kept
IDXMIN_HIGH_60,s2,"IdxMin(H̃,60)/60",kept
IDXMIN_HLR_10,s2,"IdxMin(H/L,10)/10",kept
IDXMIN_HLR_20,s2,"IdxMin(H/L,20)/20",kept
IDXMIN_HLR_3,s2,"IdxMin(H/L,3)/3",kept
IDXMIN_HLR_30,s2,"IdxMin(H/L,30)/30",kept
IDXMIN_HLR_5,s2,"IdxMin(H/L,5)/5",kept
IDXMIN_HLR_60,s2,"IdxMin(H/L,60)/60",kept
IDXMIN_LOGV_10,s2,"IdxMin(log(V+1),10)/10",kept
IDXMIN_LOGV_20,s2,"IdxMin(log(V+1),20)/20",kept
IDXMIN_LOGV_3,s2,"IdxMin(log(V+1),3)/3",kept
IDXMIN_LOGV_30,s2,"IdxMin(log(V+1),30)/30",kept
IDXMIN_LOGV_5,s2,"IdxMin(log(V+1),5)/5",kept
IDXMIN_LOGV_60,s2,"IdxMin(log(V+1),60)/60",kept
IDXMIN_LOW_10,s2,"IdxMin(L̃,10)/10",kept
IDXMIN_LOW_20,s2,"IdxMin(L̃,20)/20","dropped_dedup(anchor=IMIN20, rho=1.000000)"
IDXMIN_LOW_3,s2,"IdxMin(L̃,3)/3",kept
IDXMIN_LOW_30,s2,"IdxMin(L̃,30)/30",kept
IDXMIN_LOW_5,s2,"IdxMin(L̃,5)/5",kept
IDXMIN_LOW_60,s2,"IdxMin(L̃,60)/60",kept
IDXMIN_OPEN_10,s2,"IdxMin(Õ,10)/10",kept
IDXMIN_OPEN_20,s2,"IdxMin(Õ,20)/20",kept
IDXMIN_OPEN_3,s2,"IdxMin(Õ,3)/3",kept
IDXMIN_OPEN_30,s2,"IdxMin(Õ,30)/30",kept
IDXMIN_OPEN_5,s2,"IdxMin(Õ,5)/5",kept
IDXMIN_OPEN_60,s2,"IdxMin(Õ,60)/60",kept
IDXMIN_RETID_10,s2,"IdxMin(C/O-1,10)/10",kept
IDXMIN_RETID_20,s2,"IdxMin(C/O-1,20)/20",kept
IDXMIN_RETID_3,s2,"IdxMin(C/O-1,3)/3",kept
IDXMIN_RETID_30,s2,"IdxMin(C/O-1,30)/30",kept
IDXMIN_RETID_5,s2,"IdxMin(C/O-1,5)/5",kept
IDXMIN_RETID_60,s2,"IdxMin(C/O-1,60)/60",kept
IDXMIN_RETON_10,s2,"IdxMin(O/PC-1,10)/10",kept
IDXMIN_RETON_20,s2,"IdxMin(O/PC-1,20)/20",kept
IDXMIN_RETON_3,s2,"IdxMin(O/PC-1,3)/3",kept
IDXMIN_RETON_30,s2,"IdxMin(O/PC-1,30)/30",kept
IDXMIN_RETON_5,s2,"IdxMin(O/PC-1,5)/5",kept
IDXMIN_RETON_60,s2,"IdxMin(O/PC-1,60)/60",kept
IDXMIN_R_10,s2,"IdxMin(pct_chg/100,10)/10",kept
IDXMIN_R_20,s2,"IdxMin(pct_chg/100,20)/20",kept
IDXMIN_R_3,s2,"IdxMin(pct_chg/100,3)/3",kept
IDXMIN_R_30,s2,"IdxMin(pct_chg/100,30)/30",kept
IDXMIN_R_5,s2,"IdxMin(pct_chg/100,5)/5",kept
IDXMIN_R_60,s2,"IdxMin(pct_chg/100,60)/60",kept
IDXMIN_VWAP_10,s2,"IdxMin(A/V,10)/10",kept
IDXMIN_VWAP_20,s2,"IdxMin(A/V,20)/20",kept
IDXMIN_VWAP_3,s2,"IdxMin(A/V,3)/3",kept
IDXMIN_VWAP_30,s2,"IdxMin(A/V,30)/30",kept
IDXMIN_VWAP_5,s2,"IdxMin(A/V,5)/5",kept
IDXMIN_VWAP_60,s2,"IdxMin(A/V,60)/60",kept
IDXMIN_V_10,s2,"IdxMin(V,10)/10","dropped_dedup(anchor=IDXMIN_LOGV_10, rho=1.000000)"
IDXMIN_V_20,s2,"IdxMin(V,20)/20","dropped_dedup(anchor=IDXMIN_LOGV_20, rho=1.000000)"
IDXMIN_V_3,s2,"IdxMin(V,3)/3","dropped_dedup(anchor=IDXMIN_LOGV_3, rho=1.000000)"
IDXMIN_V_30,s2,"IdxMin(V,30)/30","dropped_dedup(anchor=IDXMIN_LOGV_30, rho=1.000000)"
IDXMIN_V_5,s2,"IdxMin(V,5)/5","dropped_dedup(anchor=IDXMIN_LOGV_5, rho=1.000000)"
IDXMIN_V_60,s2,"IdxMin(V,60)/60","dropped_dedup(anchor=IDXMIN_LOGV_60, rho=1.000000)"
ILLIQ20,s1,"流动性｜log(Mean(abs(R)/(A*1000), 20) + 1e-30)",kept
IMIN20,s1,"位置｜IdxMin(L~,20)/20 (最值距今天数/20)",kept
IMXD20,s1,"位置｜(IdxMax(H~,20)-IdxMin(L~,20))/20",kept
INFO_DISC20,s1,"反转｜sign(RET20)*(Count(R<0,20)-Count(R>0,20))/20 (Frog-in-the-Pan)",kept
IVOL60,s1,波动率｜60 日 R = a+b*R_idx OLS 残差的 std (指数 000001.SH),"dropped_dedup(anchor=DVOL, rho=-0.999401)"
IVOV60,s1,"高阶矩｜Std(Std(R,5),60)","dropped_dedup(anchor=DVOL, rho=-0.999580)"
JUMPFREQ60,s1,"波动结构｜Count(abs(R)>2*Std(R,60),60)/60",kept
KBAR_KLEN,s2,KBAR_KLEN,kept
KBAR_KLOW,s2,KBAR_KLOW,kept
KBAR_KLOW2,s2,KBAR_KLOW2,kept
KBAR_KMID,s2,KBAR_KMID,"dropped_dedup(anchor=RET_ID, rho=1.000000)"
KBAR_KMID2,s2,KBAR_KMID2,"dropped_dedup(anchor=BODY_STRENGTH, rho=1.000000)"
KBAR_KSFT,s2,KBAR_KSFT,kept
KBAR_KSFT2,s2,KBAR_KSFT2,"dropped_dedup(anchor=CLOSE_VS_HIGH, rho=-1.000000)"
KBAR_KUP,s2,KBAR_KUP,kept
KBAR_KUP2,s2,KBAR_KUP2,"dropped_dedup(anchor=UPPER_SHADOW_RATIO, rho=1.000000)"
KDJ_D,s1,"技术指标｜D=EMA(K,1/3)",kept
KDJ_J,s1,技术指标｜J=3K-2D (输出 K/D/J 三列),kept
KDJ_K,s1,"技术指标｜RSV9 递推 K=EMA(RSV,1/3)",kept
KURT60,s1,"高阶矩｜Kurt(R,60)",kept
KURT_A_10,s2,"Kurt(A,10)",kept
KURT_A_20,s2,"Kurt(A,20)",kept
KURT_A_3,s2,"Kurt(A,3)",kept
KURT_A_30,s2,"Kurt(A,30)",kept
KURT_A_5,s2,"Kurt(A,5)",kept
KURT_A_60,s2,"Kurt(A,60)",kept
KURT_CF_10,s2,"Kurt(CF,10)",kept
KURT_CF_20,s2,"Kurt(CF,20)",kept
KURT_CF_3,s2,"Kurt(CF,3)",kept
KURT_CF_30,s2,"Kurt(CF,30)",kept
KURT_CF_5,s2,"Kurt(CF,5)",kept
KURT_CF_60,s2,"Kurt(CF,60)",kept
KURT_CLOSE_10,s2,"Kurt(C̃,10)","dropped_dedup(anchor=KURT_CF_10, rho=1.000000)"
KURT_CLOSE_20,s2,"Kurt(C̃,20)","dropped_dedup(anchor=KURT_CF_20, rho=1.000000)"
KURT_CLOSE_3,s2,"Kurt(C̃,3)",kept
KURT_CLOSE_30,s2,"Kurt(C̃,30)","dropped_dedup(anchor=KURT_CF_30, rho=1.000000)"
KURT_CLOSE_5,s2,"Kurt(C̃,5)","dropped_dedup(anchor=KURT_CF_5, rho=1.000000)"
KURT_CLOSE_60,s2,"Kurt(C̃,60)","dropped_dedup(anchor=KURT_CF_60, rho=1.000000)"
KURT_HIGH_10,s2,"Kurt(H̃,10)",kept
KURT_HIGH_20,s2,"Kurt(H̃,20)",kept
KURT_HIGH_3,s2,"Kurt(H̃,3)",kept
KURT_HIGH_30,s2,"Kurt(H̃,30)",kept
KURT_HIGH_5,s2,"Kurt(H̃,5)",kept
KURT_HIGH_60,s2,"Kurt(H̃,60)",kept
KURT_HLR_10,s2,"Kurt(H/L,10)",kept
KURT_HLR_20,s2,"Kurt(H/L,20)",kept
KURT_HLR_3,s2,"Kurt(H/L,3)",kept
KURT_HLR_30,s2,"Kurt(H/L,30)",kept
KURT_HLR_5,s2,"Kurt(H/L,5)",kept
KURT_HLR_60,s2,"Kurt(H/L,60)",kept
KURT_LOGV_10,s2,"Kurt(log(V+1),10)",kept
KURT_LOGV_20,s2,"Kurt(log(V+1),20)",kept
KURT_LOGV_3,s2,"Kurt(log(V+1),3)",kept
KURT_LOGV_30,s2,"Kurt(log(V+1),30)",kept
KURT_LOGV_5,s2,"Kurt(log(V+1),5)",kept
KURT_LOGV_60,s2,"Kurt(log(V+1),60)",kept
KURT_LOW_10,s2,"Kurt(L̃,10)",kept
KURT_LOW_20,s2,"Kurt(L̃,20)",kept
KURT_LOW_3,s2,"Kurt(L̃,3)",kept
KURT_LOW_30,s2,"Kurt(L̃,30)",kept
KURT_LOW_5,s2,"Kurt(L̃,5)",kept
KURT_LOW_60,s2,"Kurt(L̃,60)",kept
KURT_OPEN_10,s2,"Kurt(Õ,10)",kept
KURT_OPEN_20,s2,"Kurt(Õ,20)",kept
KURT_OPEN_3,s2,"Kurt(Õ,3)",kept
KURT_OPEN_30,s2,"Kurt(Õ,30)",kept
KURT_OPEN_5,s2,"Kurt(Õ,5)",kept
KURT_OPEN_60,s2,"Kurt(Õ,60)",kept
KURT_RETID_10,s2,"Kurt(C/O-1,10)",kept
KURT_RETID_20,s2,"Kurt(C/O-1,20)",kept
KURT_RETID_3,s2,"Kurt(C/O-1,3)",kept
KURT_RETID_30,s2,"Kurt(C/O-1,30)",kept
KURT_RETID_5,s2,"Kurt(C/O-1,5)",kept
KURT_RETID_60,s2,"Kurt(C/O-1,60)",kept
KURT_RETON_10,s2,"Kurt(O/PC-1,10)",kept
KURT_RETON_20,s2,"Kurt(O/PC-1,20)",kept
KURT_RETON_3,s2,"Kurt(O/PC-1,3)",kept
KURT_RETON_30,s2,"Kurt(O/PC-1,30)",kept
KURT_RETON_5,s2,"Kurt(O/PC-1,5)",kept
KURT_RETON_60,s2,"Kurt(O/PC-1,60)",kept
KURT_R_10,s2,"Kurt(pct_chg/100,10)",kept
KURT_R_20,s2,"Kurt(pct_chg/100,20)",kept
KURT_R_3,s2,"Kurt(pct_chg/100,3)",kept
KURT_R_30,s2,"Kurt(pct_chg/100,30)",kept
KURT_R_5,s2,"Kurt(pct_chg/100,5)",kept
KURT_R_60,s2,"Kurt(pct_chg/100,60)","dropped_dedup(anchor=KURT60, rho=1.000000)"
KURT_VWAP_10,s2,"Kurt(A/V,10)",kept
KURT_VWAP_20,s2,"Kurt(A/V,20)",kept
KURT_VWAP_3,s2,"Kurt(A/V,3)",kept
KURT_VWAP_30,s2,"Kurt(A/V,30)",kept
KURT_VWAP_5,s2,"Kurt(A/V,5)",kept
KURT_VWAP_60,s2,"Kurt(A/V,60)",kept
KURT_V_10,s2,"Kurt(V,10)",kept
KURT_V_20,s2,"Kurt(V,20)",kept
KURT_V_3,s2,"Kurt(V,3)",kept
KURT_V_30,s2,"Kurt(V,30)",kept
KURT_V_5,s2,"Kurt(V,5)",kept
KURT_V_60,s2,"Kurt(V,60)",kept
LIMITCNT20,s1,"制度｜Count(pct_chg >= limit-0.1, 20), limit 按板块 10/20/30",kept
LIMITDOWN_CNT20,s1,"制度｜Count(pct_chg <= -(limit-0.1), 20)",kept
LIMITUP_N_MKT,s1,"市场情绪｜全市场涨停家数 (pct_chg>=limit-0.1, 自算)",kept
LIMITUP_N_MKT_MA20,s1,市场情绪｜LIMITUP_N_MKT 的 20 日均值,kept
LOG_PRICE,s1,"价格水平｜ln(C) (原始价, 除权失真标注: 仅作彩票/退市代理)",kept
LOWER_SHADOW_L2,s1,"事件结构｜(min(O~,C~)-L~)[i2]/ATR14[i2]",kept
MA200_ABOVE,s1,趋势｜1[C~ > MA200],kept
MA200_RATIO,s1,"趋势｜C~/Mean(C~,200)-1",kept
MACD_DIF_NORM,s1,技术指标｜DIF/(C~*ATRp),kept
MACD_GOLDEN_CROSS,s1,"技术指标｜DIF 上穿 DEA 标记 (日频, 非事件窗)",kept
MACD_HIST,s1,技术指标｜2*(DIF-DEA),kept
MACD_HIST_AMP20,s1,"技术指标｜Max(HIST,20)-Min(HIST,20)",kept
MACD_HIST_SLOPE5,s1,"技术指标｜Slope(MACD_HIST, 5)",kept
MACD_ZERO_CROSS,s1,"技术指标｜DIF 穿零轴标记 (上穿+1/下穿-1, 仅穿越日非零)",kept
MAX20,s1,"彩票｜Max(R,20)",kept
MAX5_20,s1,彩票｜20 日内最大 5 个 R 的均值,kept
MAX_A_10,s2,"Max(A,10)/(x+1)",kept
MAX_A_20,s2,"Max(A,20)/(x+1)",kept
MAX_A_3,s2,"Max(A,3)/(x+1)",kept
MAX_A_30,s2,"Max(A,30)/(x+1)",kept
MAX_A_5,s2,"Max(A,5)/(x+1)",kept
MAX_A_60,s2,"Max(A,60)/(x+1)",kept
MAX_CF_10,s2,"Max(CF,10)/C̃",kept
MAX_CF_20,s2,"Max(CF,20)/C̃",kept
MAX_CF_3,s2,"Max(CF,3)/C̃",kept
MAX_CF_30,s2,"Max(CF,30)/C̃",kept
MAX_CF_5,s2,"Max(CF,5)/C̃",kept
MAX_CF_60,s2,"Max(CF,60)/C̃",kept
MAX_CLOSE_10,s2,"Max(C̃,10)/C̃","dropped_dedup(anchor=MAX_CF_10, rho=1.000000)"
MAX_CLOSE_20,s2,"Max(C̃,20)/C̃","dropped_dedup(anchor=MAX_CF_20, rho=1.000000)"
MAX_CLOSE_3,s2,"Max(C̃,3)/C̃","dropped_dedup(anchor=MAX_CF_3, rho=1.000000)"
MAX_CLOSE_30,s2,"Max(C̃,30)/C̃","dropped_dedup(anchor=MAX_CF_30, rho=1.000000)"
MAX_CLOSE_5,s2,"Max(C̃,5)/C̃","dropped_dedup(anchor=MAX_CF_5, rho=1.000000)"
MAX_CLOSE_60,s2,"Max(C̃,60)/C̃","dropped_dedup(anchor=MAX_CF_60, rho=1.000000)"
MAX_HIGH_10,s2,"Max(H̃,10)/C̃",kept
MAX_HIGH_20,s2,"Max(H̃,20)/C̃","dropped_dedup(anchor=DIST_RESIST20, rho=1.000000)"
MAX_HIGH_3,s2,"Max(H̃,3)/C̃",kept
MAX_HIGH_30,s2,"Max(H̃,30)/C̃",kept
MAX_HIGH_5,s2,"Max(H̃,5)/C̃",kept
MAX_HIGH_60,s2,"Max(H̃,60)/C̃",kept
MAX_HLR_10,s2,"Max(H/L,10)",kept
MAX_HLR_20,s2,"Max(H/L,20)",kept
MAX_HLR_3,s2,"Max(H/L,3)",kept
MAX_HLR_30,s2,"Max(H/L,30)",kept
MAX_HLR_5,s2,"Max(H/L,5)",kept
MAX_HLR_60,s2,"Max(H/L,60)",kept
MAX_LOGV_10,s2,"Max(log(V+1),10)",kept
MAX_LOGV_20,s2,"Max(log(V+1),20)",kept
MAX_LOGV_3,s2,"Max(log(V+1),3)",kept
MAX_LOGV_30,s2,"Max(log(V+1),30)",kept
MAX_LOGV_5,s2,"Max(log(V+1),5)",kept
MAX_LOGV_60,s2,"Max(log(V+1),60)",kept
MAX_LOW_10,s2,"Max(L̃,10)/C̃",kept
MAX_LOW_20,s2,"Max(L̃,20)/C̃",kept
MAX_LOW_3,s2,"Max(L̃,3)/C̃",kept
MAX_LOW_30,s2,"Max(L̃,30)/C̃",kept
MAX_LOW_5,s2,"Max(L̃,5)/C̃",kept
MAX_LOW_60,s2,"Max(L̃,60)/C̃",kept
MAX_OPEN_10,s2,"Max(Õ,10)/C̃",kept
MAX_OPEN_20,s2,"Max(Õ,20)/C̃",kept
MAX_OPEN_3,s2,"Max(Õ,3)/C̃",kept
MAX_OPEN_30,s2,"Max(Õ,30)/C̃",kept
MAX_OPEN_5,s2,"Max(Õ,5)/C̃",kept
MAX_OPEN_60,s2,"Max(Õ,60)/C̃",kept
MAX_RETID_10,s2,"Max(C/O-1,10)",kept
MAX_RETID_20,s2,"Max(C/O-1,20)",kept
MAX_RETID_3,s2,"Max(C/O-1,3)",kept
MAX_RETID_30,s2,"Max(C/O-1,30)",kept
MAX_RETID_5,s2,"Max(C/O-1,5)",kept
MAX_RETID_60,s2,"Max(C/O-1,60)",kept
MAX_RETON_10,s2,"Max(O/PC-1,10)",kept
MAX_RETON_20,s2,"Max(O/PC-1,20)",kept
MAX_RETON_3,s2,"Max(O/PC-1,3)",kept
MAX_RETON_30,s2,"Max(O/PC-1,30)",kept
MAX_RETON_5,s2,"Max(O/PC-1,5)",kept
MAX_RETON_60,s2,"Max(O/PC-1,60)","dropped_dedup(anchor=DVOL, rho=-0.999582)"
MAX_R_10,s2,"Max(pct_chg/100,10)",kept
MAX_R_20,s2,"Max(pct_chg/100,20)","dropped_dedup(anchor=MAX20, rho=1.000000)"
MAX_R_3,s2,"Max(pct_chg/100,3)",kept
MAX_R_30,s2,"Max(pct_chg/100,30)",kept
MAX_R_5,s2,"Max(pct_chg/100,5)",kept
MAX_R_60,s2,"Max(pct_chg/100,60)","dropped_dedup(anchor=DVOL, rho=-0.999574)"
MAX_VWAP_10,s2,"Max(A/V,10)/C",kept
MAX_VWAP_20,s2,"Max(A/V,20)/C",kept
MAX_VWAP_3,s2,"Max(A/V,3)/C",kept
MAX_VWAP_30,s2,"Max(A/V,30)/C",kept
MAX_VWAP_5,s2,"Max(A/V,5)/C",kept
MAX_VWAP_60,s2,"Max(A/V,60)/C",kept
MAX_V_10,s2,"Max(V,10)/(x+1)",kept
MAX_V_20,s2,"Max(V,20)/(x+1)",kept
MAX_V_3,s2,"Max(V,3)/(x+1)",kept
MAX_V_30,s2,"Max(V,30)/(x+1)",kept
MAX_V_5,s2,"Max(V,5)/(x+1)",kept
MAX_V_60,s2,"Max(V,60)/(x+1)",kept
MA_STACK,s1,趋势｜sign(C~-MA60)+sign(MA60-MA120)+sign(MA120-MA250) (加总),kept
MEAN_A_10,s2,"Mean(A,10)/(x+1)",kept
MEAN_A_20,s2,"Mean(A,20)/(x+1)",kept
MEAN_A_3,s2,"Mean(A,3)/(x+1)",kept
MEAN_A_30,s2,"Mean(A,30)/(x+1)",kept
MEAN_A_5,s2,"Mean(A,5)/(x+1)",kept
MEAN_A_60,s2,"Mean(A,60)/(x+1)",kept
MEAN_CF_10,s2,"Mean(CF,10)/C̃",kept
MEAN_CF_20,s2,"Mean(CF,20)/C̃",kept
MEAN_CF_3,s2,"Mean(CF,3)/C̃",kept
MEAN_CF_30,s2,"Mean(CF,30)/C̃",kept
MEAN_CF_5,s2,"Mean(CF,5)/C̃",kept
MEAN_CF_60,s2,"Mean(CF,60)/C̃",kept
MEAN_CLOSE_10,s2,"Mean(C̃,10)/C̃","dropped_dedup(anchor=MEAN_CF_10, rho=1.000000)"
MEAN_CLOSE_20,s2,"Mean(C̃,20)/C̃","dropped_dedup(anchor=MEAN_CF_20, rho=1.000000)"
MEAN_CLOSE_3,s2,"Mean(C̃,3)/C̃","dropped_dedup(anchor=MEAN_CF_3, rho=1.000000)"
MEAN_CLOSE_30,s2,"Mean(C̃,30)/C̃","dropped_dedup(anchor=MEAN_CF_30, rho=1.000000)"
MEAN_CLOSE_5,s2,"Mean(C̃,5)/C̃","dropped_dedup(anchor=MEAN_CF_5, rho=1.000000)"
MEAN_CLOSE_60,s2,"Mean(C̃,60)/C̃","dropped_dedup(anchor=MEAN_CF_60, rho=1.000000)"
MEAN_HIGH_10,s2,"Mean(H̃,10)/C̃",kept
MEAN_HIGH_20,s2,"Mean(H̃,20)/C̃",kept
MEAN_HIGH_3,s2,"Mean(H̃,3)/C̃",kept
MEAN_HIGH_30,s2,"Mean(H̃,30)/C̃",kept
MEAN_HIGH_5,s2,"Mean(H̃,5)/C̃",kept
MEAN_HIGH_60,s2,"Mean(H̃,60)/C̃",kept
MEAN_HLR_10,s2,"Mean(H/L,10)",kept
MEAN_HLR_20,s2,"Mean(H/L,20)",kept
MEAN_HLR_3,s2,"Mean(H/L,3)",kept
MEAN_HLR_30,s2,"Mean(H/L,30)",kept
MEAN_HLR_5,s2,"Mean(H/L,5)",kept
MEAN_HLR_60,s2,"Mean(H/L,60)",kept
MEAN_LOGV_10,s2,"Mean(log(V+1),10)",kept
MEAN_LOGV_20,s2,"Mean(log(V+1),20)",kept
MEAN_LOGV_3,s2,"Mean(log(V+1),3)",kept
MEAN_LOGV_30,s2,"Mean(log(V+1),30)",kept
MEAN_LOGV_5,s2,"Mean(log(V+1),5)",kept
MEAN_LOGV_60,s2,"Mean(log(V+1),60)",kept
MEAN_LOW_10,s2,"Mean(L̃,10)/C̃",kept
MEAN_LOW_20,s2,"Mean(L̃,20)/C̃",kept
MEAN_LOW_3,s2,"Mean(L̃,3)/C̃",kept
MEAN_LOW_30,s2,"Mean(L̃,30)/C̃",kept
MEAN_LOW_5,s2,"Mean(L̃,5)/C̃",kept
MEAN_LOW_60,s2,"Mean(L̃,60)/C̃",kept
MEAN_OPEN_10,s2,"Mean(Õ,10)/C̃",kept
MEAN_OPEN_20,s2,"Mean(Õ,20)/C̃",kept
MEAN_OPEN_3,s2,"Mean(Õ,3)/C̃",kept
MEAN_OPEN_30,s2,"Mean(Õ,30)/C̃",kept
MEAN_OPEN_5,s2,"Mean(Õ,5)/C̃",kept
MEAN_OPEN_60,s2,"Mean(Õ,60)/C̃","dropped_dedup(anchor=MEAN_CF_60, rho=0.999702)"
MEAN_RETID_10,s2,"Mean(C/O-1,10)",kept
MEAN_RETID_20,s2,"Mean(C/O-1,20)",kept
MEAN_RETID_3,s2,"Mean(C/O-1,3)",kept
MEAN_RETID_30,s2,"Mean(C/O-1,30)",kept
MEAN_RETID_5,s2,"Mean(C/O-1,5)",kept
MEAN_RETID_60,s2,"Mean(C/O-1,60)",kept
MEAN_RETON_10,s2,"Mean(O/PC-1,10)",kept
MEAN_RETON_20,s2,"Mean(O/PC-1,20)","dropped_dedup(anchor=GAP_MEAN20, rho=1.000000)"
MEAN_RETON_3,s2,"Mean(O/PC-1,3)",kept
MEAN_RETON_30,s2,"Mean(O/PC-1,30)",kept
MEAN_RETON_5,s2,"Mean(O/PC-1,5)",kept
MEAN_RETON_60,s2,"Mean(O/PC-1,60)",kept
MEAN_R_10,s2,"Mean(pct_chg/100,10)",kept
MEAN_R_20,s2,"Mean(pct_chg/100,20)",kept
MEAN_R_3,s2,"Mean(pct_chg/100,3)",kept
MEAN_R_30,s2,"Mean(pct_chg/100,30)",kept
MEAN_R_5,s2,"Mean(pct_chg/100,5)",kept
MEAN_R_60,s2,"Mean(pct_chg/100,60)",kept
MEAN_VWAP_10,s2,"Mean(A/V,10)/C",kept
MEAN_VWAP_20,s2,"Mean(A/V,20)/C",kept
MEAN_VWAP_3,s2,"Mean(A/V,3)/C",kept
MEAN_VWAP_30,s2,"Mean(A/V,30)/C",kept
MEAN_VWAP_5,s2,"Mean(A/V,5)/C",kept
MEAN_VWAP_60,s2,"Mean(A/V,60)/C",kept
MEAN_V_10,s2,"Mean(V,10)/(x+1)",kept
MEAN_V_20,s2,"Mean(V,20)/(x+1)",kept
MEAN_V_3,s2,"Mean(V,3)/(x+1)",kept
MEAN_V_30,s2,"Mean(V,30)/(x+1)",kept
MEAN_V_5,s2,"Mean(V,5)/(x+1)",kept
MEAN_V_60,s2,"Mean(V,60)/(x+1)",kept
MED_A_10,s2,"Med(A,10)/(x+1)",kept
