column,source,cn_name,status
MED_A_20,s2,"Med(A,20)/(x+1)",kept
MED_A_3,s2,"Med(A,3)/(x+1)",kept
MED_A_30,s2,"Med(A,30)/(x+1)",kept
MED_A_5,s2,"Med(A,5)/(x+1)",kept
MED_A_60,s2,"Med(A,60)/(x+1)",kept
MED_CF_10,s2,"Med(CF,10)/C̃",kept
MED_CF_20,s2,"Med(CF,20)/C̃",kept
MED_CF_3,s2,"Med(CF,3)/C̃",kept
MED_CF_30,s2,"Med(CF,30)/C̃",kept
MED_CF_5,s2,"Med(CF,5)/C̃",kept
MED_CF_60,s2,"Med(CF,60)/C̃",kept
MED_CLOSE_10,s2,"Med(C̃,10)/C̃","dropped_dedup(anchor=MED_CF_10, rho=1.000000)"
MED_CLOSE_20,s2,"Med(C̃,20)/C̃","dropped_dedup(anchor=MED_CF_20, rho=1.000000)"
MED_CLOSE_3,s2,"Med(C̃,3)/C̃","dropped_dedup(anchor=MED_CF_3, rho=1.000000)"
MED_CLOSE_30,s2,"Med(C̃,30)/C̃","dropped_dedup(anchor=MED_CF_30, rho=1.000000)"
MED_CLOSE_5,s2,"Med(C̃,5)/C̃","dropped_dedup(anchor=MED_CF_5, rho=1.000000)"
MED_CLOSE_60,s2,"Med(C̃,60)/C̃","dropped_dedup(anchor=MED_CF_60, rho=1.000000)"
MED_HIGH_10,s2,"Med(H̃,10)/C̃",kept
MED_HIGH_20,s2,"Med(H̃,20)/C̃",kept
MED_HIGH_3,s2,"Med(H̃,3)/C̃",kept
MED_HIGH_30,s2,"Med(H̃,30)/C̃",kept
MED_HIGH_5,s2,"Med(H̃,5)/C̃",kept
MED_HIGH_60,s2,"Med(H̃,60)/C̃",kept
MED_HLR_10,s2,"Med(H/L,10)",kept
MED_HLR_20,s2,"Med(H/L,20)",kept
MED_HLR_3,s2,"Med(H/L,3)",kept
MED_HLR_30,s2,"Med(H/L,30)",kept
MED_HLR_5,s2,"Med(H/L,5)",kept
MED_HLR_60,s2,"Med(H/L,60)",kept
MED_LOGV_10,s2,"Med(log(V+1),10)",kept
MED_LOGV_20,s2,"Med(log(V+1),20)",kept
MED_LOGV_3,s2,"Med(log(V+1),3)",kept
MED_LOGV_30,s2,"Med(log(V+1),30)",kept
MED_LOGV_5,s2,"Med(log(V+1),5)",kept
MED_LOGV_60,s2,"Med(log(V+1),60)",kept
MED_LOW_10,s2,"Med(L̃,10)/C̃",kept
MED_LOW_20,s2,"Med(L̃,20)/C̃",kept
MED_LOW_3,s2,"Med(L̃,3)/C̃",kept
MED_LOW_30,s2,"Med(L̃,30)/C̃",kept
MED_LOW_5,s2,"Med(L̃,5)/C̃",kept
MED_LOW_60,s2,"Med(L̃,60)/C̃",kept
MED_OPEN_10,s2,"Med(Õ,10)/C̃",kept
MED_OPEN_20,s2,"Med(Õ,20)/C̃",kept
MED_OPEN_3,s2,"Med(Õ,3)/C̃",kept
MED_OPEN_30,s2,"Med(Õ,30)/C̃",kept
MED_OPEN_5,s2,"Med(Õ,5)/C̃",kept
MED_OPEN_60,s2,"Med(Õ,60)/C̃",kept
MED_RETID_10,s2,"Med(C/O-1,10)",kept
MED_RETID_20,s2,"Med(C/O-1,20)",kept
MED_RETID_3,s2,"Med(C/O-1,3)",kept
MED_RETID_30,s2,"Med(C/O-1,30)",kept
MED_RETID_5,s2,"Med(C/O-1,5)",kept
MED_RETID_60,s2,"Med(C/O-1,60)",kept
MED_RETON_10,s2,"Med(O/PC-1,10)",kept
MED_RETON_20,s2,"Med(O/PC-1,20)",kept
MED_RETON_3,s2,"Med(O/PC-1,3)",kept
MED_RETON_30,s2,"Med(O/PC-1,30)",kept
MED_RETON_5,s2,"Med(O/PC-1,5)",kept
MED_RETON_60,s2,"Med(O/PC-1,60)",kept
MED_R_10,s2,"Med(pct_chg/100,10)",kept
MED_R_20,s2,"Med(pct_chg/100,20)",kept
MED_R_3,s2,"Med(pct_chg/100,3)",kept
MED_R_30,s2,"Med(pct_chg/100,30)",kept
MED_R_5,s2,"Med(pct_chg/100,5)",kept
MED_R_60,s2,"Med(pct_chg/100,60)",kept
MED_VWAP_10,s2,"Med(A/V,10)/C",kept
MED_VWAP_20,s2,"Med(A/V,20)/C",kept
MED_VWAP_3,s2,"Med(A/V,3)/C",kept
MED_VWAP_30,s2,"Med(A/V,30)/C",kept
MED_VWAP_5,s2,"Med(A/V,5)/C",kept
MED_VWAP_60,s2,"Med(A/V,60)/C",kept
MED_V_10,s2,"Med(V,10)/(x+1)",kept
MED_V_20,s2,"Med(V,20)/(x+1)",kept
MED_V_3,s2,"Med(V,3)/(x+1)",kept
MED_V_30,s2,"Med(V,30)/(x+1)",kept
MED_V_5,s2,"Med(V,5)/(x+1)",kept
MED_V_60,s2,"Med(V,60)/(x+1)",kept
MIN20,s1,"彩票｜Min(R,20)",kept
MIN_A_10,s2,"Min(A,10)/(x+1)",kept
MIN_A_20,s2,"Min(A,20)/(x+1)",kept
MIN_A_3,s2,"Min(A,3)/(x+1)",kept
MIN_A_30,s2,"Min(A,30)/(x+1)",kept
MIN_A_5,s2,"Min(A,5)/(x+1)",kept
MIN_A_60,s2,"Min(A,60)/(x+1)",kept
MIN_CF_10,s2,"Min(CF,10)/C̃",kept
MIN_CF_20,s2,"Min(CF,20)/C̃",kept
MIN_CF_3,s2,"Min(CF,3)/C̃",kept
MIN_CF_30,s2,"Min(CF,30)/C̃",kept
MIN_CF_5,s2,"Min(CF,5)/C̃",kept
MIN_CF_60,s2,"Min(CF,60)/C̃",kept
MIN_CLOSE_10,s2,"Min(C̃,10)/C̃","dropped_dedup(anchor=MIN_CF_10, rho=1.000000)"
MIN_CLOSE_20,s2,"Min(C̃,20)/C̃","dropped_dedup(anchor=MIN_CF_20, rho=1.000000)"
MIN_CLOSE_3,s2,"Min(C̃,3)/C̃","dropped_dedup(anchor=MIN_CF_3, rho=1.000000)"
MIN_CLOSE_30,s2,"Min(C̃,30)/C̃","dropped_dedup(anchor=MIN_CF_30, rho=1.000000)"
MIN_CLOSE_5,s2,"Min(C̃,5)/C̃","dropped_dedup(anchor=MIN_CF_5, rho=1.000000)"
MIN_CLOSE_60,s2,"Min(C̃,60)/C̃","dropped_dedup(anchor=MIN_CF_60, rho=1.000000)"
MIN_HIGH_10,s2,"Min(H̃,10)/C̃",kept
MIN_HIGH_20,s2,"Min(H̃,20)/C̃",kept
MIN_HIGH_3,s2,"Min(H̃,3)/C̃",kept
MIN_HIGH_30,s2,"Min(H̃,30)/C̃",kept
MIN_HIGH_5,s2,"Min(H̃,5)/C̃",kept
MIN_HIGH_60,s2,"Min(H̃,60)/C̃",kept
MIN_HLR_10,s2,"Min(H/L,10)",kept
MIN_HLR_20,s2,"Min(H/L,20)",kept
MIN_HLR_3,s2,"Min(H/L,3)",kept
MIN_HLR_30,s2,"Min(H/L,30)",kept
MIN_HLR_5,s2,"Min(H/L,5)",kept
MIN_HLR_60,s2,"Min(H/L,60)",kept
MIN_LOGV_10,s2,"Min(log(V+1),10)",kept
MIN_LOGV_20,s2,"Min(log(V+1),20)",kept
MIN_LOGV_3,s2,"Min(log(V+1),3)",kept
MIN_LOGV_30,s2,"Min(log(V+1),30)",kept
MIN_LOGV_5,s2,"Min(log(V+1),5)",kept
MIN_LOGV_60,s2,"Min(log(V+1),60)",kept
MIN_LOW_10,s2,"Min(L̃,10)/C̃",kept
MIN_LOW_20,s2,"Min(L̃,20)/C̃","dropped_dedup(anchor=DIST_SUPPORT20, rho=-1.000000)"
MIN_LOW_3,s2,"Min(L̃,3)/C̃",kept
MIN_LOW_30,s2,"Min(L̃,30)/C̃",kept
MIN_LOW_5,s2,"Min(L̃,5)/C̃",kept
MIN_LOW_60,s2,"Min(L̃,60)/C̃",kept
MIN_OPEN_10,s2,"Min(Õ,10)/C̃",kept
MIN_OPEN_20,s2,"Min(Õ,20)/C̃",kept
MIN_OPEN_3,s2,"Min(Õ,3)/C̃",kept
MIN_OPEN_30,s2,"Min(Õ,30)/C̃",kept
MIN_OPEN_5,s2,"Min(Õ,5)/C̃",kept
MIN_OPEN_60,s2,"Min(Õ,60)/C̃",kept
MIN_RETID_10,s2,"Min(C/O-1,10)",kept
MIN_RETID_20,s2,"Min(C/O-1,20)",kept
MIN_RETID_3,s2,"Min(C/O-1,3)",kept
MIN_RETID_30,s2,"Min(C/O-1,30)",kept
MIN_RETID_5,s2,"Min(C/O-1,5)",kept
MIN_RETID_60,s2,"Min(C/O-1,60)",kept
MIN_RETON_10,s2,"Min(O/PC-1,10)",kept
MIN_RETON_20,s2,"Min(O/PC-1,20)",kept
MIN_RETON_3,s2,"Min(O/PC-1,3)",kept
MIN_RETON_30,s2,"Min(O/PC-1,30)",kept
MIN_RETON_5,s2,"Min(O/PC-1,5)",kept
MIN_RETON_60,s2,"Min(O/PC-1,60)",kept
MIN_R_10,s2,"Min(pct_chg/100,10)",kept
MIN_R_20,s2,"Min(pct_chg/100,20)","dropped_dedup(anchor=MIN20, rho=1.000000)"
MIN_R_3,s2,"Min(pct_chg/100,3)",kept
MIN_R_30,s2,"Min(pct_chg/100,30)",kept
MIN_R_5,s2,"Min(pct_chg/100,5)",kept
MIN_R_60,s2,"Min(pct_chg/100,60)",kept
MIN_VWAP_10,s2,"Min(A/V,10)/C",kept
MIN_VWAP_20,s2,"Min(A/V,20)/C",kept
MIN_VWAP_3,s2,"Min(A/V,3)/C",kept
MIN_VWAP_30,s2,"Min(A/V,30)/C",kept
MIN_VWAP_5,s2,"Min(A/V,5)/C",kept
MIN_VWAP_60,s2,"Min(A/V,60)/C",kept
MIN_V_10,s2,"Min(V,10)/(x+1)",kept
MIN_V_20,s2,"Min(V,20)/(x+1)",kept
MIN_V_3,s2,"Min(V,3)/(x+1)",kept
MIN_V_30,s2,"Min(V,30)/(x+1)",kept
MIN_V_5,s2,"Min(V,5)/(x+1)",kept
MIN_V_60,s2,"Min(V,60)/(x+1)",kept
MKT_AMT_PCT,s1,市场情绪｜全市场 amount 加总 20 日均值的 250 日时序分位,kept
MKT_AVG_AMP,s1,市场状态｜两指数 (H-L)/L 当日均值,kept
MKT_AVG_CHANGE,s1,市场状态｜两指数 (C-O)/O 均值,kept
MKT_DD120,s1,"市场状态｜C_idx/Max(H_idx,120)-1",kept
MKT_MA60,s1,"市场状态｜C_idx/Mean(C_idx,60)-1",kept
MKT_MEDIAN_RET20,s1,市场宽度｜universe 内 RET20 中位数 (自算),kept
MKT_RET20,s1,"市场状态｜C_idx/shift(C_idx,20)-1",kept
MKT_RSI14,s1,"市场状态｜RSI(C_idx,14)",kept
MKT_SENTIMENT,s1,市场状态｜两指数均值版情绪 (规则同单指数),kept
MKT_SH_AMPLITUDE,s1,市场状态｜上证指数 (H-L)/L,kept
MKT_SH_PRICE_CHANGE,s1,市场状态｜上证指数 (C-O)/O,kept
MKT_SH_PRICE_CHANGE_ABS,s1,市场状态｜|MKT_SH_PRICE_CHANGE|,kept
MKT_SH_PRICE_WAVE_ABS,s1,市场状态｜上证指数振幅绝对值,"dropped_dedup(anchor=MKT_SH_AMPLITUDE, rho=1.000000)"
MKT_SH_SENTIMENT,s1,市场状态｜涨>1%且振幅<2%->2; 跌>1%且振幅>3%->0; 否则 1 (上证),kept
MKT_SH_SZ_SYNC_DIRECTION,s1,市场状态｜1[两指数 (C-O)/O 同号],kept
MKT_SH_SZ_SYNC_STRENGTH,s1,市场状态｜|pc_sh - pc_sz|,kept
MKT_SH_VOLUME_RATIO,s1,市场状态｜上证指数量/20 日均量,kept
MKT_SH_VOLUME_SIGNAL,s1,市场状态｜1[量比>1.2] (上证),kept
MKT_SYNC_SCORE,s1,"市场状态｜1 - min(1, |pc_sh-pc_sz|/0.02), pc=(C-O)/O (v2 market_sync_score 口径)",kept
MKT_SZ_AMPLITUDE,s1,市场状态｜深证成指 (H-L)/L,kept
MKT_SZ_PRICE_CHANGE,s1,市场状态｜深证成指 (C-O)/O,kept
MKT_SZ_PRICE_CHANGE_ABS,s1,市场状态｜|MKT_SZ_PRICE_CHANGE|,kept
MKT_SZ_PRICE_WAVE_ABS,s1,市场状态｜深证成指振幅绝对值,"dropped_dedup(anchor=MKT_SZ_AMPLITUDE, rho=1.000000)"
MKT_SZ_SENTIMENT,s1,市场状态｜同上 (深证),kept
MKT_SZ_VOLUME_RATIO,s1,市场状态｜深证成指量/20 日均量,kept
MKT_SZ_VOLUME_SIGNAL,s1,市场状态｜1[量比>1.2] (深证),kept
MKT_VOL20_PCT,s1,"市场状态｜pct_ts(Std(R_idx,20),250)",kept
NEW_LISTING,s1,制度｜1[T - list_date < 250 交易日] (= 股内行号 < 250),kept
OBV_DIV,s1,"量价背离｜zscore_ts(C~,20)-zscore_ts(OBV,20)",kept
OBV_TREND,s1,"量能｜Slope(OBV,5)/Mean(V,20), OBV=sign(R)*V 累积",kept
PARK20,s1,"波动率｜sqrt(Sum(log(H/L)^2,20)/(4*ln2*20)) (Parkinson)",kept
PCTB,s1,"技术指标｜(C~-Mean(C~,20))/(2*Std(C~,20)) (%B)",kept
POS_52W,s1,"位置｜(C~-Min(L~,250))/(Max(H~,250)-Min(L~,250))",kept
PRICE_IMPACT,s1,流动性｜abs(C-O)/sqrt(V),kept
PRICE_TREND5,s1,"位置结构｜Slope(C~,5)/C~",kept
PVR20,s1,"量价背离｜Mean(V|R>0,20)/Mean(V|R<0,20) (最少 5 个上涨日否则 NaN)",kept
Q20_A_10,s2,"Quant(A,10,0.2)/(x+1)",kept
Q20_A_20,s2,"Quant(A,20,0.2)/(x+1)",kept
Q20_A_3,s2,"Quant(A,3,0.2)/(x+1)",kept
Q20_A_30,s2,"Quant(A,30,0.2)/(x+1)",kept
Q20_A_5,s2,"Quant(A,5,0.2)/(x+1)",kept
Q20_A_60,s2,"Quant(A,60,0.2)/(x+1)",kept
Q20_CF_10,s2,"Quant(CF,10,0.2)/C̃",kept
Q20_CF_20,s2,"Quant(CF,20,0.2)/C̃",kept
Q20_CF_3,s2,"Quant(CF,3,0.2)/C̃",kept
Q20_CF_30,s2,"Quant(CF,30,0.2)/C̃",kept
Q20_CF_5,s2,"Quant(CF,5,0.2)/C̃",kept
Q20_CF_60,s2,"Quant(CF,60,0.2)/C̃",kept
Q20_CLOSE_10,s2,"Quant(C̃,10,0.2)/C̃","dropped_dedup(anchor=Q20_CF_10, rho=1.000000)"
Q20_CLOSE_20,s2,"Quant(C̃,20,0.2)/C̃","dropped_dedup(anchor=Q20_CF_20, rho=1.000000)"
Q20_CLOSE_3,s2,"Quant(C̃,3,0.2)/C̃","dropped_dedup(anchor=Q20_CF_3, rho=1.000000)"
Q20_CLOSE_30,s2,"Quant(C̃,30,0.2)/C̃","dropped_dedup(anchor=Q20_CF_30, rho=1.000000)"
Q20_CLOSE_5,s2,"Quant(C̃,5,0.2)/C̃","dropped_dedup(anchor=Q20_CF_5, rho=1.000000)"
Q20_CLOSE_60,s2,"Quant(C̃,60,0.2)/C̃","dropped_dedup(anchor=Q20_CF_60, rho=1.000000)"
Q20_HIGH_10,s2,"Quant(H̃,10,0.2)/C̃",kept
Q20_HIGH_20,s2,"Quant(H̃,20,0.2)/C̃",kept
Q20_HIGH_3,s2,"Quant(H̃,3,0.2)/C̃",kept
Q20_HIGH_30,s2,"Quant(H̃,30,0.2)/C̃",kept
Q20_HIGH_5,s2,"Quant(H̃,5,0.2)/C̃",kept
Q20_HIGH_60,s2,"Quant(H̃,60,0.2)/C̃",kept
Q20_HLR_10,s2,"Quant(H/L,10,0.2)",kept
Q20_HLR_20,s2,"Quant(H/L,20,0.2)",kept
Q20_HLR_3,s2,"Quant(H/L,3,0.2)",kept
Q20_HLR_30,s2,"Quant(H/L,30,0.2)",kept
Q20_HLR_5,s2,"Quant(H/L,5,0.2)",kept
Q20_HLR_60,s2,"Quant(H/L,60,0.2)",kept
Q20_LOGV_10,s2,"Quant(log(V+1),10,0.2)",kept
Q20_LOGV_20,s2,"Quant(log(V+1),20,0.2)",kept
Q20_LOGV_3,s2,"Quant(log(V+1),3,0.2)",kept
Q20_LOGV_30,s2,"Quant(log(V+1),30,0.2)",kept
Q20_LOGV_5,s2,"Quant(log(V+1),5,0.2)",kept
Q20_LOGV_60,s2,"Quant(log(V+1),60,0.2)",kept
Q20_LOW_10,s2,"Quant(L̃,10,0.2)/C̃",kept
Q20_LOW_20,s2,"Quant(L̃,20,0.2)/C̃",kept
Q20_LOW_3,s2,"Quant(L̃,3,0.2)/C̃",kept
Q20_LOW_30,s2,"Quant(L̃,30,0.2)/C̃",kept
Q20_LOW_5,s2,"Quant(L̃,5,0.2)/C̃",kept
Q20_LOW_60,s2,"Quant(L̃,60,0.2)/C̃",kept
Q20_OPEN_10,s2,"Quant(Õ,10,0.2)/C̃",kept
Q20_OPEN_20,s2,"Quant(Õ,20,0.2)/C̃",kept
Q20_OPEN_3,s2,"Quant(Õ,3,0.2)/C̃",kept
Q20_OPEN_30,s2,"Quant(Õ,30,0.2)/C̃",kept
Q20_OPEN_5,s2,"Quant(Õ,5,0.2)/C̃",kept
Q20_OPEN_60,s2,"Quant(Õ,60,0.2)/C̃",kept
Q20_RETID_10,s2,"Quant(C/O-1,10,0.2)",kept
Q20_RETID_20,s2,"Quant(C/O-1,20,0.2)",kept
Q20_RETID_3,s2,"Quant(C/O-1,3,0.2)",kept
Q20_RETID_30,s2,"Quant(C/O-1,30,0.2)",kept
Q20_RETID_5,s2,"Quant(C/O-1,5,0.2)",kept
Q20_RETID_60,s2,"Quant(C/O-1,60,0.2)",kept
Q20_RETON_10,s2,"Quant(O/PC-1,10,0.2)",kept
Q20_RETON_20,s2,"Quant(O/PC-1,20,0.2)",kept
Q20_RETON_3,s2,"Quant(O/PC-1,3,0.2)",kept
Q20_RETON_30,s2,"Quant(O/PC-1,30,0.2)",kept
Q20_RETON_5,s2,"Quant(O/PC-1,5,0.2)",kept
Q20_RETON_60,s2,"Quant(O/PC-1,60,0.2)",kept
Q20_R_10,s2,"Quant(pct_chg/100,10,0.2)",kept
Q20_R_20,s2,"Quant(pct_chg/100,20,0.2)",kept
Q20_R_3,s2,"Quant(pct_chg/100,3,0.2)",kept
Q20_R_30,s2,"Quant(pct_chg/100,30,0.2)",kept
Q20_R_5,s2,"Quant(pct_chg/100,5,0.2)",kept
Q20_R_60,s2,"Quant(pct_chg/100,60,0.2)",kept
Q20_VWAP_10,s2,"Quant(A/V,10,0.2)/C",kept
Q20_VWAP_20,s2,"Quant(A/V,20,0.2)/C",kept
Q20_VWAP_3,s2,"Quant(A/V,3,0.2)/C",kept
Q20_VWAP_30,s2,"Quant(A/V,30,0.2)/C",kept
Q20_VWAP_5,s2,"Quant(A/V,5,0.2)/C",kept
Q20_VWAP_60,s2,"Quant(A/V,60,0.2)/C",kept
Q20_V_10,s2,"Quant(V,10,0.2)/(x+1)",kept
Q20_V_20,s2,"Quant(V,20,0.2)/(x+1)",kept
Q20_V_3,s2,"Quant(V,3,0.2)/(x+1)",kept
Q20_V_30,s2,"Quant(V,30,0.2)/(x+1)",kept
Q20_V_5,s2,"Quant(V,5,0.2)/(x+1)",kept
Q20_V_60,s2,"Quant(V,60,0.2)/(x+1)",kept
Q80_A_10,s2,"Quant(A,10,0.8)/(x+1)",kept
Q80_A_20,s2,"Quant(A,20,0.8)/(x+1)",kept
Q80_A_3,s2,"Quant(A,3,0.8)/(x+1)",kept
Q80_A_30,s2,"Quant(A,30,0.8)/(x+1)",kept
Q80_A_5,s2,"Quant(A,5,0.8)/(x+1)",kept
Q80_A_60,s2,"Quant(A,60,0.8)/(x+1)",kept
Q80_CF_10,s2,"Quant(CF,10,0.8)/C̃",kept
Q80_CF_20,s2,"Quant(CF,20,0.8)/C̃",kept
Q80_CF_3,s2,"Quant(CF,3,0.8)/C̃",kept
Q80_CF_30,s2,"Quant(CF,30,0.8)/C̃",kept
Q80_CF_5,s2,"Quant(CF,5,0.8)/C̃",kept
Q80_CF_60,s2,"Quant(CF,60,0.8)/C̃",kept
Q80_CLOSE_10,s2,"Quant(C̃,10,0.8)/C̃","dropped_dedup(anchor=Q80_CF_10, rho=1.000000)"
Q80_CLOSE_20,s2,"Quant(C̃,20,0.8)/C̃","dropped_dedup(anchor=Q80_CF_20, rho=1.000000)"
Q80_CLOSE_3,s2,"Quant(C̃,3,0.8)/C̃","dropped_dedup(anchor=Q80_CF_3, rho=1.000000)"
Q80_CLOSE_30,s2,"Quant(C̃,30,0.8)/C̃","dropped_dedup(anchor=Q80_CF_30, rho=1.000000)"
Q80_CLOSE_5,s2,"Quant(C̃,5,0.8)/C̃","dropped_dedup(anchor=Q80_CF_5, rho=1.000000)"
Q80_CLOSE_60,s2,"Quant(C̃,60,0.8)/C̃","dropped_dedup(anchor=Q80_CF_60, rho=1.000000)"
Q80_HIGH_10,s2,"Quant(H̃,10,0.8)/C̃",kept
Q80_HIGH_20,s2,"Quant(H̃,20,0.8)/C̃",kept
Q80_HIGH_3,s2,"Quant(H̃,3,0.8)/C̃",kept
Q80_HIGH_30,s2,"Quant(H̃,30,0.8)/C̃",kept
Q80_HIGH_5,s2,"Quant(H̃,5,0.8)/C̃",kept
Q80_HIGH_60,s2,"Quant(H̃,60,0.8)/C̃",kept
Q80_HLR_10,s2,"Quant(H/L,10,0.8)",kept
Q80_HLR_20,s2,"Quant(H/L,20,0.8)",kept
Q80_HLR_3,s2,"Quant(H/L,3,0.8)",kept
Q80_HLR_30,s2,"Quant(H/L,30,0.8)",kept
Q80_HLR_5,s2,"Quant(H/L,5,0.8)",kept
Q80_HLR_60,s2,"Quant(H/L,60,0.8)",kept
Q80_LOGV_10,s2,"Quant(log(V+1),10,0.8)",kept
Q80_LOGV_20,s2,"Quant(log(V+1),20,0.8)",kept
Q80_LOGV_3,s2,"Quant(log(V+1),3,0.8)",kept
Q80_LOGV_30,s2,"Quant(log(V+1),30,0.8)",kept
Q80_LOGV_5,s2,"Quant(log(V+1),5,0.8)",kept
Q80_LOGV_60,s2,"Quant(log(V+1),60,0.8)",kept
Q80_LOW_10,s2,"Quant(L̃,10,0.8)/C̃",kept
Q80_LOW_20,s2,"Quant(L̃,20,0.8)/C̃",kept
Q80_LOW_3,s2,"Quant(L̃,3,0.8)/C̃",kept
Q80_LOW_30,s2,"Quant(L̃,30,0.8)/C̃",kept
Q80_LOW_5,s2,"Quant(L̃,5,0.8)/C̃",kept
Q80_LOW_60,s2,"Quant(L̃,60,0.8)/C̃",kept
Q80_OPEN_10,s2,"Quant(Õ,10,0.8)/C̃",kept
Q80_OPEN_20,s2,"Quant(Õ,20,0.8)/C̃",kept
Q80_OPEN_3,s2,"Quant(Õ,3,0.8)/C̃",kept
Q80_OPEN_30,s2,"Quant(Õ,30,0.8)/C̃",kept
Q80_OPEN_5,s2,"Quant(Õ,5,0.8)/C̃",kept
Q80_OPEN_60,s2,"Quant(Õ,60,0.8)/C̃",kept
Q80_RETID_10,s2,"Quant(C/O-1,10,0.8)",kept
Q80_RETID_20,s2,"Quant(C/O-1,20,0.8)",kept
Q80_RETID_3,s2,"Quant(C/O-1,3,0.8)",kept
Q80_RETID_30,s2,"Quant(C/O-1,30,0.8)",kept
Q80_RETID_5,s2,"Quant(C/O-1,5,0.8)",kept
Q80_RETID_60,s2,"Quant(C/O-1,60,0.8)",kept
Q80_RETON_10,s2,"Quant(O/PC-1,10,0.8)",kept
Q80_RETON_20,s2,"Quant(O/PC-1,20,0.8)",kept
Q80_RETON_3,s2,"Quant(O/PC-1,3,0.8)",kept
Q80_RETON_30,s2,"Quant(O/PC-1,30,0.8)",kept
Q80_RETON_5,s2,"Quant(O/PC-1,5,0.8)",kept
Q80_RETON_60,s2,"Quant(O/PC-1,60,0.8)",kept
Q80_R_10,s2,"Quant(pct_chg/100,10,0.8)",kept
Q80_R_20,s2,"Quant(pct_chg/100,20,0.8)",kept
Q80_R_3,s2,"Quant(pct_chg/100,3,0.8)",kept
Q80_R_30,s2,"Quant(pct_chg/100,30,0.8)",kept
Q80_R_5,s2,"Quant(pct_chg/100,5,0.8)",kept
Q80_R_60,s2,"Quant(pct_chg/100,60,0.8)",kept
Q80_VWAP_10,s2,"Quant(A/V,10,0.8)/C",kept
Q80_VWAP_20,s2,"Quant(A/V,20,0.8)/C",kept
Q80_VWAP_3,s2,"Quant(A/V,3,0.8)/C",kept
Q80_VWAP_30,s2,"Quant(A/V,30,0.8)/C",kept
Q80_VWAP_5,s2,"Quant(A/V,5,0.8)/C",kept
Q80_VWAP_60,s2,"Quant(A/V,60,0.8)/C",kept
Q80_V_10,s2,"Quant(V,10,0.8)/(x+1)",kept
Q80_V_20,s2,"Quant(V,20,0.8)/(x+1)",kept
Q80_V_3,s2,"Quant(V,3,0.8)/(x+1)",kept
Q80_V_30,s2,"Quant(V,30,0.8)/(x+1)",kept
Q80_V_5,s2,"Quant(V,5,0.8)/(x+1)",kept
Q80_V_60,s2,"Quant(V,60,0.8)/(x+1)",kept
REBOUND_DAY_T,s1,事件结构｜(C~[T]-O~[T])/ATR14[T] (等价原始价口径 (C-O)/ATR),kept
REBOUND_FROM_L2,s1,事件结构｜(C~[T]-L~[i2])/ATR14[T],kept
REF_A_10,s2,"Ref(A,10)/(x+1)","dropped_dedup(anchor=DELTA_A_10, rho=-1.000000)"
REF_A_20,s2,"Ref(A,20)/(x+1)","dropped_dedup(anchor=DELTA_A_20, rho=-0.999996)"
REF_A_3,s2,"Ref(A,3)/(x+1)","dropped_dedup(anchor=DELTA_A_3, rho=-0.999993)"
REF_A_30,s2,"Ref(A,30)/(x+1)","dropped_dedup(anchor=DELTA_A_30, rho=-1.000000)"
REF_A_5,s2,"Ref(A,5)/(x+1)","dropped_dedup(anchor=DELTA_A_5, rho=-0.999993)"
REF_A_60,s2,"Ref(A,60)/(x+1)","dropped_dedup(anchor=DELTA_A_60, rho=-1.000000)"
REF_CF_10,s2,"Ref(CF,10)/C̃","dropped_dedup(anchor=DELTA_CF_10, rho=-1.000000)"
REF_CF_20,s2,"Ref(CF,20)/C̃","dropped_dedup(anchor=DELTA_CF_20, rho=-1.000000)"
REF_CF_3,s2,"Ref(CF,3)/C̃","dropped_dedup(anchor=DELTA_CF_3, rho=-1.000000)"
REF_CF_30,s2,"Ref(CF,30)/C̃","dropped_dedup(anchor=DELTA_CF_30, rho=-1.000000)"
REF_CF_5,s2,"Ref(CF,5)/C̃","dropped_dedup(anchor=DELTA_CF_5, rho=-1.000000)"
REF_CF_60,s2,"Ref(CF,60)/C̃","dropped_dedup(anchor=DELTA_CF_60, rho=-1.000000)"
REF_CLOSE_10,s2,"Ref(C̃,10)/C̃","dropped_dedup(anchor=DELTA_CF_10, rho=-1.000000)"
REF_CLOSE_20,s2,"Ref(C̃,20)/C̃","dropped_dedup(anchor=DELTA_CF_20, rho=-1.000000)"
REF_CLOSE_3,s2,"Ref(C̃,3)/C̃","dropped_dedup(anchor=DELTA_CF_3, rho=-1.000000)"
REF_CLOSE_30,s2,"Ref(C̃,30)/C̃","dropped_dedup(anchor=DELTA_CF_30, rho=-1.000000)"
REF_CLOSE_5,s2,"Ref(C̃,5)/C̃","dropped_dedup(anchor=DELTA_CF_5, rho=-1.000000)"
REF_CLOSE_60,s2,"Ref(C̃,60)/C̃","dropped_dedup(anchor=DELTA_CF_60, rho=-1.000000)"
REF_HIGH_10,s2,"Ref(H̃,10)/C̃",kept
REF_HIGH_20,s2,"Ref(H̃,20)/C̃",kept
REF_HIGH_3,s2,"Ref(H̃,3)/C̃",kept
REF_HIGH_30,s2,"Ref(H̃,30)/C̃",kept
REF_HIGH_5,s2,"Ref(H̃,5)/C̃",kept
REF_HIGH_60,s2,"Ref(H̃,60)/C̃","dropped_dedup(anchor=DELTA_HIGH_60, rho=-0.999321)"
REF_HLR_10,s2,"Ref(H/L,10)",kept
