name,method,price,order,pct,min_sep,indicator,min_change,below_zero,min_decline,lookback,volume_confirm,multi,entry,regime_filter,ma200_filter,sample,n_events,n_event_stocks,freq_per_stock_year,elapsed_s,r5_e_win,r5_e_exc1,r5_e_pmw1,r5_v_win,r5_v_exc1,r5_v_pmw1,r10_e_win,r10_e_exc1,r10_e_pmw1,r10_v_win,r10_v_exc1,r10_v_pmw1,r30_e_win,r30_e_exc1,r30_e_pmw1,r30_v_win,r30_v_exc1,r30_v_pmw1,dyn_e_win,dyn_e_exc1,dyn_e_pmw1,dyn_v_win,dyn_v_exc1,dyn_v_pmw1,hit_e_win,hit_e_exc1,hit_e_pmw1,hit_v_win,hit_v_exc1,hit_v_pmw1,mfe_e_win,mfe_e_exc1,mfe_e_pmw1,mfe_v_win,mfe_v_exc1,mfe_v_pmw1
m_fractal15_full,fractal,close,15,0.05,20,dif,0.001,True,0.08,2,True,1,close_T,up,,0,8158,4039,0.1093,8.8,,,,,,,0.5686,0.018,0.0,0.631,0.0271,0.0,0.6199,0.0495,0.0,0.5765,0.029,0.0,,,,,,,0.6081,0.1019,0.0,0.6473,0.15,0.0,,,,,,
m_zigzag08_full,zigzag,close,10,0.08,5,dif,0.001,True,0.08,2,True,1,close_T,up,,0,9132,4021,0.1223,9.0,,,,,,,0.4706,-0.0095,0.0,0.5176,0.0041,0.0057,0.6583,0.0761,0.0,0.4872,0.0018,0.1959,,,,,,,0.4933,-0.0134,0.078,0.5873,0.0924,0.0,,,,,,
m_zigzag05_full,zigzag,close,10,0.05,5,dif,0.001,True,0.08,2,True,1,close_T,up,,0,9325,4009,0.1249,9.1,,,,,,,0.4769,-0.003,0.0029,0.5409,0.0059,0.0,0.6873,0.0891,0.0,0.5311,0.0074,0.0,,,,,,,0.4841,-0.0206,0.0063,0.5853,0.0888,0.0,,,,,,
m_zigzag05_nofilter,zigzag,close,10,0.05,5,dif,0.001,True,0.08,2,True,1,close_T,all,,0,37012,5512,0.4959,10.0,,,,,,,0.5311,0.0063,0.0,0.56,0.0165,0.0,0.5639,0.0326,0.0,0.548,0.0321,0.0,,,,,,,0.547,0.0424,0.0,0.5939,0.0974,0.0,,,,,,
m_zigzag05_notrigconf,zigzag,close,10,0.05,5,dif,0.001,False,0.0,2,False,1,close_T,up,,0,57491,5613,0.7702,11.2,,,,,,,0.5372,0.01,0.0,0.5329,0.0068,0.0,0.5834,0.0445,0.0,0.506,0.0014,0.0,,,,,,,0.5555,0.0505,0.0,0.5541,0.0573,0.0,,,,,,
m_intersect_f,fractal,close,15,0.05,20,dif,0.001,True,0.08,2,True,1,close_T,up,,0,1952,1591,0.0262,4.1,,,,,,,0.5679,0.0136,0.0,0.6059,0.0153,0.0,0.587,0.0383,0.0,0.5426,0.0138,0.0,,,,,,,0.5987,0.0926,0.0,0.605,0.1076,0.0,,,,,,
m_intersect,zigzag,close,10,0.05,5,dif,0.001,True,0.08,2,True,1,close_T,up,,0,2013,1624,0.027,4.5,,,,,,,0.6749,0.0354,0.0,0.7128,0.0411,0.0,0.6965,0.08,0.0,0.6628,0.0518,0.0,,,,,,,0.6728,0.1682,0.0,0.7301,0.2335,0.0,,,,,,
