,2022,2023,2024,2025,mean_delta,years_above_null95
bb_upper,0.00010000639129315037,5.457303655787005e-05,0.0005149165210776019,-3.78690373875612e-05,0.00015790672788526527,1
macd_signal,0.00039075173876423897,5.721764372551563e-05,0.00032379942830601527,-0.00015769779361773928,0.00015351775429450765,0
illiq_lag_3_z,0.0,0.00011919481889882677,-9.180023718025065e-06,0.00042231685512372774,0.00013308291257613236,0
support_resistance_ratio_lag_3,5.71902255004364e-05,0.0005549047760115,0.00024305164111609878,-0.00034081736844226995,0.0001285823185464413,1
bb_middle,0.00036237100713532033,-6.5312510911241795e-06,0.00019112259937470455,-4.492102886888283e-05,0.00012551033163750447,0
price_vs_ma20,4.216380896204797e-06,-4.448848389460025e-06,0.00048635473420188813,-5.108404506848352e-06,0.00012025346555044614,1
volume_lag_30,8.467530574784998e-05,8.762191933331387e-05,0.00025617266716493337,1.329353658263699e-07,0.0001071507069029809,0
volume_z,-0.00011268527713492738,0.00010495078659711332,-5.888425646083384e-06,0.00037880177426008466,9.12947145190468e-05,0
macd_signal_rankpct,-0.0002048628261186458,0.00014081656723252678,0.00033945993625073,2.696837737969915e-05,7.559551368607753e-05,0
vol_gk_lag_3_z,0.0,0.0,0.00030199778225625806,0.0,7.549944556406452e-05,0
vol_gk_lag_3_rankpct,0.0,0.0,0.0002953988612211522,0.0,7.384971530528806e-05,0
volume_ma20_z,-1.3573230664976066e-06,3.2623847867063738e-06,0.0001819670521767125,0.00010599100981967258,7.246578092914846e-05,0
atr_ratio_z,0.0010560774397934125,-0.0011918997014862542,0.0005227382712889028,-0.00015295398078940536,5.849050720166393e-05,2
illiq_lag_1_rankpct,5.849158272397403e-06,4.001782712759194e-05,1.2873801982116184e-05,0.0001700782105455989,5.720474948192611e-05,0
volume_ma20_rankpct,5.6679107259371975e-05,-4.488197446972375e-06,4.6626630496149346e-05,0.00011251276404922184,5.2832576089442695e-05,0
volume_lag_3_z,-1.1803688022449244e-05,-2.4955988760955172e-05,5.0188780027882185e-05,0.00019638098588947717,5.2452522283488734e-05,0
rsi_robust,-8.955786996778237e-06,5.01404182284837e-06,0.00019690546800116282,3.340811681185052e-06,4.90761336271045e-05,0
atr_ratio_rankpct,0.00011480554958320788,-4.68729363731768e-05,6.410239933252182e-05,4.59893541975287e-05,4.45060916850204e-05,0
amplitude,0.0,0.0,0.00016609681899903972,0.0,4.152420474975993e-05,0
macd_rankpct,1.0730125553304326e-05,0.0,0.0001536114085805007,0.0,4.108538353345126e-05,0
