candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_base_rate,train_oof_average_precision,train_oof_n_days,train_oof_n_selected,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_base_rate,val_average_precision,val_n_days,val_n_selected,val_precision_at_5_dayavg,val_precision_at_5_eventavg
cur_pos_5d,0,15,50,0.05,0.6,"230,6,435,2,55",146,-2.11840208047873,3.098694770084863,0.19543758033465208,20797,0.493148050199548,0.5392475715546406,1970,6132,0.48775803722504235,0.49951076320939336,10224,0.5237676056338029,0.5874782023093024,778,3085,0.4600899742930591,0.4641815235008104
cur_pos_5d,1,15,50,0.05,0.8,"6,28,289,2,88",83,-1.7280430951795647,2.7585125776785597,0.09023110026972793,20797,0.493148050199548,0.5359190125488804,1970,6132,0.4908037225042301,0.5044031311154599,10224,0.5237676056338029,0.612656102690589,778,3085,0.4662596401028278,0.47196110210696923
cur_pos_5d,2,15,50,0.1,0.6,"101,4,90,135,126",91,-2.0765040181975563,3.1475949348061714,0.11241135935613217,20797,0.493148050199548,0.5547680397408996,1970,6132,0.492326565143824,0.5068493150684932,10224,0.5237676056338029,0.5955681105862021,778,3085,0.4606041131105398,0.46482982171799025
cur_pos_5d,3,15,50,0.1,0.8,"88,51,163,5,70",75,-2.180075592788951,2.704251634604036,0.2969497360977803,20797,0.493148050199548,0.5341155064894338,1970,6132,0.4845093062605753,0.4942922374429224,10224,0.5237676056338029,0.5382859884156559,778,3085,0.45263496143958865,0.4547811993517018
cur_pos_5d,4,15,100,0.05,0.6,"106,11,5,1,89",42,-1.2972357314571357,1.8572004914446152,0.12293539107880026,20797,0.493148050199548,0.5155285368214266,1970,6132,0.4860321489001692,0.49673842139595564,10224,0.5237676056338029,0.5972447727332022,778,3085,0.4660025706940874,0.47163695299837927
cur_pos_5d,5,15,100,0.05,0.8,"112,2,405,2,138",132,-1.682372007288176,2.421324877836165,0.1513861034057691,20797,0.493148050199548,0.5274755334186878,1970,6132,0.48714890016920476,0.49853228962818,10224,0.5237676056338029,0.6175075459443131,778,3085,0.45906169665809765,0.46288492706645057
cur_pos_5d,6,15,100,0.1,0.6,"32,9,137,92,97",73,-1.6581492394385717,2.1808594576339395,0.180843645094702,20797,0.493148050199548,0.5300335076168854,1970,6132,0.4889763113367175,0.5014677103718199,10224,0.5237676056338029,0.5655439229921044,778,3085,0.45134961439588683,0.45316045380875203
cur_pos_5d,7,15,100,0.1,0.8,"256,138,127,5,64",118,-1.933653575849485,2.330677862448449,0.26583294311141303,20797,0.493148050199548,0.5332778213266456,1970,6132,0.48491539763113367,0.49494455316373126,10224,0.5237676056338029,0.5318892950935769,778,3085,0.4593187660668381,0.46320907617504053
cur_pos_5d,8,15,200,0.05,0.6,"58,7,2,254,197",104,0.5943600488957772,0.8222041574959905,-0.5990414788150238,20797,0.493148050199548,0.5375456364158242,1970,6132,0.48989001692047374,0.50293542074364,10224,0.5237676056338029,0.608935380500435,778,3085,0.4726863753213368,0.480064829821718
cur_pos_5d,9,15,200,0.05,0.8,"28,8,199,10,308",111,0.34954171443437615,0.5080307863339454,-0.3634308827808399,20797,0.493148050199548,0.5210848800290347,1970,6132,0.4894839255499154,0.502283105022831,10224,0.5237676056338029,0.6158313752651013,778,3085,0.4729434447300771,0.48038897893030796
