candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_base_rate,train_oof_average_precision,train_oof_n_days,train_oof_n_selected,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_base_rate,val_average_precision,val_n_days,val_n_selected,val_precision_at_5_dayavg,val_precision_at_5_eventavg
open_exec_pos_45d,0,15,50,0.05,0.6,"3,89,126,3,52",55,0.0568368813329015,1.1199647617311361,-0.11241661482928593,20787,0.5324962717082792,0.6096126042894767,1970,6129,0.45935702199661593,0.4588024147495513,10202,0.5175455792981768,0.4950529319355213,777,3079,0.4830973830973831,0.5004871711594674
open_exec_pos_45d,1,15,50,0.05,0.8,"17,39,131,9,43",48,0.029916267397220336,0.9823171636765471,-0.08498362298737795,20787,0.5324962717082792,0.6064560048699819,1970,6129,0.4611844331641286,0.46173927231195955,10202,0.5175455792981768,0.4985837835328729,777,3079,0.485928785928786,0.504059759662228
open_exec_pos_45d,2,15,50,0.1,0.6,"11,6,71,4,16",22,-1.4178818614664794,3.299229477544649,0.04016999973854444,20787,0.5324962717082792,0.6119944375017604,1970,6129,0.4570219966159052,0.45504976341980746,10202,0.5175455792981768,0.4770164171595272,777,3079,0.47228657228657234,0.4868463786943813
open_exec_pos_45d,3,15,50,0.1,0.8,"2,7,60,5,22",19,1.3666301140964017,-0.05596028679798726,-0.4245547028307342,20787,0.5324962717082792,0.6109843216024731,1970,6129,0.46250423011844327,0.46386033610703215,10202,0.5175455792981768,0.5024854056200362,777,3079,0.4830973830973831,0.5004871711594674
open_exec_pos_45d,4,15,100,0.05,0.6,"3,13,144,21,52",47,0.13131740877472078,0.9650463852689846,-0.13574852672945129,20787,0.5324962717082792,0.5923647665158269,1970,6129,0.4585448392554991,0.45749714472181435,10202,0.5175455792981768,0.4963816062650759,777,3079,0.4846417846417847,0.5024358557973368
open_exec_pos_45d,5,15,100,0.05,0.8,"7,38,150,2,49",49,0.7516727402577206,-0.020508133686141863,-0.160519123349874,20787,0.5324962717082792,0.596508054575952,1970,6129,0.4609813874788494,0.4614129548050253,10202,0.5175455792981768,0.48834268191767394,777,3079,0.4830973830973831,0.5004871711594674
open_exec_pos_45d,6,15,100,0.1,0.6,"7,36,5,4,19",14,1.3409842890722439,-0.8629231896050367,-0.2499885193345792,20787,0.5324962717082792,0.5568206888358989,1970,6129,0.45834179357022,0.45717082721488006,10202,0.5175455792981768,0.4951667482379744,777,3079,0.476919776919777,0.4926924326079896
open_exec_pos_45d,7,15,100,0.1,0.8,"11,8,77,2,20",24,1.9811398990638267,-1.1813780526017028,-0.4478394977185041,20787,0.5324962717082792,0.5823801380961999,1970,6129,0.4574280879864636,0.455702398433676,10202,0.5175455792981768,0.5177127083011782,777,3079,0.4856713856713857,0.5037349788892498
open_exec_pos_45d,8,15,200,0.05,0.6,"6,28,11,50,116",42,-1.2111687539074873,2.835040515796498,0.01865954310475234,20787,0.5324962717082792,0.6182240325859579,1970,6129,0.4594585448392555,0.4589655735030184,10202,0.5175455792981768,0.5195639235563742,777,3079,0.4802659802659803,0.49691458265670674
open_exec_pos_45d,9,15,200,0.05,0.8,"4,33,127,47,41",50,-1.9272121110767582,3.1914823257022933,0.23424883123786436,20787,0.5324962717082792,0.6219450574199844,1970,6129,0.45539763113367165,0.4524392233643335,10202,0.5175455792981768,0.48651579347956536,777,3079,0.4828399828399828,0.5001623903864891
open_exec_pos_45d,10,15,200,0.1,0.6,"5,17,12,14,24",14,-1.5947186718235538,2.9141841072800294,0.16720616362875015,20787,0.5324962717082792,0.6182391449777688,1970,6129,0.460067681895093,0.4599445260238212,10202,0.5175455792981768,0.48709357556057387,777,3079,0.4738309738309738,0.48879506333225076
open_exec_pos_45d,11,15,200,0.1,0.8,"5,10,74,15,22",25,-1.5800753664261917,2.796918182243624,0.1716401333079479,20787,0.5324962717082792,0.6135848422870842,1970,6129,0.45722504230118444,0.4553760809267417,10202,0.5175455792981768,0.4953037999008591,777,3079,0.4828399828399828,0.5001623903864891
