candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_base_rate,train_oof_average_precision,train_oof_n_days,train_oof_n_selected,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_base_rate,val_average_precision,val_n_days,val_n_selected,val_precision_at_5_dayavg,val_precision_at_5_eventavg
open_exec_pos_15d,0,15,50,0.05,0.6,"31,13,1,20,105",34,2.0601199285386174,1.2709655673003935,-0.873057465612287,2655,0.6610169491525424,0.7598148979105348,335,801,0.5230845771144279,0.5393258426966292,3143,0.5030225898822781,0.5775840179610716,316,932,0.41218354430379744,0.44206008583690987
open_exec_pos_15d,1,15,50,0.05,0.8,"53,16,185,96,135",97,1.026044024523984,2.8922641951013057,-1.034325204729784,2655,0.6610169491525424,0.8296268847129251,335,801,0.5260696517412936,0.5455680399500624,3143,0.5030225898822781,0.5761871153919342,316,932,0.4185126582278481,0.45278969957081544
open_exec_pos_15d,2,15,50,0.1,0.6,"30,2,1,3,43",16,2.2887532687296295,0.9018563815356128,-0.8952388308621264,2655,0.6610169491525424,0.7481753357076507,335,801,0.5242786069651741,0.5418227215980025,3143,0.5030225898822781,0.5725717192062151,316,932,0.41977848101265836,0.45493562231759654
open_exec_pos_15d,3,15,50,0.1,0.8,"21,6,148,98,33",61,-0.07175532485723866,3.3491248850154673,-0.7004663249765883,2655,0.6610169491525424,0.8498432323082383,335,801,0.5260696517412936,0.5455680399500624,3143,0.5030225898822781,0.561193209024933,316,932,0.4166139240506329,0.44957081545064376
open_exec_pos_15d,4,15,100,0.05,0.6,"1,1,4,22,87",23,1.927545762055243,1.6218787142137143,-0.8275025696998543,2655,0.6610169491525424,0.7229360575354407,335,801,0.5248756218905473,0.5430711610486891,3143,0.5030225898822781,0.5589316670540437,316,932,0.41408227848101253,0.44527896995708155
open_exec_pos_15d,5,15,100,0.05,0.8,"1,1,5,137,56",40,0.4031896385381605,2.1183171049144756,-0.2459949630206893,2655,0.6610169491525424,0.7453198414925682,335,801,0.5254726368159205,0.5443196004993758,3143,0.5030225898822781,0.5634309267775712,316,932,0.417246835443038,0.45064377682403434
open_exec_pos_15d,6,15,100,0.1,0.6,"1,3,2,3,36",9,2.296644603185778,1.6867704162024812,-1.0882875094187905,2655,0.6610169491525424,0.7338591723344466,335,801,0.5230845771144279,0.5393258426966292,3143,0.5030225898822781,0.5745284376620761,316,932,0.4191455696202531,0.453862660944206
open_exec_pos_15d,7,15,100,0.1,0.8,"1,3,23,24,45",19,1.896875535860124,1.8013378269050264,-0.9794347369404464,2655,0.6610169491525424,0.7581161679002677,335,801,0.5296517412935323,0.5530586766541823,3143,0.5030225898822781,0.5878316251409422,316,932,0.4248417721518987,0.463519313304721
open_exec_pos_15d,8,15,200,0.05,0.6,"1,1,9,6,98",23,1.066943222672248,1.1275115425565145,-0.23742665056760412,2655,0.6610169491525424,0.7300258824776968,335,801,0.5254726368159205,0.5443196004993758,3143,0.5030225898822781,0.5381319367219299,316,932,0.42294303797468347,0.46030042918454933
open_exec_pos_15d,9,15,200,0.05,0.8,"1,1,7,4,90",21,1.1030098813385176,1.1343779885455345,-0.2555896938376335,2655,0.6610169491525424,0.7278795231865511,335,801,0.5272636815920398,0.5480649188514357,3143,0.5030225898822781,0.5459520049967184,316,932,0.42294303797468347,0.46030042918454933
