candidate,config_id,num_leaves,min_data_in_leaf,learning_rate,feature_fraction,best_iters,final_num_boost_round,calib_coef_p,calib_coef_p2,calib_intercept,train_oof_n_events,train_oof_base_rate,train_oof_average_precision,train_oof_n_days,train_oof_n_selected,train_oof_precision_at_5_dayavg,train_oof_precision_at_5_eventavg,val_n_events,val_base_rate,val_average_precision,val_n_days,val_n_selected,val_precision_at_5_dayavg,val_precision_at_5_eventavg
cur_pos_3d,0,15,50,0.05,0.6,"1,11,394,105,280",158,-0.6592010811663757,1.6187886893631271,-0.19177722836258781,20797,0.48963792854738664,0.5384533286923252,1970,6132,0.4851353637901861,0.48956294846705806,10224,0.5025430359937402,0.5648888519356855,778,3085,0.4577549271636675,0.46482982171799025
cur_pos_3d,1,15,50,0.05,0.8,"3,34,160,266,194",131,-0.6281732223889871,2.346074155163832,-0.3930805033506837,20797,0.48963792854738664,0.5629288672328576,1970,6132,0.4888917089678511,0.49559686888454013,10224,0.5025430359937402,0.574562827509482,778,3085,0.4590402742073693,0.46645056726094003
cur_pos_3d,2,15,50,0.1,0.6,"1,39,110,63,180",79,-2.5004010056673263,3.510455409153346,0.1979410383051628,20797,0.48963792854738664,0.5624835349567638,1970,6132,0.4853384094754653,0.48988910632746246,10224,0.5025430359937402,0.5349206418265141,778,3085,0.4518423307626392,0.45737439222042137
cur_pos_3d,3,15,50,0.1,0.8,"7,10,99,135,138",78,-0.5373753929211074,2.427379252875862,-0.4786836761248662,20797,0.48963792854738664,0.5862928636341749,1970,6132,0.4867597292724197,0.49217221135029354,10224,0.5025430359937402,0.564359465115977,778,3085,0.45929734361610963,0.46677471636953
cur_pos_3d,4,15,100,0.05,0.6,"3,8,212,2,262",97,0.45645274408395703,0.6163310514616627,-0.4367836615790356,20797,0.48963792854738664,0.5271832356154239,1970,6132,0.48564297800338413,0.49037834311806916,10224,0.5025430359937402,0.5623992650932313,778,3085,0.4574978577549272,0.46450567260940034
cur_pos_3d,5,15,100,0.05,0.8,"3,84,109,1,194",78,-2.382326265569963,2.977574363197941,0.3498161623709802,20797,0.48963792854738664,0.5327651981136436,1970,6132,0.483917089678511,0.48760600130463144,10224,0.5025430359937402,0.5444056496907332,778,3085,0.44644387317909173,0.4505672609400324
cur_pos_3d,6,15,100,0.1,0.6,"3,8,49,98,142",60,-0.8121356277949153,2.348639547944902,-0.33278503172467355,20797,0.48963792854738664,0.5641975866599256,1970,6132,0.48879018612521147,0.4954337899543379,10224,0.5025430359937402,0.5741402879798703,778,3085,0.4639245929734362,0.4726094003241491
cur_pos_3d,7,15,100,0.1,0.8,"3,81,135,1,84",61,-1.789492267440178,3.103557015753267,0.007835850920332472,20797,0.48963792854738664,0.5612751970432659,1970,6132,0.4846277495769882,0.48874755381604695,10224,0.5025430359937402,0.5620020755849495,778,3085,0.4618680377035133,0.4700162074554295
cur_pos_3d,8,15,200,0.05,0.6,"3,10,220,52,3",58,-1.7383481641902008,2.9322994231429975,0.03365739938548213,20797,0.48963792854738664,0.5423265569678181,1970,6132,0.48351099830795263,0.48695368558382257,10224,0.5025430359937402,0.5524856826995972,778,3085,0.45287060839760074,0.4586709886547812
cur_pos_3d,9,15,200,0.05,0.8,"5,4,182,23,2",43,0.7160376986682156,1.0328424212320957,-0.6785078345279419,20797,0.48963792854738664,0.5414834149529092,1970,6132,0.48239424703891703,0.4851598173515982,10224,0.5025430359937402,0.5707609315202304,778,3085,0.45107112253641823,0.4564019448946515
cur_pos_3d,10,15,200,0.1,0.6,"2,30,171,111,141",91,-1.9029687661667638,3.189283321964754,-0.02846900286669176,20797,0.48963792854738664,0.570293075488754,1970,6132,0.48665820642977997,0.4920091324200913,10224,0.5025430359937402,0.5618704463235769,778,3085,0.45004284490145674,0.4551053484602917
cur_pos_3d,11,15,200,0.1,0.8,"1,8,88,109,188",79,-0.3895814375386415,1.7368949523141244,-0.3737093661273841,20797,0.48963792854738664,0.5563908130508037,1970,6132,0.4888917089678511,0.49559686888454013,10224,0.5025430359937402,0.575176594062564,778,3085,0.4574978577549272,0.46450567260940034
cur_pos_3d,12,31,50,0.05,0.6,"142,13,401,177,174",181,-1.1921396444290642,2.5757901070732934,-0.22326430540467734,20797,0.48963792854738664,0.5671650505926433,1970,6132,0.4882825719120135,0.4946183953033268,10224,0.5025430359937402,0.5731833833214677,778,3085,0.46212510711225363,0.47034035656401946
cur_pos_3d,13,31,50,0.05,0.8,"2,15,406,27,277",145,0.24829012296456238,0.30450086316027175,-0.2669389920933229,20797,0.48963792854738664,0.5124949509607275,1970,6132,0.4882825719120136,0.4946183953033268,10224,0.5025430359937402,0.5741591196365623,778,3085,0.46161096829477294,0.4696920583468395
cur_pos_3d,14,31,50,0.1,0.6,"40,9,137,207,93",97,-0.30748419116845777,1.7030838348483164,-0.4318205742081518,20797,0.48963792854738664,0.5722651421289211,1970,6132,0.4870642978003384,0.4926614481409002,10224,0.5025430359937402,0.5846785777050963,778,3085,0.45929734361610974,0.46677471636953
cur_pos_3d,15,31,50,0.1,0.8,"7,38,111,233,87",95,-2.1989649484547655,3.306919093503783,0.05466617153009062,20797,0.48963792854738664,0.5825900333675194,1970,6132,0.4869627749576989,0.49249836921069795,10224,0.5025430359937402,0.5433649199880088,778,3085,0.44952870608397605,0.45445705024311184
cur_pos_3d,16,31,100,0.05,0.6,"3,7,114,2,163",58,0.5077752269281486,0.619219052993991,-0.46239522225072444,20797,0.48963792854738664,0.5267813309050169,1970,6132,0.48503384094754654,0.4893998695368558,10224,0.5025430359937402,0.5556504522707605,778,3085,0.4582690659811483,0.4654781199351702
cur_pos_3d,17,31,100,0.05,0.8,"3,114,107,2,192",84,-1.537347966483914,2.5374963834053146,0.033935451947477505,20797,0.48963792854738664,0.5432906913821703,1970,6132,0.48432318104906935,0.4882583170254403,10224,0.5025430359937402,0.5649114721840784,778,3085,0.4569837189374464,0.4638573743922204
cur_pos_3d,18,31,100,0.1,0.6,"3,10,88,42,180",65,-0.42554477732496193,1.7844302713695666,-0.3655529458937674,20797,0.48963792854738664,0.5535426079530529,1970,6132,0.48726734348561757,0.49298760600130465,10224,0.5025430359937402,0.5743235004383478,778,3085,0.46495287060839763,0.4739059967585089
cur_pos_3d,19,31,100,0.1,0.8,"3,23,105,81,68",56,-1.129618400923782,2.4635246786128815,-0.23573716441476575,20797,0.48963792854738664,0.5692284412020501,1970,6132,0.49021150592216584,0.4977168949771689,10224,0.5025430359937402,0.5666427743027329,778,3085,0.4567266495287061,0.46353322528363045
cur_pos_3d,20,31,200,0.05,0.6,"3,10,103,49,1",33,-2.0423385146389985,3.3708894394234394,0.06325669306888533,20797,0.48963792854738664,0.546932132257292,1970,6132,0.4838155668358714,0.4874429223744292,10224,0.5025430359937402,0.565509378952434,778,3085,0.45467009425878324,0.4609400324149109
cur_pos_3d,21,31,200,0.05,0.8,"5,4,104,125,3",48,-0.7978573512843499,2.071471696063498,-0.22373538849324107,20797,0.48963792854738664,0.5420283725573214,1970,6132,0.4840186125211506,0.4877690802348337,10224,0.5025430359937402,0.586415434010719,778,3085,0.46109682947729225,0.46904376012965965
cur_pos_3d,22,31,200,0.1,0.6,"2,30,41,140,91",61,-1.0228689245123819,2.46801475540154,-0.3029135748229903,20797,0.48963792854738664,0.575102895380322,1970,6132,0.4869627749576988,0.49249836921069795,10224,0.5025430359937402,0.5522304930058564,778,3085,0.4572407883461868,0.4641815235008104
cur_pos_3d,23,31,200,0.1,0.8,"1,8,109,71,2",38,-1.8382584860255442,3.3408227821743557,-0.06463302358706653,20797,0.48963792854738664,0.5677157415145482,1970,6132,0.4831049069373943,0.4863013698630137,10224,0.5025430359937402,0.5641454282760677,778,3085,0.45467009425878324,0.4609400324149109
cur_pos_3d,24,63,50,0.05,0.6,"142,14,111,228,163",132,0.45278575274081184,0.6637365232826099,-0.5203779185610566,20797,0.48963792854738664,0.5476520726833537,1970,6132,0.4882825719120136,0.4946183953033268,10224,0.5025430359937402,0.5750043460017746,778,3085,0.4569837189374464,0.4638573743922204
cur_pos_3d,25,63,50,0.05,0.8,"2,14,170,120,180",97,0.3856073457450732,0.5868995945686721,-0.4397898337487068,20797,0.48963792854738664,0.536900218167027,1970,6132,0.4856429780033841,0.49037834311806916,10224,0.5025430359937402,0.5736791782500451,778,3085,0.4672664952870608,0.4768233387358185
cur_pos_3d,26,63,50,0.1,0.6,"40,10,50,215,71",77,0.5219231615521296,0.7896057341596051,-0.6014658342553243,20797,0.48963792854738664,0.5685249226326613,1970,6132,0.48655668358714044,0.4918460534898891,10224,0.5025430359937402,0.5407780742756648,778,3085,0.45518423307626393,0.46158833063209076
cur_pos_3d,27,63,50,0.1,0.8,"7,26,6,49,7",19,-1.6889326537555822,2.5314810759263637,0.07634069933932952,20797,0.48963792854738664,0.5441620893709875,1970,6132,0.48351099830795263,0.48695368558382257,10224,0.5025430359937402,0.5894666303467068,778,3085,0.45467009425878324,0.4609400324149109
cur_pos_3d,28,63,100,0.05,0.6,"3,7,127,2,9",30,0.6007626978675457,0.8776088970821755,-0.5764698766025532,20797,0.48963792854738664,0.5352113584112932,1970,6132,0.4820896785109983,0.4846705805609915,10224,0.5025430359937402,0.5655798727062123,778,3085,0.46161096829477294,0.4696920583468395
cur_pos_3d,29,63,100,0.05,0.8,"3,114,116,3,579",163,0.3677171588832472,0.4997451888106157,-0.3853978814993557,20797,0.48963792854738664,0.5301782042553991,1970,6132,0.4881810490693739,0.49445531637312456,10224,0.5025430359937402,0.5798097739931097,778,3085,0.4572407883461868,0.4641815235008104
cur_pos_3d,30,63,100,0.1,0.6,"3,10,66,55,282",83,1.3889211301097417,0.1236411901083511,-0.8234259154559908,20797,0.48963792854738664,0.5540947673696393,1970,6132,0.48716582064297803,0.4928245270711024,10224,0.5025430359937402,0.5450914544761734,778,3085,0.45364181662382175,0.4596434359805511
cur_pos_3d,31,63,100,0.1,0.8,"3,23,53,41,83",41,-1.1456365995301956,2.795021284851684,-0.3075247414158293,20797,0.48963792854738664,0.5755893425262906,1970,6132,0.48797800338409475,0.49412915851272016,10224,0.5025430359937402,0.5753599559886866,778,3085,0.45801199657240793,0.4651539708265802
cur_pos_3d,32,63,200,0.05,0.6,"3,10,175,6,1",39,-0.6714255039952428,1.7875596114171686,-0.17359722231174657,20797,0.48963792854738664,0.5475612486304147,1970,6132,0.4841201353637902,0.48793215916503585,10224,0.5025430359937402,0.5647104185800982,778,3085,0.4574978577549272,0.46450567260940034
cur_pos_3d,33,63,200,0.05,0.8,"5,4,183,267,1",92,-0.9622198503692136,1.9678250994444637,-0.12211850459172367,20797,0.48963792854738664,0.547215361081469,1970,6132,0.4846277495769882,0.48874755381604695,10224,0.5025430359937402,0.5788815711577299,778,3085,0.46520994001713795,0.4742301458670989
cur_pos_3d,34,63,200,0.1,0.6,"2,30,310,71,1",83,-1.8402961940379599,3.238218217672317,-0.05770929414630088,20797,0.48963792854738664,0.5701734220569176,1970,6132,0.4854399323181049,0.4900521852576647,10224,0.5025430359937402,0.5668997529897541,778,3085,0.4567266495287061,0.46353322528363045
cur_pos_3d,35,63,200,0.1,0.8,"1,8,109,56,2",35,-1.5317071359013894,3.099397808542265,-0.15224331134619648,20797,0.48963792854738664,0.5675074466322192,1970,6132,0.4838155668358714,0.4874429223744292,10224,0.5025430359937402,0.584261746895044,778,3085,0.45518423307626393,0.46158833063209076
